datetime,date,hour,demand,supply,loadshed,peak
2025-09-01T00:00,2025-09-01,0,,,54,
2025-09-01T01:00,2025-09-01,1,,,25,
2025-09-01T02:00,2025-09-01,2,,,21,
2025-09-01T03:00,2025-09-01,3,,,0,
2025-09-01T04:00,2025-09-01,4,,,0,
2025-09-01T05:00,2025-09-01,5,,,0,
2025-09-01T06:00,2025-09-01,6,,,0,
2025-09-01T07:00,2025-09-01,7,,,0,
2025-09-01T08:00,2025-09-01,8,,,0,
2025-09-01T09:00,2025-09-01,9,,,0,
2025-09-01T10:00,2025-09-01,10,,,0,
2025-09-01T11:00,2025-09-01,11,,,0,
2025-09-01T12:00,2025-09-01,12,,,0,day
2025-09-01T13:00,2025-09-01,13,,,0,
2025-09-01T14:00,2025-09-01,14,,,0,
2025-09-01T15:00,2025-09-01,15,,,50,
2025-09-01T16:00,2025-09-01,16,,,67,
2025-09-01T17:00,2025-09-01,17,,,71,
2025-09-01T18:00,2025-09-01,18,,,33,
2025-09-01T19:00,2025-09-01,19,,,164,evening
2025-09-01T20:00,2025-09-01,20,,,156,
2025-09-01T21:00,2025-09-01,21,,,176,
2025-09-01T22:00,2025-09-01,22,,,196,
2025-09-01T23:00,2025-09-01,23,,,156,
2025-09-02T00:00,2025-09-02,0,,,132,
2025-09-02T01:00,2025-09-02,1,,,34,
2025-09-02T02:00,2025-09-02,2,,,0,
2025-09-02T03:00,2025-09-02,3,,,0,
2025-09-02T04:00,2025-09-02,4,,,0,
2025-09-02T05:00,2025-09-02,5,,,0,
2025-09-02T06:00,2025-09-02,6,,,0,
2025-09-02T07:00,2025-09-02,7,,,0,
2025-09-02T08:00,2025-09-02,8,,,0,
2025-09-02T09:00,2025-09-02,9,,,0,
2025-09-02T10:00,2025-09-02,10,,,0,
2025-09-02T11:00,2025-09-02,11,,,0,
2025-09-02T12:00,2025-09-02,12,,,0,day
2025-09-02T13:00,2025-09-02,13,,,0,
2025-09-02T14:00,2025-09-02,14,,,0,
2025-09-02T15:00,2025-09-02,15,,,0,
2025-09-02T16:00,2025-09-02,16,,,0,
2025-09-02T17:00,2025-09-02,17,,,0,
2025-09-02T18:00,2025-09-02,18,,,0,
2025-09-02T19:00,2025-09-02,19,,,153,evening
2025-09-02T20:00,2025-09-02,20,,,150,
2025-09-02T21:00,2025-09-02,21,,,157,
2025-09-02T22:00,2025-09-02,22,,,147,
2025-09-02T23:00,2025-09-02,23,,,148,
2025-09-03T00:00,2025-09-03,0,,,215,
2025-09-03T01:00,2025-09-03,1,,,109,
2025-09-03T02:00,2025-09-03,2,,,96,
2025-09-03T03:00,2025-09-03,3,,,76,
2025-09-03T04:00,2025-09-03,4,,,52,
2025-09-03T05:00,2025-09-03,5,,,31,
2025-09-03T06:00,2025-09-03,6,,,0,
2025-09-03T07:00,2025-09-03,7,,,0,
2025-09-03T08:00,2025-09-03,8,,,0,
2025-09-03T09:00,2025-09-03,9,,,0,
2025-09-03T10:00,2025-09-03,10,,,0,
2025-09-03T11:00,2025-09-03,11,,,0,
2025-09-03T12:00,2025-09-03,12,,,0,day
2025-09-03T13:00,2025-09-03,13,,,48,
2025-09-03T14:00,2025-09-03,14,,,75,
2025-09-03T15:00,2025-09-03,15,,,113,
2025-09-03T16:00,2025-09-03,16,,,159,
2025-09-03T17:00,2025-09-03,17,,,124,
2025-09-03T18:00,2025-09-03,18,,,123,
2025-09-03T19:00,2025-09-03,19,,,159,
2025-09-03T20:00,2025-09-03,20,,,154,
2025-09-03T21:00,2025-09-03,21,,,151,evening
2025-09-03T22:00,2025-09-03,22,,,283,
2025-09-03T23:00,2025-09-03,23,,,264,
2025-09-04T00:00,2025-09-04,0,,,169,
2025-09-04T01:00,2025-09-04,1,,,228,
2025-09-04T02:00,2025-09-04,2,,,227,
2025-09-04T03:00,2025-09-04,3,,,225,
2025-09-04T04:00,2025-09-04,4,,,219,
2025-09-04T05:00,2025-09-04,5,,,210,
2025-09-04T06:00,2025-09-04,6,,,161,
2025-09-04T07:00,2025-09-04,7,,,175,
2025-09-04T08:00,2025-09-04,8,,,170,
2025-09-04T09:00,2025-09-04,9,,,110,
2025-09-04T10:00,2025-09-04,10,,,19,
2025-09-04T11:00,2025-09-04,11,,,20,
2025-09-04T12:00,2025-09-04,12,,,35,day
2025-09-04T13:00,2025-09-04,13,,,79,
2025-09-04T14:00,2025-09-04,14,,,104,
2025-09-04T15:00,2025-09-04,15,,,157,
2025-09-04T16:00,2025-09-04,16,,,125,
2025-09-04T17:00,2025-09-04,17,,,0,
2025-09-04T18:00,2025-09-04,18,,,0,
2025-09-04T19:00,2025-09-04,19,,,147,evening
2025-09-04T20:00,2025-09-04,20,,,116,
2025-09-04T21:00,2025-09-04,21,,,103,
2025-09-04T22:00,2025-09-04,22,,,117,
2025-09-04T23:00,2025-09-04,23,,,185,
2025-09-05T00:00,2025-09-05,0,,,54,
2025-09-05T01:00,2025-09-05,1,,,177,
2025-09-05T02:00,2025-09-05,2,,,151,
2025-09-05T03:00,2025-09-05,3,,,138,
2025-09-05T04:00,2025-09-05,4,,,118,
2025-09-05T05:00,2025-09-05,5,,,114,
2025-09-05T06:00,2025-09-05,6,,,132,
2025-09-05T07:00,2025-09-05,7,,,156,
2025-09-05T08:00,2025-09-05,8,,,74,
2025-09-05T09:00,2025-09-05,9,,,0,
2025-09-05T10:00,2025-09-05,10,,,0,
2025-09-05T11:00,2025-09-05,11,,,0,
2025-09-05T12:00,2025-09-05,12,,,0,day
2025-09-05T13:00,2025-09-05,13,,,0,
2025-09-05T14:00,2025-09-05,14,,,0,
2025-09-05T15:00,2025-09-05,15,,,0,
2025-09-05T16:00,2025-09-05,16,,,0,
2025-09-05T17:00,2025-09-05,17,,,0,
2025-09-05T18:00,2025-09-05,18,,,0,
2025-09-05T19:00,2025-09-05,19,,,106,
2025-09-05T20:00,2025-09-05,20,,,51,
2025-09-05T21:00,2025-09-05,21,,,44,evening
2025-09-05T22:00,2025-09-05,22,,,108,
2025-09-05T23:00,2025-09-05,23,,,64,
2025-09-06T00:00,2025-09-06,0,,,196,
2025-09-06T01:00,2025-09-06,1,,,117,
2025-09-06T02:00,2025-09-06,2,,,109,
2025-09-06T03:00,2025-09-06,3,,,103,
2025-09-06T04:00,2025-09-06,4,,,89,
2025-09-06T05:00,2025-09-06,5,,,75,
2025-09-06T06:00,2025-09-06,6,,,49,
2025-09-06T07:00,2025-09-06,7,,,22,
2025-09-06T08:00,2025-09-06,8,,,0,
2025-09-06T09:00,2025-09-06,9,,,0,
2025-09-06T10:00,2025-09-06,10,,,0,
2025-09-06T11:00,2025-09-06,11,,,0,
2025-09-06T12:00,2025-09-06,12,,,23,day
2025-09-06T13:00,2025-09-06,13,,,41,
2025-09-06T14:00,2025-09-06,14,,,52,
2025-09-06T15:00,2025-09-06,15,,,100,
2025-09-06T16:00,2025-09-06,16,,,114,
2025-09-06T17:00,2025-09-06,17,,,80,
2025-09-06T18:00,2025-09-06,18,,,51,
2025-09-06T19:00,2025-09-06,19,,,128,
2025-09-06T20:00,2025-09-06,20,,,90,
2025-09-06T21:00,2025-09-06,21,,,45,evening
2025-09-06T22:00,2025-09-06,22,,,102,
2025-09-06T23:00,2025-09-06,23,,,159,
2025-09-07T00:00,2025-09-07,0,,,81,
2025-09-07T01:00,2025-09-07,1,,,251,
2025-09-07T02:00,2025-09-07,2,,,248,
2025-09-07T03:00,2025-09-07,3,,,248,
2025-09-07T04:00,2025-09-07,4,,,230,
2025-09-07T05:00,2025-09-07,5,,,229,
2025-09-07T06:00,2025-09-07,6,,,148,
2025-09-07T07:00,2025-09-07,7,,,68,
2025-09-07T08:00,2025-09-07,8,,,100,
2025-09-07T09:00,2025-09-07,9,,,42,
2025-09-07T10:00,2025-09-07,10,,,0,
2025-09-07T11:00,2025-09-07,11,,,0,
2025-09-07T12:00,2025-09-07,12,,,0,day
2025-09-07T13:00,2025-09-07,13,,,0,
2025-09-07T14:00,2025-09-07,14,,,34,
2025-09-07T15:00,2025-09-07,15,,,28,
2025-09-07T16:00,2025-09-07,16,,,36,
2025-09-07T17:00,2025-09-07,17,,,38,
2025-09-07T18:00,2025-09-07,18,,,0,
2025-09-07T19:00,2025-09-07,19,,,49,
2025-09-07T20:00,2025-09-07,20,,,52,evening
2025-09-07T21:00,2025-09-07,21,,,49,
2025-09-07T22:00,2025-09-07,22,,,78,
2025-09-07T23:00,2025-09-07,23,,,93,
2025-09-08T00:00,2025-09-08,0,,,693,
2025-09-08T01:00,2025-09-08,1,,,126,
2025-09-08T02:00,2025-09-08,2,,,69,
2025-09-08T03:00,2025-09-08,3,,,59,
2025-09-08T04:00,2025-09-08,4,,,41,
