datetime,date,hour,demand,supply,loadshed,peak
2026-07-01T00:00,2026-07-01,0,16043,15511,532,
2026-07-01T01:00,2026-07-01,1,15612,15169,443,
2026-07-01T02:00,2026-07-01,2,15176,14700,476,
2026-07-01T03:00,2026-07-01,3,14759,14304,455,
2026-07-01T04:00,2026-07-01,4,14299,13861,438,
2026-07-01T05:00,2026-07-01,5,14032,13652,380,
2026-07-01T06:00,2026-07-01,6,13641,13422,219,
2026-07-01T07:00,2026-07-01,7,13427,13238,189,
2026-07-01T08:00,2026-07-01,8,13519,13499,20,
2026-07-01T09:00,2026-07-01,9,13662,13498,164,
2026-07-01T10:00,2026-07-01,10,13687,13388,299,
2026-07-01T11:00,2026-07-01,11,14241,13962,279,
2026-07-01T12:00,2026-07-01,12,14480,14129,351,day
2026-07-01T13:00,2026-07-01,13,14814,14492,322,
2026-07-01T14:00,2026-07-01,14,14722,14358,364,
2026-07-01T15:00,2026-07-01,15,14828,14324,504,
2026-07-01T16:00,2026-07-01,16,14794,14285,509,
2026-07-01T17:00,2026-07-01,17,14239,13786,453,
2026-07-01T18:00,2026-07-01,18,14054,13622,432,
2026-07-01T19:00,2026-07-01,19,16204,15706,498,
2026-07-01T20:00,2026-07-01,20,15993,15600,393,
2026-07-01T21:00,2026-07-01,21,16034,15544,490,evening
2026-07-01T22:00,2026-07-01,22,16019,15696,323,
2026-07-01T23:00,2026-07-01,23,16058,15680,378,
2026-07-02T00:00,2026-07-02,0,16163,15373,790,
2026-07-02T01:00,2026-07-02,1,15554,15167,387,
2026-07-02T02:00,2026-07-02,2,15143,14638,505,
2026-07-02T03:00,2026-07-02,3,14750,14271,479,
2026-07-02T04:00,2026-07-02,4,14228,13948,280,
2026-07-02T05:00,2026-07-02,5,13980,13750,230,
2026-07-02T06:00,2026-07-02,6,13553,13383,170,
2026-07-02T07:00,2026-07-02,7,13564,13418,146,
2026-07-02T08:00,2026-07-02,8,13725,13577,148,
2026-07-02T09:00,2026-07-02,9,13804,13608,196,
2026-07-02T10:00,2026-07-02,10,14273,14078,195,
2026-07-02T11:00,2026-07-02,11,14582,14352,230,
2026-07-02T12:00,2026-07-02,12,15085,14767,318,day
2026-07-02T13:00,2026-07-02,13,15330,14983,347,
2026-07-02T14:00,2026-07-02,14,15342,14963,379,
2026-07-02T15:00,2026-07-02,15,15462,14892,570,
2026-07-02T16:00,2026-07-02,16,15010,14541,469,
2026-07-02T17:00,2026-07-02,17,14825,14426,399,
2026-07-02T18:00,2026-07-02,18,14488,14231,257,
2026-07-02T19:00,2026-07-02,19,16445,16084,361,
2026-07-02T20:00,2026-07-02,20,16510,16108,402,
2026-07-02T21:00,2026-07-02,21,16388,15894,494,evening
2026-07-02T22:00,2026-07-02,22,16226,15789,437,
2026-07-02T23:00,2026-07-02,23,16302,15671,631,
2026-07-03T00:00,2026-07-03,0,16213,15550,663,
2026-07-03T01:00,2026-07-03,1,16087,15303,784,
2026-07-03T02:00,2026-07-03,2,15670,14942,728,
2026-07-03T03:00,2026-07-03,3,15228,14642,586,
2026-07-03T04:00,2026-07-03,4,14839,14372,467,
2026-07-03T05:00,2026-07-03,5,14503,14061,442,
2026-07-03T06:00,2026-07-03,6,13796,13459,337,
2026-07-03T07:00,2026-07-03,7,13685,13390,295,
2026-07-03T08:00,2026-07-03,8,13316,12961,355,
2026-07-03T09:00,2026-07-03,9,13001,12684,317,
2026-07-03T10:00,2026-07-03,10,12998,12681,317,
2026-07-03T11:00,2026-07-03,11,13270,12989,281,
2026-07-03T12:00,2026-07-03,12,13760,13511,249,day
2026-07-03T13:00,2026-07-03,13,14293,14043,250,
2026-07-03T14:00,2026-07-03,14,13823,13682,141,
2026-07-03T15:00,2026-07-03,15,13921,13813,108,
2026-07-03T16:00,2026-07-03,16,13634,13502,132,
2026-07-03T17:00,2026-07-03,17,13330,13228,102,
2026-07-03T18:00,2026-07-03,18,12883,12811,72,
2026-07-03T19:00,2026-07-03,19,15638,15483,155,
2026-07-03T20:00,2026-07-03,20,15698,15511,187,
2026-07-03T21:00,2026-07-03,21,15807,15526,281,evening
2026-07-03T22:00,2026-07-03,22,15884,15620,264,
2026-07-03T23:00,2026-07-03,23,16015,15470,545,
2026-07-04T00:00,2026-07-04,0,15866,15327,539,
2026-07-04T01:00,2026-07-04,1,15729,15313,416,
2026-07-04T02:00,2026-07-04,2,15378,15022,356,
2026-07-04T03:00,2026-07-04,3,15044,14734,310,
2026-07-04T04:00,2026-07-04,4,14811,14697,114,
2026-07-04T05:00,2026-07-04,5,14571,14457,114,
2026-07-04T06:00,2026-07-04,6,14167,14058,109,
2026-07-04T07:00,2026-07-04,7,14007,13841,166,
2026-07-04T08:00,2026-07-04,8,13923,13528,395,
2026-07-04T09:00,2026-07-04,9,14177,13765,412,
2026-07-04T10:00,2026-07-04,10,14267,13867,400,
2026-07-04T11:00,2026-07-04,11,14648,14233,415,
2026-07-04T12:00,2026-07-04,12,15385,14655,730,day
2026-07-04T13:00,2026-07-04,13,15605,14970,635,
2026-07-04T14:00,2026-07-04,14,15473,14842,631,
2026-07-04T15:00,2026-07-04,15,15979,14772,1207,
2026-07-04T16:00,2026-07-04,16,15899,14344,1555,
2026-07-04T17:00,2026-07-04,17,15709,14411,1298,
2026-07-04T18:00,2026-07-04,18,14857,14032,825,
2026-07-04T19:00,2026-07-04,19,16065,15347,718,evening
2026-07-04T20:00,2026-07-04,20,14838,14584,254,
2026-07-04T21:00,2026-07-04,21,14845,14650,195,
2026-07-04T22:00,2026-07-04,22,15545,15316,229,
2026-07-04T23:00,2026-07-04,23,15651,15472,179,
2026-07-05T00:00,2026-07-05,0,15438,14915,523,
2026-07-05T01:00,2026-07-05,1,15591,15271,320,
2026-07-05T02:00,2026-07-05,2,15087,14849,238,
2026-07-05T03:00,2026-07-05,3,14929,14701,228,
2026-07-05T04:00,2026-07-05,4,14542,14329,213,
2026-07-05T05:00,2026-07-05,5,14194,14001,193,
2026-07-05T06:00,2026-07-05,6,13677,13463,214,
2026-07-05T07:00,2026-07-05,7,13651,13427,224,
2026-07-05T08:00,2026-07-05,8,13377,13166,211,
2026-07-05T09:00,2026-07-05,9,13255,12999,256,
2026-07-05T10:00,2026-07-05,10,13208,13085,123,
2026-07-05T11:00,2026-07-05,11,13455,13420,35,
2026-07-05T12:00,2026-07-05,12,13772,13697,75,day
2026-07-05T13:00,2026-07-05,13,13806,13667,139,
2026-07-05T14:00,2026-07-05,14,13799,13686,113,
2026-07-05T15:00,2026-07-05,15,13897,13710,187,
2026-07-05T16:00,2026-07-05,16,13729,13567,162,
2026-07-05T17:00,2026-07-05,17,13255,13153,102,
2026-07-05T18:00,2026-07-05,18,13044,12950,94,
2026-07-05T19:00,2026-07-05,19,15404,15201,203,
2026-07-05T20:00,2026-07-05,20,15346,15139,207,
2026-07-05T21:00,2026-07-05,21,15345,15049,296,evening
2026-07-05T22:00,2026-07-05,22,15427,15219,208,
2026-07-05T23:00,2026-07-05,23,15387,15192,195,
