datetime,date,hour,demand,supply,loadshed,peak
2022-08-01T00:00,2022-08-01,0,,,891,
2022-08-01T01:00,2022-08-01,1,,,1436,
2022-08-01T02:00,2022-08-01,2,,,1320,
2022-08-01T03:00,2022-08-01,3,,,1156,
2022-08-01T04:00,2022-08-01,4,,,1048,
2022-08-01T05:00,2022-08-01,5,,,689,
2022-08-01T06:00,2022-08-01,6,,,486,
2022-08-01T07:00,2022-08-01,7,,,293,
2022-08-01T08:00,2022-08-01,8,,,570,
2022-08-01T09:00,2022-08-01,9,,,770,
2022-08-01T10:00,2022-08-01,10,,,987,day
2022-08-01T11:00,2022-08-01,11,,,1103,
2022-08-01T12:00,2022-08-01,12,,,1355,
2022-08-01T13:00,2022-08-01,13,,,1130,
2022-08-01T14:00,2022-08-01,14,,,962,
2022-08-01T15:00,2022-08-01,15,,,790,
2022-08-01T16:00,2022-08-01,16,,,453,
2022-08-01T17:00,2022-08-01,17,,,0,
2022-08-01T18:00,2022-08-01,18,,,0,
2022-08-01T19:00,2022-08-01,19,,,264,
2022-08-01T20:00,2022-08-01,20,,,316,
2022-08-01T21:00,2022-08-01,21,,,410,evening
2022-08-01T22:00,2022-08-01,22,,,448,
2022-08-01T23:00,2022-08-01,23,,,611,
2022-08-02T00:00,2022-08-02,0,,,1469,
2022-08-02T01:00,2022-08-02,1,,,1081,
2022-08-02T02:00,2022-08-02,2,,,943,
2022-08-02T03:00,2022-08-02,3,,,749,
2022-08-02T04:00,2022-08-02,4,,,575,
2022-08-02T05:00,2022-08-02,5,,,255,
2022-08-02T06:00,2022-08-02,6,,,0,
2022-08-02T07:00,2022-08-02,7,,,0,
2022-08-02T08:00,2022-08-02,8,,,0,
2022-08-02T09:00,2022-08-02,9,,,496,
2022-08-02T10:00,2022-08-02,10,,,525,day
2022-08-02T11:00,2022-08-02,11,,,631,
2022-08-02T12:00,2022-08-02,12,,,1046,
2022-08-02T13:00,2022-08-02,13,,,1044,
2022-08-02T14:00,2022-08-02,14,,,985,
2022-08-02T15:00,2022-08-02,15,,,1032,
2022-08-02T16:00,2022-08-02,16,,,885,
2022-08-02T17:00,2022-08-02,17,,,701,
2022-08-02T18:00,2022-08-02,18,,,156,
2022-08-02T19:00,2022-08-02,19,,,1254,
2022-08-02T20:00,2022-08-02,20,,,1414,
2022-08-02T21:00,2022-08-02,21,,,1298,evening
2022-08-02T22:00,2022-08-02,22,,,1193,
2022-08-02T23:00,2022-08-02,23,,,1158,
2022-08-03T00:00,2022-08-03,0,,,1655,
2022-08-03T01:00,2022-08-03,1,,,1528,
2022-08-03T02:00,2022-08-03,2,,,1461,
2022-08-03T03:00,2022-08-03,3,,,1226,
2022-08-03T04:00,2022-08-03,4,,,1024,
2022-08-03T05:00,2022-08-03,5,,,842,
2022-08-03T06:00,2022-08-03,6,,,638,
2022-08-03T07:00,2022-08-03,7,,,532,
2022-08-03T08:00,2022-08-03,8,,,0,
2022-08-03T09:00,2022-08-03,9,,,253,
2022-08-03T10:00,2022-08-03,10,,,388,day
2022-08-03T11:00,2022-08-03,11,,,572,
2022-08-03T12:00,2022-08-03,12,,,880,
2022-08-03T13:00,2022-08-03,13,,,809,
2022-08-03T14:00,2022-08-03,14,,,996,
2022-08-03T15:00,2022-08-03,15,,,1186,
2022-08-03T16:00,2022-08-03,16,,,1099,
2022-08-03T17:00,2022-08-03,17,,,657,
2022-08-03T18:00,2022-08-03,18,,,478,
2022-08-03T19:00,2022-08-03,19,,,991,
2022-08-03T20:00,2022-08-03,20,,,1164,
2022-08-03T21:00,2022-08-03,21,,,1202,evening
2022-08-03T22:00,2022-08-03,22,,,1075,
2022-08-03T23:00,2022-08-03,23,,,1216,
2022-08-04T00:00,2022-08-04,0,,,1516,
2022-08-04T01:00,2022-08-04,1,,,1561,
2022-08-04T02:00,2022-08-04,2,,,1503,
2022-08-04T03:00,2022-08-04,3,,,1364,
2022-08-04T04:00,2022-08-04,4,,,1231,
2022-08-04T05:00,2022-08-04,5,,,1050,
2022-08-04T06:00,2022-08-04,6,,,992,
2022-08-04T07:00,2022-08-04,7,,,703,
2022-08-04T08:00,2022-08-04,8,,,409,
2022-08-04T09:00,2022-08-04,9,,,663,day
2022-08-04T10:00,2022-08-04,10,,,940,
2022-08-04T11:00,2022-08-04,11,,,1275,
2022-08-04T12:00,2022-08-04,12,,,1404,
2022-08-04T13:00,2022-08-04,13,,,1564,
2022-08-04T14:00,2022-08-04,14,,,1718,
2022-08-04T15:00,2022-08-04,15,,,1851,
2022-08-04T16:00,2022-08-04,16,,,1751,
2022-08-04T17:00,2022-08-04,17,,,1634,
2022-08-04T18:00,2022-08-04,18,,,1410,
2022-08-04T19:00,2022-08-04,19,,,1089,
2022-08-04T20:00,2022-08-04,20,,,1167,
2022-08-04T21:00,2022-08-04,21,,,1199,evening
2022-08-04T22:00,2022-08-04,22,,,1061,
2022-08-04T23:00,2022-08-04,23,,,984,
2022-08-05T00:00,2022-08-05,0,,,1019,
2022-08-05T01:00,2022-08-05,1,,,1585,
2022-08-05T02:00,2022-08-05,2,,,1577,
2022-08-05T03:00,2022-08-05,3,,,1405,
2022-08-05T04:00,2022-08-05,4,,,1386,
2022-08-05T05:00,2022-08-05,5,,,1006,
2022-08-05T06:00,2022-08-05,6,,,739,
2022-08-05T07:00,2022-08-05,7,,,405,
2022-08-05T08:00,2022-08-05,8,,,165,
2022-08-05T09:00,2022-08-05,9,,,380,day
2022-08-05T10:00,2022-08-05,10,,,671,
2022-08-05T11:00,2022-08-05,11,,,995,
2022-08-05T12:00,2022-08-05,12,,,1080,
2022-08-05T13:00,2022-08-05,13,,,864,
2022-08-05T14:00,2022-08-05,14,,,824,
2022-08-05T15:00,2022-08-05,15,,,1040,
2022-08-05T16:00,2022-08-05,16,,,955,
2022-08-05T17:00,2022-08-05,17,,,194,
2022-08-05T18:00,2022-08-05,18,,,0,
2022-08-05T19:00,2022-08-05,19,,,696,
2022-08-05T20:00,2022-08-05,20,,,674,
2022-08-05T21:00,2022-08-05,21,,,521,evening
2022-08-05T22:00,2022-08-05,22,,,322,
2022-08-05T23:00,2022-08-05,23,,,394,
2022-08-06T00:00,2022-08-06,0,,,1633,
2022-08-06T01:00,2022-08-06,1,,,1107,
2022-08-06T02:00,2022-08-06,2,,,1178,
2022-08-06T03:00,2022-08-06,3,,,1099,
2022-08-06T04:00,2022-08-06,4,,,1109,
2022-08-06T05:00,2022-08-06,5,,,736,
2022-08-06T06:00,2022-08-06,6,,,517,
2022-08-06T07:00,2022-08-06,7,,,358,
2022-08-06T08:00,2022-08-06,8,,,413,
2022-08-06T09:00,2022-08-06,9,,,618,day
2022-08-06T10:00,2022-08-06,10,,,882,
