datetime,date,hour,demand,supply,loadshed,peak
2024-03-01T00:00,2024-03-01,0,,,0,
2024-03-01T01:00,2024-03-01,1,,,0,
2024-03-01T02:00,2024-03-01,2,,,0,
2024-03-01T03:00,2024-03-01,3,,,0,
2024-03-01T04:00,2024-03-01,4,,,0,
2024-03-01T05:00,2024-03-01,5,,,0,
2024-03-01T06:00,2024-03-01,6,,,0,
2024-03-01T07:00,2024-03-01,7,,,0,
2024-03-01T08:00,2024-03-01,8,,,28,
2024-03-01T09:00,2024-03-01,9,,,0,
2024-03-01T10:00,2024-03-01,10,,,0,
2024-03-01T11:00,2024-03-01,11,,,0,
2024-03-01T12:00,2024-03-01,12,,,24,day
2024-03-01T13:00,2024-03-01,13,,,53,
2024-03-01T14:00,2024-03-01,14,,,39,
2024-03-01T15:00,2024-03-01,15,,,0,
2024-03-01T16:00,2024-03-01,16,,,0,
2024-03-01T17:00,2024-03-01,17,,,0,
2024-03-01T18:00,2024-03-01,18,,,0,
2024-03-01T19:00,2024-03-01,19,,,26,evening
2024-03-01T20:00,2024-03-01,20,,,20,
2024-03-01T21:00,2024-03-01,21,,,0,
2024-03-01T22:00,2024-03-01,22,,,0,
2024-03-01T23:00,2024-03-01,23,,,0,
2024-03-02T00:00,2024-03-02,0,,,0,
2024-03-02T01:00,2024-03-02,1,,,0,
2024-03-02T02:00,2024-03-02,2,,,0,
2024-03-02T03:00,2024-03-02,3,,,0,
2024-03-02T04:00,2024-03-02,4,,,0,
2024-03-02T05:00,2024-03-02,5,,,0,
2024-03-02T06:00,2024-03-02,6,,,0,
2024-03-02T07:00,2024-03-02,7,,,0,
2024-03-02T08:00,2024-03-02,8,,,0,
2024-03-02T09:00,2024-03-02,9,,,0,
2024-03-02T10:00,2024-03-02,10,,,60,
2024-03-02T11:00,2024-03-02,11,,,60,
2024-03-02T12:00,2024-03-02,12,,,60,day
2024-03-02T13:00,2024-03-02,13,,,60,
2024-03-02T14:00,2024-03-02,14,,,70,
2024-03-02T15:00,2024-03-02,15,,,72,
2024-03-02T16:00,2024-03-02,16,,,63,
2024-03-02T17:00,2024-03-02,17,,,32,
2024-03-02T18:00,2024-03-02,18,,,25,
2024-03-02T19:00,2024-03-02,19,,,20,evening
2024-03-02T20:00,2024-03-02,20,,,20,
2024-03-02T21:00,2024-03-02,21,,,0,
2024-03-02T22:00,2024-03-02,22,,,0,
2024-03-02T23:00,2024-03-02,23,,,0,
2024-03-03T00:00,2024-03-03,0,,,0,
2024-03-03T01:00,2024-03-03,1,,,0,
2024-03-03T02:00,2024-03-03,2,,,0,
2024-03-03T03:00,2024-03-03,3,,,0,
2024-03-03T04:00,2024-03-03,4,,,0,
2024-03-03T05:00,2024-03-03,5,,,0,
2024-03-03T06:00,2024-03-03,6,,,0,
2024-03-03T07:00,2024-03-03,7,,,56,
2024-03-03T08:00,2024-03-03,8,,,92,
2024-03-03T09:00,2024-03-03,9,,,115,
2024-03-03T10:00,2024-03-03,10,,,125,
2024-03-03T11:00,2024-03-03,11,,,129,
2024-03-03T12:00,2024-03-03,12,,,93,day
2024-03-03T13:00,2024-03-03,13,,,117,
2024-03-03T14:00,2024-03-03,14,,,81,
2024-03-03T15:00,2024-03-03,15,,,93,
2024-03-03T16:00,2024-03-03,16,,,90,
2024-03-03T17:00,2024-03-03,17,,,92,
2024-03-03T18:00,2024-03-03,18,,,121,
2024-03-03T19:00,2024-03-03,19,,,51,
2024-03-03T20:00,2024-03-03,20,,,44,
2024-03-03T21:00,2024-03-03,21,,,20,
2024-03-03T22:00,2024-03-03,22,,,0,
2024-03-03T23:00,2024-03-03,23,,,0,
2024-03-04T00:00,2024-03-04,0,,,0,
2024-03-04T01:00,2024-03-04,1,,,0,
2024-03-04T02:00,2024-03-04,2,,,0,
2024-03-04T03:00,2024-03-04,3,,,0,
2024-03-04T04:00,2024-03-04,4,,,0,
2024-03-04T05:00,2024-03-04,5,,,0,
2024-03-04T06:00,2024-03-04,6,,,0,
2024-03-04T07:00,2024-03-04,7,,,0,
2024-03-04T08:00,2024-03-04,8,,,20,
2024-03-04T09:00,2024-03-04,9,,,111,
2024-03-04T10:00,2024-03-04,10,,,65,
2024-03-04T11:00,2024-03-04,11,,,69,
2024-03-04T12:00,2024-03-04,12,,,50,day
2024-03-04T13:00,2024-03-04,13,,,54,
2024-03-04T14:00,2024-03-04,14,,,44,
2024-03-04T15:00,2024-03-04,15,,,82,
2024-03-04T16:00,2024-03-04,16,,,99,
2024-03-04T17:00,2024-03-04,17,,,46,
2024-03-04T18:00,2024-03-04,18,,,0,
2024-03-04T19:00,2024-03-04,19,,,20,evening
2024-03-04T20:00,2024-03-04,20,,,24,
2024-03-04T21:00,2024-03-04,21,,,0,
2024-03-04T22:00,2024-03-04,22,,,0,
2024-03-04T23:00,2024-03-04,23,,,0,
2024-03-05T00:00,2024-03-05,0,,,0,
2024-03-05T01:00,2024-03-05,1,,,0,
2024-03-05T02:00,2024-03-05,2,,,0,
2024-03-05T03:00,2024-03-05,3,,,0,
2024-03-05T04:00,2024-03-05,4,,,0,
2024-03-05T05:00,2024-03-05,5,,,0,
2024-03-05T06:00,2024-03-05,6,,,0,
2024-03-05T07:00,2024-03-05,7,,,90,
2024-03-05T08:00,2024-03-05,8,,,158,
2024-03-05T09:00,2024-03-05,9,,,126,
2024-03-05T10:00,2024-03-05,10,,,30,
2024-03-05T11:00,2024-03-05,11,,,25,
2024-03-05T12:00,2024-03-05,12,,,70,day
2024-03-05T13:00,2024-03-05,13,,,50,
2024-03-05T14:00,2024-03-05,14,,,49,
2024-03-05T15:00,2024-03-05,15,,,0,
2024-03-05T16:00,2024-03-05,16,,,0,
2024-03-05T17:00,2024-03-05,17,,,29,
2024-03-05T18:00,2024-03-05,18,,,64,
2024-03-05T19:00,2024-03-05,19,,,52,evening
2024-03-05T20:00,2024-03-05,20,,,43,
2024-03-05T21:00,2024-03-05,21,,,0,
2024-03-05T22:00,2024-03-05,22,,,61,
2024-03-05T23:00,2024-03-05,23,,,32,
2024-03-06T00:00,2024-03-06,0,,,0,
2024-03-06T01:00,2024-03-06,1,,,0,
2024-03-06T02:00,2024-03-06,2,,,0,
2024-03-06T03:00,2024-03-06,3,,,0,
2024-03-06T04:00,2024-03-06,4,,,0,
2024-03-06T05:00,2024-03-06,5,,,0,
2024-03-06T06:00,2024-03-06,6,,,0,
2024-03-06T07:00,2024-03-06,7,,,106,
2024-03-06T08:00,2024-03-06,8,,,96,
2024-03-06T09:00,2024-03-06,9,,,81,
