datetime,date,hour,demand,generation,loadshed,peak
2023-04-01T00:00,2023-04-01,0,9300,9300,0,
2023-04-01T01:00,2023-04-01,1,9508,9508,0,
2023-04-01T02:00,2023-04-01,2,9170,9170,0,
2023-04-01T03:00,2023-04-01,3,9407,9407,0,
2023-04-01T04:00,2023-04-01,4,8688,8688,0,
2023-04-01T05:00,2023-04-01,5,6485,6485,0,
2023-04-01T06:00,2023-04-01,6,5602,5602,0,
2023-04-01T07:00,2023-04-01,7,5792,5792,0,
2023-04-01T08:00,2023-04-01,8,6530,6530,0,
2023-04-01T09:00,2023-04-01,9,7635,7635,0,
2023-04-01T10:00,2023-04-01,10,8219,8219,0,
2023-04-01T11:00,2023-04-01,11,8628,8628,0,
2023-04-01T12:00,2023-04-01,12,9272,9272,0,day
2023-04-01T13:00,2023-04-01,13,9488,9488,0,
2023-04-01T14:00,2023-04-01,14,9796,9796,0,
2023-04-01T15:00,2023-04-01,15,9660,9660,0,
2023-04-01T16:00,2023-04-01,16,9507,9507,0,
2023-04-01T17:00,2023-04-01,17,9468,9468,0,
2023-04-01T18:00,2023-04-01,18,9769,9769,0,
2023-04-01T19:00,2023-04-01,19,10494,10494,0,
2023-04-01T20:00,2023-04-01,20,10522,10522,0,
2023-04-01T21:00,2023-04-01,21,10593,10593,0,evening
2023-04-01T22:00,2023-04-01,22,10497,10497,0,
2023-04-01T23:00,2023-04-01,23,9668,9668,0,
2023-04-02T00:00,2023-04-02,0,10164,10164,0,
2023-04-02T01:00,2023-04-02,1,8929,8929,0,
2023-04-02T02:00,2023-04-02,2,8711,8711,0,
2023-04-02T03:00,2023-04-02,3,9020,9020,0,
2023-04-02T04:00,2023-04-02,4,9122,9122,0,
2023-04-02T05:00,2023-04-02,5,7893,7893,0,
2023-04-02T06:00,2023-04-02,6,7408,7408,0,
2023-04-02T07:00,2023-04-02,7,7601,7601,0,
2023-04-02T08:00,2023-04-02,8,8000,8000,0,
2023-04-02T09:00,2023-04-02,9,8806,8806,0,
2023-04-02T10:00,2023-04-02,10,9404,9404,0,
2023-04-02T11:00,2023-04-02,11,9677,9677,0,
2023-04-02T12:00,2023-04-02,12,10079,10079,0,day
2023-04-02T13:00,2023-04-02,13,10427,10427,0,
2023-04-02T14:00,2023-04-02,14,10756,10756,0,
2023-04-02T15:00,2023-04-02,15,10748,10748,0,
2023-04-02T16:00,2023-04-02,16,10437,10437,0,
2023-04-02T17:00,2023-04-02,17,10418,10418,0,
2023-04-02T18:00,2023-04-02,18,10441,10441,0,
2023-04-02T19:00,2023-04-02,19,11404,11404,0,
2023-04-02T20:00,2023-04-02,20,11045,11045,0,
2023-04-02T21:00,2023-04-02,21,11412,11412,0,evening
2023-04-02T22:00,2023-04-02,22,11249,11249,0,
2023-04-02T23:00,2023-04-02,23,10777,10777,0,
2023-04-03T00:00,2023-04-03,0,11064,11064,0,
2023-04-03T01:00,2023-04-03,1,9906,9906,0,
2023-04-03T02:00,2023-04-03,2,9548,9548,0,
2023-04-03T03:00,2023-04-03,3,9983,9983,0,
2023-04-03T04:00,2023-04-03,4,9651,9651,0,
2023-04-03T05:00,2023-04-03,5,8676,8676,0,
2023-04-03T06:00,2023-04-03,6,8001,8001,0,
2023-04-03T07:00,2023-04-03,7,8098,8098,0,
2023-04-03T08:00,2023-04-03,8,8709,8709,0,
2023-04-03T09:00,2023-04-03,9,9476,9476,0,
2023-04-03T10:00,2023-04-03,10,9907,9907,0,
2023-04-03T11:00,2023-04-03,11,10201,10201,0,
2023-04-03T12:00,2023-04-03,12,10525,10525,0,day
2023-04-03T13:00,2023-04-03,13,10866,10866,0,
2023-04-03T14:00,2023-04-03,14,11072,11072,0,
2023-04-03T15:00,2023-04-03,15,11183,11183,0,
2023-04-03T16:00,2023-04-03,16,10903,10903,0,
2023-04-03T17:00,2023-04-03,17,10846,10846,0,
2023-04-03T18:00,2023-04-03,18,11077,11077,0,
2023-04-03T19:00,2023-04-03,19,12247,12225,20,
2023-04-03T20:00,2023-04-03,20,12218,12218,0,
2023-04-03T21:00,2023-04-03,21,12363,12363,0,evening
2023-04-03T22:00,2023-04-03,22,12085,12085,0,
2023-04-03T23:00,2023-04-03,23,11693,11693,0,
2023-04-04T00:00,2023-04-04,0,12291,12291,0,
2023-04-04T01:00,2023-04-04,1,10588,10588,0,
2023-04-04T02:00,2023-04-04,2,10252,10252,0,
2023-04-04T03:00,2023-04-04,3,10513,10513,0,
2023-04-04T04:00,2023-04-04,4,10535,10535,0,
2023-04-04T05:00,2023-04-04,5,9555,9555,0,
2023-04-04T06:00,2023-04-04,6,8871,8871,0,
2023-04-04T07:00,2023-04-04,7,8949,8949,0,
2023-04-04T08:00,2023-04-04,8,9396,9396,0,
2023-04-04T09:00,2023-04-04,9,10189,10189,0,
2023-04-04T10:00,2023-04-04,10,10657,10657,0,
2023-04-04T11:00,2023-04-04,11,10967,10967,0,
2023-04-04T12:00,2023-04-04,12,11485,11485,0,day
2023-04-04T13:00,2023-04-04,13,11929,11929,0,
2023-04-04T14:00,2023-04-04,14,12177,12153,22,
2023-04-04T15:00,2023-04-04,15,12304,12260,40,
2023-04-04T16:00,2023-04-04,16,12000,11954,42,
2023-04-04T17:00,2023-04-04,17,11878,11813,60,
2023-04-04T18:00,2023-04-04,18,11943,11880,58,
2023-04-04T19:00,2023-04-04,19,13208,13189,18,
2023-04-04T20:00,2023-04-04,20,13220,13202,20,
2023-04-04T21:00,2023-04-04,21,13378,13362,15,evening
2023-04-04T22:00,2023-04-04,22,13216,13216,0,
2023-04-04T23:00,2023-04-04,23,12830,12830,0,
2023-04-05T00:00,2023-04-05,0,12584,12443,130,
2023-04-05T01:00,2023-04-05,1,11801,11801,0,
2023-04-05T02:00,2023-04-05,2,11236,11236,0,
2023-04-05T03:00,2023-04-05,3,11342,11342,0,
2023-04-05T04:00,2023-04-05,4,11263,11263,0,
2023-04-05T05:00,2023-04-05,5,10637,10637,0,
2023-04-05T06:00,2023-04-05,6,9961,9961,0,
2023-04-05T07:00,2023-04-05,7,10019,10019,0,
2023-04-05T08:00,2023-04-05,8,10338,10338,0,
2023-04-05T09:00,2023-04-05,9,10734,10734,0,
2023-04-05T10:00,2023-04-05,10,11313,11313,0,
2023-04-05T11:00,2023-04-05,11,11490,11490,0,
2023-04-05T12:00,2023-04-05,12,11833,11833,0,day
