datetime,date,hour,demand,generation,loadshed,peak
2015-11-01T00:00,2015-11-01,0,5211,5211,0,
2015-11-01T01:00,2015-11-01,1,5083,5083,0,
2015-11-01T02:00,2015-11-01,2,4795,4795,0,
2015-11-01T03:00,2015-11-01,3,4655,4655,0,
2015-11-01T04:00,2015-11-01,4,4553,4553,0,
2015-11-01T05:00,2015-11-01,5,4541,4541,0,
2015-11-01T06:00,2015-11-01,6,4681,4681,0,
2015-11-01T07:00,2015-11-01,7,4584,4584,0,
2015-11-01T08:00,2015-11-01,8,4859,4859,0,
2015-11-01T09:00,2015-11-01,9,5061,5061,0,
2015-11-01T10:00,2015-11-01,10,5222,5222,0,
2015-11-01T11:00,2015-11-01,11,5588,5588,0,
2015-11-01T12:00,2015-11-01,12,5764,5764,0,day
2015-11-01T13:00,2015-11-01,13,5702,5702,0,
2015-11-01T14:00,2015-11-01,14,5417,5417,0,
2015-11-01T15:00,2015-11-01,15,5490,5490,0,
2015-11-01T16:00,2015-11-01,16,5415,5415,0,
2015-11-01T17:00,2015-11-01,17,5582,5582,0,
2015-11-01T18:00,2015-11-01,18,7142,7142,0,evening
2015-11-01T19:00,2015-11-01,19,7033,7033,0,
2015-11-01T20:00,2015-11-01,20,6987,6987,0,
2015-11-01T21:00,2015-11-01,21,6589,6589,0,
2015-11-01T22:00,2015-11-01,22,5999,5999,0,
2015-11-01T23:00,2015-11-01,23,5610,5610,0,
2015-11-02T00:00,2015-11-02,0,5424,5424,0,
2015-11-02T01:00,2015-11-02,1,4854,4854,0,
2015-11-02T02:00,2015-11-02,2,4559,4559,0,
2015-11-02T03:00,2015-11-02,3,4463,4463,0,
2015-11-02T04:00,2015-11-02,4,4340,4340,0,
2015-11-02T05:00,2015-11-02,5,4385,4385,0,
2015-11-02T06:00,2015-11-02,6,4344,4344,0,
2015-11-02T07:00,2015-11-02,7,4686,4686,0,
2015-11-02T08:00,2015-11-02,8,4705,4705,0,
2015-11-02T09:00,2015-11-02,9,5072,5072,0,
2015-11-02T10:00,2015-11-02,10,5254,5254,0,
2015-11-02T11:00,2015-11-02,11,5479,5479,0,
2015-11-02T12:00,2015-11-02,12,5652,5652,0,day
2015-11-02T13:00,2015-11-02,13,5706,5706,0,
2015-11-02T14:00,2015-11-02,14,5549,5549,0,
2015-11-02T15:00,2015-11-02,15,5608,5608,0,
2015-11-02T16:00,2015-11-02,16,5540,5540,0,
2015-11-02T17:00,2015-11-02,17,5678,5678,0,
2015-11-02T18:00,2015-11-02,18,7439,7439,0,
2015-11-02T19:00,2015-11-02,19,7429,7429,0,evening
2015-11-02T20:00,2015-11-02,20,7288,7288,0,
2015-11-02T21:00,2015-11-02,21,7020,7020,0,
2015-11-02T22:00,2015-11-02,22,6475,6475,0,
2015-11-02T23:00,2015-11-02,23,5772,5772,0,
2015-11-03T00:00,2015-11-03,0,5530,5530,0,
2015-11-03T01:00,2015-11-03,1,5180,5180,0,
2015-11-03T02:00,2015-11-03,2,4839,4839,0,
2015-11-03T03:00,2015-11-03,3,4681,4681,0,
2015-11-03T04:00,2015-11-03,4,4551,4551,0,
2015-11-03T05:00,2015-11-03,5,4467,4467,0,
2015-11-03T06:00,2015-11-03,6,4463,4463,0,
2015-11-03T07:00,2015-11-03,7,4650,4650,0,
2015-11-03T08:00,2015-11-03,8,4829,4829,0,
2015-11-03T09:00,2015-11-03,9,5166,5166,0,
2015-11-03T10:00,2015-11-03,10,5517,5517,0,
2015-11-03T11:00,2015-11-03,11,5598,5598,0,
2015-11-03T12:00,2015-11-03,12,5835,5835,0,day
2015-11-03T13:00,2015-11-03,13,5875,5875,0,
2015-11-03T14:00,2015-11-03,14,5807,5807,0,
2015-11-03T15:00,2015-11-03,15,6004,6004,0,
2015-11-03T16:00,2015-11-03,16,5780,5780,0,
2015-11-03T17:00,2015-11-03,17,5915,5915,0,
2015-11-03T18:00,2015-11-03,18,7257,7257,0,
2015-11-03T19:00,2015-11-03,19,7280,7280,0,
2015-11-03T20:00,2015-11-03,20,7379,7379,0,evening
2015-11-03T21:00,2015-11-03,21,7185,7185,0,
2015-11-03T22:00,2015-11-03,22,6590,6590,0,
2015-11-03T23:00,2015-11-03,23,6082,6082,0,
2015-11-04T00:00,2015-11-04,0,5691,5691,0,
2015-11-04T01:00,2015-11-04,1,5367,5367,0,
2015-11-04T02:00,2015-11-04,2,5038,5038,0,
2015-11-04T03:00,2015-11-04,3,4963,4963,0,
2015-11-04T04:00,2015-11-04,4,4824,4824,0,
2015-11-04T05:00,2015-11-04,5,4715,4715,0,
2015-11-04T06:00,2015-11-04,6,4803,4803,0,
2015-11-04T07:00,2015-11-04,7,4786,4786,0,
2015-11-04T08:00,2015-11-04,8,5125,5125,0,
2015-11-04T09:00,2015-11-04,9,5545,5545,0,
2015-11-04T10:00,2015-11-04,10,5715,5715,0,
2015-11-04T11:00,2015-11-04,11,5975,5975,0,
2015-11-04T12:00,2015-11-04,12,6084,6084,0,day
2015-11-04T13:00,2015-11-04,13,6066,6066,0,
2015-11-04T14:00,2015-11-04,14,5971,5971,0,
2015-11-04T15:00,2015-11-04,15,5959,5959,0,
2015-11-04T16:00,2015-11-04,16,5850,5850,0,
2015-11-04T17:00,2015-11-04,17,6048,6048,0,
2015-11-04T18:00,2015-11-04,18,7138,7138,0,
2015-11-04T19:00,2015-11-04,19,7192,7192,0,
2015-11-04T20:00,2015-11-04,20,7212,7212,0,evening
2015-11-04T21:00,2015-11-04,21,7129,7129,0,
2015-11-04T22:00,2015-11-04,22,6590,6590,0,
2015-11-04T23:00,2015-11-04,23,6083,6083,0,
2015-11-05T00:00,2015-11-05,0,5647,5647,0,
2015-11-05T01:00,2015-11-05,1,5365,5365,0,
