datetime,date,hour,demand,generation,loadshed,peak
2023-02-01T00:00,2023-02-01,0,8399,8399,0,
2023-02-01T01:00,2023-02-01,1,8116,8116,0,
2023-02-01T02:00,2023-02-01,2,7576,7675,0,
2023-02-01T03:00,2023-02-01,3,7445,7445,0,
2023-02-01T04:00,2023-02-01,4,7331,7331,0,
2023-02-01T05:00,2023-02-01,5,7246,7246,0,
2023-02-01T06:00,2023-02-01,6,7454,7454,0,
2023-02-01T07:00,2023-02-01,7,8358,8228,120,
2023-02-01T08:00,2023-02-01,8,8950,8756,179,
2023-02-01T09:00,2023-02-01,9,9150,8789,333,
2023-02-01T10:00,2023-02-01,10,9050,8789,241,
2023-02-01T11:00,2023-02-01,11,9300,8963,311,
2023-02-01T12:00,2023-02-01,12,9600,9139,425,day
2023-02-01T13:00,2023-02-01,13,9650,9185,429,
2023-02-01T14:00,2023-02-01,14,9525,9085,405,
2023-02-01T15:00,2023-02-01,15,9175,8762,381,
2023-02-01T16:00,2023-02-01,16,9080,8860,203,
2023-02-01T17:00,2023-02-01,17,9075,8904,158,
2023-02-01T18:00,2023-02-01,18,10098,9794,280,
2023-02-01T19:00,2023-02-01,19,10511,10311,184,evening
2023-02-01T20:00,2023-02-01,20,10215,10074,130,
2023-02-01T21:00,2023-02-01,21,10100,9965,124,
2023-02-01T22:00,2023-02-01,22,9680,9615,60,
2023-02-01T23:00,2023-02-01,23,9035,9035,0,
2023-02-02T00:00,2023-02-02,0,8337,8337,0,
2023-02-02T01:00,2023-02-02,1,7888,7888,0,
2023-02-02T02:00,2023-02-02,2,7514,7514,0,
2023-02-02T03:00,2023-02-02,3,7150,7150,0,
2023-02-02T04:00,2023-02-02,4,7031,7031,0,
2023-02-02T05:00,2023-02-02,5,6972,6972,0,
2023-02-02T06:00,2023-02-02,6,7329,7329,0,
2023-02-02T07:00,2023-02-02,7,8332,8180,140,
2023-02-02T08:00,2023-02-02,8,9179,8679,461,
2023-02-02T09:00,2023-02-02,9,9210,8839,342,
2023-02-02T10:00,2023-02-02,10,9245,8980,244,
2023-02-02T11:00,2023-02-02,11,9368,9205,150,
2023-02-02T12:00,2023-02-02,12,9731,9402,300,day
2023-02-02T13:00,2023-02-02,13,9969,9567,370,
2023-02-02T14:00,2023-02-02,14,9550,9219,305,
2023-02-02T15:00,2023-02-02,15,9300,8916,354,
2023-02-02T16:00,2023-02-02,16,9100,8695,373,
2023-02-02T17:00,2023-02-02,17,9050,8756,271,
2023-02-02T18:00,2023-02-02,18,9811,9424,357,
2023-02-02T19:00,2023-02-02,19,10286,10167,110,evening
2023-02-02T20:00,2023-02-02,20,10204,10123,75,
2023-02-02T21:00,2023-02-02,21,9939,9903,33,
2023-02-02T22:00,2023-02-02,22,9472,9472,0,
2023-02-02T23:00,2023-02-02,23,8863,8863,0,
2023-02-03T00:00,2023-02-03,0,7841,7841,0,
2023-02-03T01:00,2023-02-03,1,7849,7849,0,
2023-02-03T02:00,2023-02-03,2,7364,7364,0,
2023-02-03T03:00,2023-02-03,3,7241,7241,0,
2023-02-03T04:00,2023-02-03,4,6999,6999,0,
2023-02-03T05:00,2023-02-03,5,6817,6817,0,
2023-02-03T06:00,2023-02-03,6,7170,7170,0,
2023-02-03T07:00,2023-02-03,7,7546,7438,100,
2023-02-03T08:00,2023-02-03,8,8058,7944,105,
2023-02-03T09:00,2023-02-03,9,8396,8271,115,
2023-02-03T10:00,2023-02-03,10,8150,8060,83,
2023-02-03T11:00,2023-02-03,11,8316,8253,58,
2023-02-03T12:00,2023-02-03,12,8776,8735,38,day
2023-02-03T13:00,2023-02-03,13,9086,8962,50,
2023-02-03T14:00,2023-02-03,14,7811,7757,50,
2023-02-03T15:00,2023-02-03,15,7740,7740,0,
2023-02-03T16:00,2023-02-03,16,7514,7514,0,
2023-02-03T17:00,2023-02-03,17,7608,7608,0,
2023-02-03T18:00,2023-02-03,18,8650,8560,83,
2023-02-03T19:00,2023-02-03,19,9327,9274,49,evening
2023-02-03T20:00,2023-02-03,20,9169,9147,20,
2023-02-03T21:00,2023-02-03,21,9119,9119,0,
2023-02-03T22:00,2023-02-03,22,8849,8849,0,
2023-02-03T23:00,2023-02-03,23,8477,8477,0,
2023-02-04T00:00,2023-02-04,0,8155,8155,0,
2023-02-04T01:00,2023-02-04,1,7339,7339,0,
2023-02-04T02:00,2023-02-04,2,6943,6943,0,
2023-02-04T03:00,2023-02-04,3,6739,6739,0,
2023-02-04T04:00,2023-02-04,4,6563,6563,0,
2023-02-04T05:00,2023-02-04,5,6484,6484,0,
2023-02-04T06:00,2023-02-04,6,6838,6838,0,
2023-02-04T07:00,2023-02-04,7,7464,7464,0,
2023-02-04T08:00,2023-02-04,8,8500,8382,109,
2023-02-04T09:00,2023-02-04,9,8720,8630,83,
2023-02-04T10:00,2023-02-04,10,8780,8685,88,
2023-02-04T11:00,2023-02-04,11,8785,8785,78,
2023-02-04T12:00,2023-02-04,12,9210,9132,72,day
2023-02-04T13:00,2023-02-04,13,9445,9358,80,
2023-02-04T14:00,2023-02-04,14,9182,9098,77,
2023-02-04T15:00,2023-02-04,15,8992,8925,62,
2023-02-04T16:00,2023-02-04,16,8782,8689,86,
2023-02-04T17:00,2023-02-04,17,8797,8677,111,
2023-02-04T18:00,2023-02-04,18,9655,9449,190,
2023-02-04T19:00,2023-02-04,19,10135,9980,143,evening
2023-02-04T20:00,2023-02-04,20,10083,9968,106,
2023-02-04T21:00,2023-02-04,21,9869,9804,60,
2023-02-04T23:00,2023-02-04,23,8824,8824,0,
2023-02-05T00:00,2023-02-05,0,8326,8326,0,
2023-02-05T01:00,2023-02-05,1,7515,7515,0,
2023-02-05T02:00,2023-02-05,2,7257,7257,0,
2023-02-05T03:00,2023-02-05,3,6980,6980,0,
2023-02-05T04:00,2023-02-05,4,6872,6872,0,
2023-02-05T05:00,2023-02-05,5,6823,6823,0,
2023-02-05T06:00,2023-02-05,6,7172,7172,0,
2023-02-05T07:00,2023-02-05,7,7916,7809,99,
2023-02-05T08:00,2023-02-05,8,8877,8587,267,
2023-02-05T09:00,2023-02-05,9,9293,8940,325,
2023-02-05T10:00,2023-02-05,10,9290,9047,224,
2023-02-05T11:00,2023-02-05,11,9427,9196,213,
2023-02-05T12:00,2023-02-05,12,9676,9343,307,day
2023-02-05T13:00,2023-02-05,13,9750,9365,355,
2023-02-05T14:00,2023-02-05,14,9440,9245,180,
2023-02-05T15:00,2023-02-05,15,9230,9037,178,
2023-02-05T16:00,2023-02-05,16,8961,8787,160,
2023-02-05T17:00,2023-02-05,17,8900,8813,80,
2023-02-05T18:00,2023-02-05,18,9840,9633,191,
2023-02-05T19:00,2023-02-05,19,10140,10019,112,evening
2023-02-05T20:00,2023-02-05,20,10115,10004,102,
2023-02-05T21:00,2023-02-05,21,9893,9850,40,
2023-02-05T22:00,2023-02-05,22,9479,9479,0,
2023-02-05T23:00,2023-02-05,23,8887,8887,0,
2023-02-06T00:00,2023-02-06,0,8225,8225,0,
2023-02-06T01:00,2023-02-06,1,7704,7704,0,
2023-02-06T02:00,2023-02-06,2,7245,7245,0,
2023-02-06T03:00,2023-02-06,3,7093,7093,0,
2023-02-06T04:00,2023-02-06,4,6824,6824,0,
2023-02-06T05:00,2023-02-06,5,6731,6731,0,
2023-02-06T06:00,2023-02-06,6,7034,7034,0,
2023-02-06T07:00,2023-02-06,7,7753,7753,0,
2023-02-06T08:00,2023-02-06,8,8897,8333,520,
2023-02-06T09:00,2023-02-06,9,9109,8492,569,
2023-02-06T10:00,2023-02-06,10,9172,8718,418,
2023-02-06T11:00,2023-02-06,11,9330,8937,362,
2023-02-06T12:00,2023-02-06,12,9730,9220,470,day
2023-02-06T13:00,2023-02-06,13,9815,9286,488,
2023-02-06T14:00,2023-02-06,14,9352,9232,111,
2023-02-06T15:00,2023-02-06,15,9137,8930,191,
2023-02-06T16:00,2023-02-06,16,8984,8875,100,
2023-02-06T17:00,2023-02-06,17,8972,8887,78,
2023-02-06T18:00,2023-02-06,18,9597,9512,78,
2023-02-06T19:00,2023-02-06,19,10272,10123,137,
2023-02-06T20:00,2023-02-06,20,10286,10170,107,evening
2023-02-06T21:00,2023-02-06,21,9896,9823,67,
2023-02-06T22:00,2023-02-06,22,9530,9480,46,
2023-02-06T23:00,2023-02-06,23,8865,8865,0,
2023-02-07T00:00,2023-02-07,0,8454,8454,0,
2023-02-07T01:00,2023-02-07,1,7680,7680,0,
2023-02-07T02:00,2023-02-07,2,7263,7263,0,
2023-02-07T03:00,2023-02-07,3,7022,7022,0,
2023-02-07T04:00,2023-02-07,4,6843,6843,0,
2023-02-07T05:00,2023-02-07,5,6796,6796,0,
2023-02-07T06:00,2023-02-07,6,7063,7063,0,
2023-02-07T07:00,2023-02-07,7,7874,7874,0,
2023-02-07T08:00,2023-02-07,8,8785,7927,791,
2023-02-07T09:00,2023-02-07,9,9180,8175,926,
2023-02-07T10:00,2023-02-07,10,9269,8325,870,
2023-02-07T11:00,2023-02-07,11,9480,8497,906,
2023-02-07T12:00,2023-02-07,12,9780,8798,905,day
2023-02-07T13:00,2023-02-07,13,9815,8745,986,
2023-02-07T14:00,2023-02-07,14,9355,8807,505,
2023-02-07T15:00,2023-02-07,15,9140,8699,406,
2023-02-07T16:00,2023-02-07,16,9136,8672,436,
2023-02-07T17:00,2023-02-07,17,9130,8755,346,
2023-02-07T18:00,2023-02-07,18,10050,9462,542,
2023-02-07T19:00,2023-02-07,19,10500,10119,351,
2023-02-07T20:00,2023-02-07,20,10349,10311,35,evening
2023-02-07T21:00,2023-02-07,21,10221,10199,20,
2023-02-07T22:00,2023-02-07,22,9680,9642,35,
2023-02-07T23:00,2023-02-07,23,9133,9073,55,
2023-02-08T00:00,2023-02-08,0,8641,8641,0,
2023-02-08T01:00,2023-02-08,1,7903,7903,0,
2023-02-08T02:00,2023-02-08,2,7432,7432,0,
2023-02-08T03:00,2023-02-08,3,7174,7174,0,
2023-02-08T04:00,2023-02-08,4,7035,7035,0,
2023-02-08T05:00,2023-02-08,5,7030,7030,0,
2023-02-08T06:00,2023-02-08,6,7392,7392,0,
2023-02-08T07:00,2023-02-08,7,8350,8069,259,
2023-02-08T08:00,2023-02-08,8,8950,8496,417,
2023-02-08T09:00,2023-02-08,9,9250,8774,438,
2023-02-08T10:00,2023-02-08,10,9350,8847,462,
2023-02-08T11:00,2023-02-08,11,9700,9170,488,
2023-02-08T12:00,2023-02-08,12,9800,9258,499,day
2023-02-08T13:00,2023-02-08,13,9942,9338,557,
2023-02-08T14:00,2023-02-08,14,9892,9339,510,
2023-02-08T15:00,2023-02-08,15,9534,8970,520,
2023-02-08T16:00,2023-02-08,16,9377,8830,504,
2023-02-08T17:00,2023-02-08,17,9482,8857,576,
2023-02-08T18:00,2023-02-08,18,10242,9714,487,
2023-02-08T19:00,2023-02-08,19,10490,10395,88,
2023-02-08T20:00,2023-02-08,20,10496,10436,55,evening
2023-02-08T21:00,2023-02-08,21,10263,10078,170,
2023-02-08T22:00,2023-02-08,22,9766,9729,34,
2023-02-08T23:00,2023-02-08,23,9190,9190,0,
2023-02-09T00:00,2023-02-09,0,8738,8574,151,
2023-02-09T01:00,2023-02-09,1,7996,7996,0,
2023-02-09T02:00,2023-02-09,2,7720,7720,0,
2023-02-09T03:00,2023-02-09,3,7521,7521,0,
2023-02-09T04:00,2023-02-09,4,7217,7217,0,
2023-02-09T05:00,2023-02-09,5,7150,7150,0,
2023-02-09T06:00,2023-02-09,6,7523,7523,0,
2023-02-09T07:00,2023-02-09,7,8400,7851,506,
2023-02-09T08:00,2023-02-09,8,9000,7979,941,
2023-02-09T09:00,2023-02-09,9,9300,8369,858,
2023-02-09T10:00,2023-02-09,10,9400,8450,875,
2023-02-09T11:00,2023-02-09,11,9750,9006,686,
2023-02-09T12:00,2023-02-09,12,9850,9255,548,day
2023-02-09T13:00,2023-02-09,13,9900,9200,645,
2023-02-09T14:00,2023-02-09,14,9800,9127,620,
2023-02-09T15:00,2023-02-09,15,9700,9008,638,
2023-02-09T16:00,2023-02-09,16,9600,8983,569,
2023-02-09T17:00,2023-02-09,17,9447,9120,301,
2023-02-09T18:00,2023-02-09,18,10350,9809,499,
2023-02-09T19:00,2023-02-09,19,10700,10327,344,
2023-02-09T20:00,2023-02-09,20,10533,10386,135,evening
2023-02-09T21:00,2023-02-09,21,10313,10283,28,
2023-02-09T22:00,2023-02-09,22,9897,9867,28,
2023-02-09T23:00,2023-02-09,23,9191,8925,245,
2023-02-10T00:00,2023-02-10,0,8033,8033,0,
2023-02-10T01:00,2023-02-10,1,8185,8185,0,
2023-02-10T02:00,2023-02-10,2,7916,7916,0,
2023-02-10T03:00,2023-02-10,3,7533,7533,0,
2023-02-10T04:00,2023-02-10,4,7323,7323,0,
2023-02-10T05:00,2023-02-10,5,7128,7128,0,
2023-02-10T06:00,2023-02-10,6,7336,7336,0,
2023-02-10T07:00,2023-02-10,7,7550,7237,288,
2023-02-10T08:00,2023-02-10,8,7850,7503,320,
2023-02-10T09:00,2023-02-10,9,8150,7608,499,
2023-02-10T10:00,2023-02-10,10,8300,7864,402,
2023-02-10T11:00,2023-02-10,11,8618,8412,190,
2023-02-10T12:00,2023-02-10,12,9217,8729,450,day
2023-02-10T13:00,2023-02-10,13,9202,8801,370,
2023-02-10T14:00,2023-02-10,14,8047,7917,120,
2023-02-10T15:00,2023-02-10,15,7941,7724,200,
2023-02-10T16:00,2023-02-10,16,7651,7445,190,
2023-02-10T17:00,2023-02-10,17,7703,7486,200,
2023-02-10T18:00,2023-02-10,18,8601,8444,145,
2023-02-10T19:00,2023-02-10,19,9558,9544,20,evening
2023-02-10T20:00,2023-02-10,20,9531,9509,20,
2023-02-10T21:00,2023-02-10,21,9461,9439,20,
2023-02-10T22:00,2023-02-10,22,9030,9001,27,
2023-02-10T23:00,2023-02-10,23,8557,8557,0,
2023-02-11T00:00,2023-02-11,0,8594,8594,0,
2023-02-11T01:00,2023-02-11,1,7560,7560,0,
2023-02-11T02:00,2023-02-11,2,7191,7191,0,
2023-02-11T03:00,2023-02-11,3,7013,7013,0,
