datetime,date,hour,demand,generation,loadshed,peak
2015-06-01T00:00,2015-06-01,0,7003,7003,0,
2015-06-01T01:00,2015-06-01,1,7155,7155,0,
2015-06-01T02:00,2015-06-01,2,6977,6977,0,
2015-06-01T03:00,2015-06-01,3,6791,6791,0,
2015-06-01T04:00,2015-06-01,4,6601,6601,0,
2015-06-01T05:00,2015-06-01,5,6303,6303,0,
2015-06-01T06:00,2015-06-01,6,5989,5989,0,
2015-06-01T07:00,2015-06-01,7,5892,5892,0,
2015-06-01T08:00,2015-06-01,8,5838,5838,0,
2015-06-01T09:00,2015-06-01,9,6111,6111,0,
2015-06-01T10:00,2015-06-01,10,6080,6080,0,
2015-06-01T11:00,2015-06-01,11,6218,6218,0,
2015-06-01T12:00,2015-06-01,12,6372,6372,0,day
2015-06-01T13:00,2015-06-01,13,6422,6422,0,
2015-06-01T14:00,2015-06-01,14,6365,6365,0,
2015-06-01T15:00,2015-06-01,15,6454,6454,0,
2015-06-01T16:00,2015-06-01,16,6553,6553,0,
2015-06-01T17:00,2015-06-01,17,6634,6634,0,
2015-06-01T18:00,2015-06-01,18,6513,6513,0,
2015-06-01T19:00,2015-06-01,19,7769,7769,0,
2015-06-01T20:00,2015-06-01,20,7782,7782,0,
2015-06-01T21:00,2015-06-01,21,7264,7264,0,
2015-06-01T22:00,2015-06-01,22,6983,6983,0,
2015-06-01T23:00,2015-06-01,23,7105,7105,0,
2015-06-02T00:00,2015-06-02,0,6668,6668,0,
2015-06-02T01:00,2015-06-02,1,6440,6440,0,day
2015-06-02T02:00,2015-06-02,2,6108,6108,0,
2015-06-02T03:00,2015-06-02,3,6343,6343,0,
2015-06-02T04:00,2015-06-02,4,6363,6363,0,
2015-06-02T05:00,2015-06-02,5,6266,6266,0,
2015-06-02T06:00,2015-06-02,6,5785,5785,0,
2015-06-02T07:00,2015-06-02,7,5729,5729,0,
2015-06-02T08:00,2015-06-02,8,5987,5987,0,
2015-06-02T09:00,2015-06-02,9,6183,6183,0,
2015-06-02T10:00,2015-06-02,10,6171,6171,0,
2015-06-02T11:00,2015-06-02,11,6125,6125,0,
2015-06-02T12:00,2015-06-02,12,6482,6482,0,day
2015-06-02T13:00,2015-06-02,13,6476,6476,0,
2015-06-02T14:00,2015-06-02,14,6632,6632,0,
2015-06-02T15:00,2015-06-02,15,6444,6444,0,
2015-06-02T16:00,2015-06-02,16,5752,5752,0,
2015-06-02T17:00,2015-06-02,17,5759,5759,0,
2015-06-02T18:00,2015-06-02,18,5833,5833,0,
2015-06-02T19:00,2015-06-02,19,6864,6864,0,
2015-06-02T20:00,2015-06-02,20,6869,6869,0,evening
2015-06-02T21:00,2015-06-02,21,6810,6810,0,
2015-06-02T22:00,2015-06-02,22,6860,6860,0,
2015-06-02T23:00,2015-06-02,23,6797,6797,0,
2015-06-03T00:00,2015-06-03,0,7408,7408,0,
2015-06-03T01:00,2015-06-03,1,6406,6406,0,
2015-06-03T02:00,2015-06-03,2,6249,6249,0,
2015-06-03T03:00,2015-06-03,3,6440,6440,0,
2015-06-03T04:00,2015-06-03,4,6040,6040,0,
2015-06-03T05:00,2015-06-03,5,5723,5723,0,
2015-06-03T06:00,2015-06-03,6,5160,5160,0,
