datetime,date,hour,demand,supply,loadshed,peak
2024-04-01T00:00,2024-04-01,0,,,1314,
2024-04-01T01:00,2024-04-01,1,,,714,
2024-04-01T02:00,2024-04-01,2,,,864,
2024-04-01T03:00,2024-04-01,3,,,874,
2024-04-01T04:00,2024-04-01,4,,,802,
2024-04-01T05:00,2024-04-01,5,,,383,
2024-04-01T06:00,2024-04-01,6,,,232,
2024-04-01T07:00,2024-04-01,7,,,150,
2024-04-01T08:00,2024-04-01,8,,,181,
2024-04-01T09:00,2024-04-01,9,,,374,
2024-04-01T10:00,2024-04-01,10,,,647,
2024-04-01T11:00,2024-04-01,11,,,739,
2024-04-01T12:00,2024-04-01,12,,,765,day
2024-04-01T13:00,2024-04-01,13,,,831,
2024-04-01T14:00,2024-04-01,14,,,939,
2024-04-01T15:00,2024-04-01,15,,,864,
2024-04-01T16:00,2024-04-01,16,,,866,
2024-04-01T17:00,2024-04-01,17,,,741,
2024-04-01T18:00,2024-04-01,18,,,750,
2024-04-01T19:00,2024-04-01,19,,,984,
2024-04-01T20:00,2024-04-01,20,,,919,
2024-04-01T21:00,2024-04-01,21,,,853,evening
2024-04-01T22:00,2024-04-01,22,,,862,
2024-04-01T23:00,2024-04-01,23,,,1184,
2024-04-02T00:00,2024-04-02,0,,,1826,
2024-04-02T01:00,2024-04-02,1,,,1170,
2024-04-02T02:00,2024-04-02,2,,,1072,
2024-04-02T03:00,2024-04-02,3,,,1190,
2024-04-02T04:00,2024-04-02,4,,,1040,
2024-04-02T05:00,2024-04-02,5,,,1073,
2024-04-02T06:00,2024-04-02,6,,,649,
2024-04-02T07:00,2024-04-02,7,,,655,
2024-04-02T08:00,2024-04-02,8,,,944,
2024-04-02T09:00,2024-04-02,9,,,872,
2024-04-02T10:00,2024-04-02,10,,,910,
2024-04-02T11:00,2024-04-02,11,,,1009,
2024-04-02T12:00,2024-04-02,12,,,1006,day
2024-04-02T13:00,2024-04-02,13,,,1233,
2024-04-02T14:00,2024-04-02,14,,,1646,
2024-04-02T15:00,2024-04-02,15,,,1732,
2024-04-02T16:00,2024-04-02,16,,,1576,
2024-04-02T17:00,2024-04-02,17,,,1687,
2024-04-02T18:00,2024-04-02,18,,,1060,
2024-04-02T19:00,2024-04-02,19,,,1112,
2024-04-02T20:00,2024-04-02,20,,,1118,
