datetime,date,hour,demand,supply,loadshed,peak
2023-06-01T00:00,2023-06-01,0,,,2361,
2023-06-01T01:00,2023-06-01,1,,,2400,
2023-06-01T02:00,2023-06-01,2,,,2315,
2023-06-01T03:00,2023-06-01,3,,,2100,
2023-06-01T04:00,2023-06-01,4,,,1830,
2023-06-01T05:00,2023-06-01,5,,,1537,
2023-06-01T06:00,2023-06-01,6,,,1510,
2023-06-01T07:00,2023-06-01,7,,,1537,
2023-06-01T08:00,2023-06-01,8,,,1677,
2023-06-01T09:00,2023-06-01,9,,,1769,
2023-06-01T10:00,2023-06-01,10,,,1987,
2023-06-01T11:00,2023-06-01,11,,,2059,
2023-06-01T12:00,2023-06-01,12,,,1815,day
2023-06-01T13:00,2023-06-01,13,,,2015,
2023-06-01T14:00,2023-06-01,14,,,2048,
2023-06-01T15:00,2023-06-01,15,,,2252,
2023-06-01T16:00,2023-06-01,16,,,2196,
2023-06-01T17:00,2023-06-01,17,,,1963,
2023-06-01T18:00,2023-06-01,18,,,1565,
2023-06-01T19:00,2023-06-01,19,,,1531,
2023-06-01T20:00,2023-06-01,20,,,1464,
2023-06-01T21:00,2023-06-01,21,,,1305,evening
2023-06-01T22:00,2023-06-01,22,,,1325,
2023-06-01T23:00,2023-06-01,23,,,2087,
2023-06-02T00:00,2023-06-02,0,,,1698,
2023-06-02T01:00,2023-06-02,1,,,2526,
2023-06-02T02:00,2023-06-02,2,,,2448,
2023-06-02T03:00,2023-06-02,3,,,2261,
2023-06-02T04:00,2023-06-02,4,,,2197,
2023-06-02T05:00,2023-06-02,5,,,2188,
2023-06-02T06:00,2023-06-02,6,,,2013,
2023-06-02T07:00,2023-06-02,7,,,1482,
2023-06-02T08:00,2023-06-02,8,,,1737,
2023-06-02T09:00,2023-06-02,9,,,1907,
2023-06-02T10:00,2023-06-02,10,,,1780,
2023-06-02T11:00,2023-06-02,11,,,1703,
2023-06-02T12:00,2023-06-02,12,,,1471,day
2023-06-02T13:00,2023-06-02,13,,,1273,
2023-06-02T14:00,2023-06-02,14,,,1357,
2023-06-02T15:00,2023-06-02,15,,,1928,
2023-06-02T16:00,2023-06-02,16,,,1666,
2023-06-02T17:00,2023-06-02,17,,,1301,
2023-06-02T18:00,2023-06-02,18,,,690,
2023-06-02T19:00,2023-06-02,19,,,375,
2023-06-02T20:00,2023-06-02,20,,,359,
2023-06-02T21:00,2023-06-02,21,,,375,evening
2023-06-02T22:00,2023-06-02,22,,,573,
2023-06-02T23:00,2023-06-02,23,,,1369,
2023-06-03T00:00,2023-06-03,0,,,3081,
2023-06-03T01:00,2023-06-03,1,,,1992,
2023-06-03T02:00,2023-06-03,2,,,1865,
2023-06-03T03:00,2023-06-03,3,,,1703,
2023-06-03T04:00,2023-06-03,4,,,1520,
2023-06-03T05:00,2023-06-03,5,,,1487,
2023-06-03T06:00,2023-06-03,6,,,1234,
2023-06-03T07:00,2023-06-03,7,,,1348,
2023-06-03T08:00,2023-06-03,8,,,1591,
2023-06-03T09:00,2023-06-03,9,,,1638,
2023-06-03T10:00,2023-06-03,10,,,2046,
2023-06-03T11:00,2023-06-03,11,,,2182,
2023-06-03T12:00,2023-06-03,12,,,2247,day
2023-06-03T13:00,2023-06-03,13,,,2008,
2023-06-03T14:00,2023-06-03,14,,,2370,
2023-06-03T15:00,2023-06-03,15,,,2490,
2023-06-03T16:00,2023-06-03,16,,,2463,
2023-06-03T17:00,2023-06-03,17,,,2182,
2023-06-03T18:00,2023-06-03,18,,,1728,
2023-06-03T19:00,2023-06-03,19,,,1565,
2023-06-03T20:00,2023-06-03,20,,,1869,
2023-06-03T21:00,2023-06-03,21,,,1781,evening
2023-06-03T22:00,2023-06-03,22,,,1899,
2023-06-03T23:00,2023-06-03,23,,,2480,
2023-06-04T00:00,2023-06-04,0,,,1850,
2023-06-04T01:00,2023-06-04,1,,,3024,
2023-06-04T02:00,2023-06-04,2,,,2912,
2023-06-04T03:00,2023-06-04,3,,,2436,
2023-06-04T04:00,2023-06-04,4,,,2366,
