datetime,date,hour,demand,generation,loadshed,peak
2021-12-01T00:00,2021-12-01,0,7373,7373,0,
2021-12-01T01:00,2021-12-01,1,6929,6929,0,
2021-12-01T02:00,2021-12-01,2,6508,6508,0,
2021-12-01T03:00,2021-12-01,3,6226,6226,0,
2021-12-01T04:00,2021-12-01,4,6191,6191,0,
2021-12-01T05:00,2021-12-01,5,6127,6127,0,
2021-12-01T06:00,2021-12-01,6,6343,6343,0,
2021-12-01T07:00,2021-12-01,7,6554,6554,0,
2021-12-01T08:00,2021-12-01,8,7175,7175,0,
2021-12-01T09:00,2021-12-01,9,7633,7633,0,
2021-12-01T10:00,2021-12-01,10,7717,7717,0,
2021-12-01T11:00,2021-12-01,11,7937,7937,0,
2021-12-01T12:00,2021-12-01,12,8254,8254,0,day
2021-12-01T13:00,2021-12-01,13,8438,8438,0,
2021-12-01T14:00,2021-12-01,14,8013,8013,0,
2021-12-01T15:00,2021-12-01,15,7889,7889,0,
2021-12-01T16:00,2021-12-01,16,7900,7900,0,
2021-12-01T17:00,2021-12-01,17,8008,8008,0,
2021-12-01T18:00,2021-12-01,18,9514,9514,0,
2021-12-01T19:00,2021-12-01,19,9337,9337,0,
2021-12-01T20:00,2021-12-01,20,9176,9176,0,
2021-12-01T21:00,2021-12-01,21,8848,8848,0,
2021-12-01T22:00,2021-12-01,22,8463,8463,0,
2021-12-01T23:00,2021-12-01,23,7818,7818,0,
2021-12-02T00:00,2021-12-02,0,7620,7620,0,
2021-12-02T01:00,2021-12-02,1,6942,6942,0,
2021-12-02T02:00,2021-12-02,2,6556,6556,0,
2021-12-02T03:00,2021-12-02,3,6266,6266,0,
2021-12-02T04:00,2021-12-02,4,6013,6013,0,
2021-12-02T05:00,2021-12-02,5,6097,6097,0,
2021-12-02T06:00,2021-12-02,6,6327,6327,0,
2021-12-02T07:00,2021-12-02,7,6661,6661,0,
2021-12-02T08:00,2021-12-02,8,7148,7148,0,
2021-12-02T09:00,2021-12-02,9,7717,7717,0,
2021-12-02T10:00,2021-12-02,10,7832,7832,0,
2021-12-02T11:00,2021-12-02,11,8065,8065,0,
2021-12-02T12:00,2021-12-02,12,8400,8400,0,
2021-12-02T13:00,2021-12-02,13,8610,8610,0,
2021-12-02T14:00,2021-12-02,14,8262,8262,0,
2021-12-02T15:00,2021-12-02,15,7991,7991,0,
2021-12-02T16:00,2021-12-02,16,7951,7951,0,
2021-12-02T17:00,2021-12-02,17,8164,8164,0,
2021-12-02T18:00,2021-12-02,18,9379,9379,0,
2021-12-02T19:00,2021-12-02,19,9367,9367,0,evening
2021-12-02T20:00,2021-12-02,20,9331,9331,0,
2021-12-02T21:00,2021-12-02,21,9055,9055,0,
2021-12-02T22:00,2021-12-02,22,8534,8534,0,
2021-12-02T23:00,2021-12-02,23,8024,8024,0,
2021-12-03T00:00,2021-12-03,0,6850,6850,0,
2021-12-03T01:00,2021-12-03,1,7142,7142,0,
2021-12-03T02:00,2021-12-03,2,6719,6719,0,
2021-12-03T03:00,2021-12-03,3,6460,6460,0,
2021-12-03T04:00,2021-12-03,4,6255,6255,0,
2021-12-03T05:00,2021-12-03,5,6104,6104,0,
2021-12-03T06:00,2021-12-03,6,6157,6157,0,
2021-12-03T07:00,2021-12-03,7,6213,6213,0,
2021-12-03T08:00,2021-12-03,8,6437,6437,0,
2021-12-03T09:00,2021-12-03,9,6276,6276,0,
2021-12-03T10:00,2021-12-03,10,6201,6201,0,
2021-12-03T11:00,2021-12-03,11,6430,6430,0,
2021-12-03T12:00,2021-12-03,12,6698,6698,0,day
2021-12-03T13:00,2021-12-03,13,7036,7036,0,
2021-12-03T14:00,2021-12-03,14,6388,6388,0,
2021-12-03T15:00,2021-12-03,15,6250,6250,0,
2021-12-03T16:00,2021-12-03,16,6126,6126,0,
2021-12-03T17:00,2021-12-03,17,6363,6363,0,
2021-12-03T18:00,2021-12-03,18,7980,7980,0,
2021-12-03T19:00,2021-12-03,19,8300,8300,0,evening
2021-12-03T20:00,2021-12-03,20,8223,8223,0,
2021-12-03T21:00,2021-12-03,21,8251,8251,0,
2021-12-03T22:00,2021-12-03,22,7864,7864,0,
2021-12-03T23:00,2021-12-03,23,7244,7244,0,
2021-12-04T00:00,2021-12-04,0,7426,7426,0,
2021-12-04T01:00,2021-12-04,1,6341,6341,0,
2021-12-04T02:00,2021-12-04,2,6176,6176,0,
2021-12-04T03:00,2021-12-04,3,5923,5923,0,
2021-12-04T04:00,2021-12-04,4,5780,5780,0,
2021-12-04T05:00,2021-12-04,5,5694,5694,0,
2021-12-04T06:00,2021-12-04,6,5769,5769,0,
2021-12-04T07:00,2021-12-04,7,6237,6237,0,
2021-12-04T08:00,2021-12-04,8,6735,6735,0,
2021-12-04T09:00,2021-12-04,9,6939,6939,0,
2021-12-04T10:00,2021-12-04,10,6875,6875,0,
2021-12-04T11:00,2021-12-04,11,6723,6723,0,
2021-12-04T12:00,2021-12-04,12,7235,7235,0,day
2021-12-04T13:00,2021-12-04,13,7517,7517,0,
2021-12-04T14:00,2021-12-04,14,7291,7291,0,
2021-12-04T15:00,2021-12-04,15,7258,7258,0,
2021-12-04T16:00,2021-12-04,16,7290,7290,0,
2021-12-04T17:00,2021-12-04,17,7906,7906,0,
2021-12-04T18:00,2021-12-04,18,9351,9351,0,
2021-12-04T19:00,2021-12-04,19,9226,9226,0,evening
2021-12-04T20:00,2021-12-04,20,9051,9051,0,
2021-12-04T21:00,2021-12-04,21,8821,8821,0,
2021-12-04T22:00,2021-12-04,22,8286,8286,0,
2021-12-04T23:00,2021-12-04,23,7738,7738,0,
2021-12-05T00:00,2021-12-05,0,6737,6737,0,
2021-12-05T01:00,2021-12-05,1,6779,6779,0,
2021-12-05T02:00,2021-12-05,2,6516,6516,0,
2021-12-05T03:00,2021-12-05,3,6291,6291,0,
2021-12-05T04:00,2021-12-05,4,6053,6053,0,
2021-12-05T05:00,2021-12-05,5,6064,6064,0,
2021-12-05T06:00,2021-12-05,6,6212,6212,0,
2021-12-05T07:00,2021-12-05,7,6541,6541,0,
2021-12-05T08:00,2021-12-05,8,7154,7154,0,
2021-12-05T09:00,2021-12-05,9,7573,7573,0,
2021-12-05T10:00,2021-12-05,10,7600,7600,0,
2021-12-05T11:00,2021-12-05,11,7690,7690,0,
2021-12-05T12:00,2021-12-05,12,7990,7990,0,
2021-12-05T13:00,2021-12-05,13,8223,8223,0,
2021-12-05T14:00,2021-12-05,14,7461,7461,0,
2021-12-05T15:00,2021-12-05,15,7454,7454,0,
2021-12-05T16:00,2021-12-05,16,7511,7511,0,
2021-12-05T17:00,2021-12-05,17,7884,7884,0,
2021-12-05T18:00,2021-12-05,18,9167,9167,0,
2021-12-05T19:00,2021-12-05,19,9021,9021,0,
2021-12-05T20:00,2021-12-05,20,8797,8797,0,
2021-12-05T21:00,2021-12-05,21,8435,8435,0,
2021-12-05T22:00,2021-12-05,22,7850,7850,0,
2021-12-05T23:00,2021-12-05,23,7265,7265,0,
2021-12-06T00:00,2021-12-06,0,6521,6521,0,
2021-12-06T01:00,2021-12-06,1,6169,6169,0,
2021-12-06T02:00,2021-12-06,2,5895,5895,0,
2021-12-06T03:00,2021-12-06,3,5591,5591,0,
2021-12-06T04:00,2021-12-06,4,5432,5432,0,
2021-12-06T05:00,2021-12-06,5,5334,5334,0,
2021-12-06T06:00,2021-12-06,6,5591,5591,0,
2021-12-06T07:00,2021-12-06,7,6151,6151,0,
2021-12-06T08:00,2021-12-06,8,6468,6468,0,
2021-12-06T09:00,2021-12-06,9,7044,7044,0,
2021-12-06T10:00,2021-12-06,10,7199,7199,0,
2021-12-06T11:00,2021-12-06,11,7126,7126,0,
2021-12-06T12:00,2021-12-06,12,7553,7553,0,day
2021-12-06T13:00,2021-12-06,13,7928,7928,0,
2021-12-06T14:00,2021-12-06,14,7431,7431,0,
2021-12-06T15:00,2021-12-06,15,7284,7284,0,
2021-12-06T16:00,2021-12-06,16,7219,7219,0,
2021-12-06T17:00,2021-12-06,17,7457,7457,0,
2021-12-06T18:00,2021-12-06,18,8644,8644,0,
2021-12-06T19:00,2021-12-06,19,8671,8671,0,
2021-12-06T20:00,2021-12-06,20,8490,8490,0,
2021-12-06T21:00,2021-12-06,21,8103,8103,0,
2021-12-06T22:00,2021-12-06,22,7488,7488,0,
2021-12-06T23:00,2021-12-06,23,7034,7034,0,
