datetime,date,hour,demand,supply,loadshed,peak
2021-01-01T00:00,2021-01-01,0,,,0,
2021-01-01T01:00,2021-01-01,1,,,0,
2021-01-01T02:00,2021-01-01,2,,,0,
2021-01-01T03:00,2021-01-01,3,,,0,
2021-01-01T04:00,2021-01-01,4,,,0,
2021-01-01T05:00,2021-01-01,5,,,0,
2021-01-01T06:00,2021-01-01,6,,,0,
2021-01-01T07:00,2021-01-01,7,,,0,
2021-01-01T08:00,2021-01-01,8,,,0,
2021-01-01T09:00,2021-01-01,9,,,0,
2021-01-01T10:00,2021-01-01,10,,,0,
2021-01-01T11:00,2021-01-01,11,,,0,
2021-01-01T12:00,2021-01-01,12,,,0,day
2021-01-01T13:00,2021-01-01,13,,,0,
2021-01-01T14:00,2021-01-01,14,,,0,
2021-01-01T15:00,2021-01-01,15,,,0,
2021-01-01T16:00,2021-01-01,16,,,0,
2021-01-01T17:00,2021-01-01,17,,,0,
2021-01-01T18:00,2021-01-01,18,,,0,
2021-01-01T19:00,2021-01-01,19,,,0,evening
2021-01-01T20:00,2021-01-01,20,,,0,
2021-01-01T21:00,2021-01-01,21,,,0,
2021-01-01T22:00,2021-01-01,22,,,0,
2021-01-01T23:00,2021-01-01,23,,,0,
2021-01-02T00:00,2021-01-02,0,,,0,
2021-01-02T01:00,2021-01-02,1,,,0,
2021-01-02T02:00,2021-01-02,2,,,0,
2021-01-02T03:00,2021-01-02,3,,,0,
2021-01-02T04:00,2021-01-02,4,,,0,
2021-01-02T05:00,2021-01-02,5,,,0,
2021-01-02T06:00,2021-01-02,6,,,0,
2021-01-02T07:00,2021-01-02,7,,,0,
2021-01-02T08:00,2021-01-02,8,,,0,
2021-01-02T09:00,2021-01-02,9,,,0,
2021-01-02T10:00,2021-01-02,10,,,0,
2021-01-02T11:00,2021-01-02,11,,,0,
2021-01-02T12:00,2021-01-02,12,,,0,day
2021-01-02T13:00,2021-01-02,13,,,0,
2021-01-02T14:00,2021-01-02,14,,,0,
2021-01-02T15:00,2021-01-02,15,,,0,
2021-01-02T16:00,2021-01-02,16,,,0,
2021-01-02T17:00,2021-01-02,17,,,0,
2021-01-02T18:00,2021-01-02,18,,,0,
2021-01-02T19:00,2021-01-02,19,,,0,evening
2021-01-02T20:00,2021-01-02,20,,,0,
2021-01-02T21:00,2021-01-02,21,,,0,
2021-01-02T22:00,2021-01-02,22,,,0,
2021-01-02T23:00,2021-01-02,23,,,0,
2021-01-03T00:00,2021-01-03,0,,,0,
2021-01-03T01:00,2021-01-03,1,,,0,
2021-01-03T02:00,2021-01-03,2,,,0,
2021-01-03T03:00,2021-01-03,3,,,0,
2021-01-03T04:00,2021-01-03,4,,,0,
2021-01-03T05:00,2021-01-03,5,,,0,
2021-01-03T06:00,2021-01-03,6,,,0,
2021-01-03T07:00,2021-01-03,7,,,0,
2021-01-03T08:00,2021-01-03,8,,,0,
2021-01-03T09:00,2021-01-03,9,,,0,
2021-01-03T10:00,2021-01-03,10,,,0,
2021-01-03T11:00,2021-01-03,11,,,0,
2021-01-03T12:00,2021-01-03,12,,,0,day
2021-01-03T13:00,2021-01-03,13,,,0,
2021-01-03T14:00,2021-01-03,14,,,0,
2021-01-03T15:00,2021-01-03,15,,,0,
2021-01-03T16:00,2021-01-03,16,,,0,
2021-01-03T17:00,2021-01-03,17,,,0,
2021-01-03T18:00,2021-01-03,18,,,0,
2021-01-03T19:00,2021-01-03,19,,,0,evening
2021-01-03T20:00,2021-01-03,20,,,0,
2021-01-03T21:00,2021-01-03,21,,,0,
2021-01-03T22:00,2021-01-03,22,,,0,
2021-01-03T23:00,2021-01-03,23,,,0,
2021-01-04T00:00,2021-01-04,0,,,0,
2021-01-04T01:00,2021-01-04,1,,,0,
2021-01-04T02:00,2021-01-04,2,,,0,
2021-01-04T03:00,2021-01-04,3,,,0,
2021-01-04T04:00,2021-01-04,4,,,0,
2021-01-04T05:00,2021-01-04,5,,,0,
2021-01-04T06:00,2021-01-04,6,,,0,
2021-01-04T07:00,2021-01-04,7,,,0,
2021-01-04T08:00,2021-01-04,8,,,0,
2021-01-04T09:00,2021-01-04,9,,,0,
2021-01-04T10:00,2021-01-04,10,,,0,
2021-01-04T11:00,2021-01-04,11,,,0,
2021-01-04T12:00,2021-01-04,12,,,0,day
2021-01-04T13:00,2021-01-04,13,,,0,
2021-01-04T14:00,2021-01-04,14,,,0,
2021-01-04T15:00,2021-01-04,15,,,0,
2021-01-04T16:00,2021-01-04,16,,,0,
2021-01-04T17:00,2021-01-04,17,,,0,
2021-01-04T18:00,2021-01-04,18,,,0,
2021-01-04T19:00,2021-01-04,19,,,0,evening
2021-01-04T20:00,2021-01-04,20,,,0,
2021-01-04T21:00,2021-01-04,21,,,0,
2021-01-04T22:00,2021-01-04,22,,,0,
2021-01-04T23:00,2021-01-04,23,,,0,
2021-01-05T00:00,2021-01-05,0,,,0,
2021-01-05T01:00,2021-01-05,1,,,0,
2021-01-05T02:00,2021-01-05,2,,,0,
2021-01-05T03:00,2021-01-05,3,,,0,
2021-01-05T04:00,2021-01-05,4,,,0,
2021-01-05T05:00,2021-01-05,5,,,0,
2021-01-05T06:00,2021-01-05,6,,,0,
2021-01-05T07:00,2021-01-05,7,,,0,
2021-01-05T08:00,2021-01-05,8,,,0,
2021-01-05T09:00,2021-01-05,9,,,0,
2021-01-05T10:00,2021-01-05,10,,,0,
2021-01-05T11:00,2021-01-05,11,,,0,
2021-01-05T12:00,2021-01-05,12,,,0,day
2021-01-05T13:00,2021-01-05,13,,,0,
2021-01-05T14:00,2021-01-05,14,,,0,
2021-01-05T15:00,2021-01-05,15,,,0,
2021-01-05T16:00,2021-01-05,16,,,0,
2021-01-05T17:00,2021-01-05,17,,,0,
2021-01-05T18:00,2021-01-05,18,,,0,
2021-01-05T19:00,2021-01-05,19,,,0,evening
2021-01-05T20:00,2021-01-05,20,,,0,
2021-01-05T21:00,2021-01-05,21,,,0,
2021-01-05T22:00,2021-01-05,22,,,0,
2021-01-05T23:00,2021-01-05,23,,,0,
2021-01-06T00:00,2021-01-06,0,,,0,
2021-01-06T01:00,2021-01-06,1,,,0,
2021-01-06T02:00,2021-01-06,2,,,0,
2021-01-06T03:00,2021-01-06,3,,,0,
2021-01-06T04:00,2021-01-06,4,,,0,
2021-01-06T05:00,2021-01-06,5,,,0,
2021-01-06T06:00,2021-01-06,6,,,0,
2021-01-06T07:00,2021-01-06,7,,,0,
2021-01-06T08:00,2021-01-06,8,,,0,
2021-01-06T09:00,2021-01-06,9,,,0,
2021-01-06T10:00,2021-01-06,10,,,0,
2021-01-06T11:00,2021-01-06,11,,,0,
2021-01-06T12:00,2021-01-06,12,,,0,day
2021-01-06T13:00,2021-01-06,13,,,0,
2021-01-06T14:00,2021-01-06,14,,,0,
2021-01-06T15:00,2021-01-06,15,,,0,
2021-01-06T16:00,2021-01-06,16,,,0,
2021-01-06T17:00,2021-01-06,17,,,0,
2021-01-06T18:00,2021-01-06,18,,,0,
2021-01-06T19:00,2021-01-06,19,,,0,evening
2021-01-06T20:00,2021-01-06,20,,,0,
2021-01-06T21:00,2021-01-06,21,,,0,
2021-01-06T22:00,2021-01-06,22,,,0,
2021-01-06T23:00,2021-01-06,23,,,0,
2021-01-07T00:00,2021-01-07,0,,,0,
2021-01-07T01:00,2021-01-07,1,,,0,
2021-01-07T02:00,2021-01-07,2,,,0,
