datetime,date,hour,demand,supply,loadshed,peak
2022-10-01T00:00,2022-10-01,0,,,2140,
2022-10-01T01:00,2022-10-01,1,,,1446,
2022-10-01T02:00,2022-10-01,2,,,1392,
2022-10-01T03:00,2022-10-01,3,,,1242,
2022-10-01T04:00,2022-10-01,4,,,1079,
2022-10-01T05:00,2022-10-01,5,,,904,
2022-10-01T06:00,2022-10-01,6,,,209,
2022-10-01T07:00,2022-10-01,7,,,121,
2022-10-01T08:00,2022-10-01,8,,,217,
2022-10-01T09:00,2022-10-01,9,,,312,
2022-10-01T10:00,2022-10-01,10,,,403,
2022-10-01T11:00,2022-10-01,11,,,758,
2022-10-01T12:00,2022-10-01,12,,,1127,day
2022-10-01T13:00,2022-10-01,13,,,1236,
2022-10-01T14:00,2022-10-01,14,,,1255,
2022-10-01T15:00,2022-10-01,15,,,1469,
2022-10-01T16:00,2022-10-01,16,,,1357,
2022-10-01T17:00,2022-10-01,17,,,1448,
2022-10-01T18:00,2022-10-01,18,,,735,
2022-10-01T19:00,2022-10-01,19,,,1280,
2022-10-01T20:00,2022-10-01,20,,,1445,
2022-10-01T21:00,2022-10-01,21,,,1407,evening
2022-10-01T22:00,2022-10-01,22,,,1505,
2022-10-01T23:00,2022-10-01,23,,,1852,
2022-10-02T00:00,2022-10-02,0,,,1341,
2022-10-02T01:00,2022-10-02,1,,,1951,
2022-10-02T02:00,2022-10-02,2,,,1723,
2022-10-02T03:00,2022-10-02,3,,,1513,
2022-10-02T04:00,2022-10-02,4,,,873,
2022-10-02T05:00,2022-10-02,5,,,0,
2022-10-02T06:00,2022-10-02,6,,,0,
2022-10-02T07:00,2022-10-02,7,,,0,
2022-10-02T08:00,2022-10-02,8,,,0,
2022-10-02T09:00,2022-10-02,9,,,0,
2022-10-02T10:00,2022-10-02,10,,,0,
2022-10-02T11:00,2022-10-02,11,,,145,
2022-10-02T12:00,2022-10-02,12,,,487,
2022-10-02T13:00,2022-10-02,13,,,1002,
2022-10-02T14:00,2022-10-02,14,,,1173,
2022-10-02T15:00,2022-10-02,15,,,1302,
2022-10-02T16:00,2022-10-02,16,,,1184,
2022-10-02T17:00,2022-10-02,17,,,888,
2022-10-02T18:00,2022-10-02,18,,,1012,
2022-10-02T19:00,2022-10-02,19,,,1265,
2022-10-02T20:00,2022-10-02,20,,,1087,
2022-10-02T21:00,2022-10-02,21,,,924,evening
2022-10-02T22:00,2022-10-02,22,,,974,
2022-10-02T23:00,2022-10-02,23,,,1011,
2022-10-03T00:00,2022-10-03,0,,,792,
2022-10-03T01:00,2022-10-03,1,,,1343,
2022-10-03T02:00,2022-10-03,2,,,1349,
2022-10-03T03:00,2022-10-03,3,,,1318,
2022-10-03T04:00,2022-10-03,4,,,1068,
2022-10-03T05:00,2022-10-03,5,,,167,
2022-10-03T06:00,2022-10-03,6,,,0,
2022-10-03T07:00,2022-10-03,7,,,0,
2022-10-03T08:00,2022-10-03,8,,,0,
2022-10-03T09:00,2022-10-03,9,,,173,
2022-10-03T10:00,2022-10-03,10,,,169,
2022-10-03T11:00,2022-10-03,11,,,298,
2022-10-03T12:00,2022-10-03,12,,,764,day
2022-10-03T13:00,2022-10-03,13,,,833,
2022-10-03T14:00,2022-10-03,14,,,899,
2022-10-03T15:00,2022-10-03,15,,,1028,
2022-10-03T16:00,2022-10-03,16,,,866,
2022-10-03T17:00,2022-10-03,17,,,733,
2022-10-03T18:00,2022-10-03,18,,,762,
2022-10-03T19:00,2022-10-03,19,,,1001,
2022-10-03T20:00,2022-10-03,20,,,932,
2022-10-03T21:00,2022-10-03,21,,,549,evening
