datetime,date,hour,demand,supply,loadshed,peak
2024-05-01T00:00,2024-05-01,0,,,881,
2024-05-01T01:00,2024-05-01,1,,,1461,
2024-05-01T02:00,2024-05-01,2,,,1459,
2024-05-01T03:00,2024-05-01,3,,,1276,
2024-05-01T04:00,2024-05-01,4,,,1196,
2024-05-01T05:00,2024-05-01,5,,,1068,
2024-05-01T06:00,2024-05-01,6,,,914,
2024-05-01T07:00,2024-05-01,7,,,969,
2024-05-01T08:00,2024-05-01,8,,,839,
2024-05-01T09:00,2024-05-01,9,,,682,
2024-05-01T10:00,2024-05-01,10,,,408,
2024-05-01T11:00,2024-05-01,11,,,238,
2024-05-01T12:00,2024-05-01,12,,,375,day
2024-05-01T13:00,2024-05-01,13,,,372,
2024-05-01T14:00,2024-05-01,14,,,392,
2024-05-01T15:00,2024-05-01,15,,,427,
2024-05-01T16:00,2024-05-01,16,,,382,
2024-05-01T17:00,2024-05-01,17,,,363,
2024-05-01T18:00,2024-05-01,18,,,288,
2024-05-01T19:00,2024-05-01,19,,,258,
2024-05-01T20:00,2024-05-01,20,,,218,
2024-05-01T21:00,2024-05-01,21,,,278,evening
2024-05-01T22:00,2024-05-01,22,,,284,
2024-05-01T23:00,2024-05-01,23,,,389,
2024-05-02T00:00,2024-05-02,0,,,1019,
2024-05-02T01:00,2024-05-02,1,,,1224,
2024-05-02T02:00,2024-05-02,2,,,1232,
2024-05-02T03:00,2024-05-02,3,,,803,
2024-05-02T04:00,2024-05-02,4,,,550,
2024-05-02T05:00,2024-05-02,5,,,424,
2024-05-02T06:00,2024-05-02,6,,,413,
2024-05-02T07:00,2024-05-02,7,,,575,
2024-05-02T08:00,2024-05-02,8,,,475,
2024-05-02T09:00,2024-05-02,9,,,547,
2024-05-02T10:00,2024-05-02,10,,,539,
2024-05-02T11:00,2024-05-02,11,,,526,day
2024-05-02T12:00,2024-05-02,12,,,711,
2024-05-02T13:00,2024-05-02,13,,,753,
2024-05-02T14:00,2024-05-02,14,,,776,
2024-05-02T15:00,2024-05-02,15,,,989,
2024-05-02T16:00,2024-05-02,16,,,1026,
2024-05-02T17:00,2024-05-02,17,,,855,
2024-05-02T18:00,2024-05-02,18,,,496,
2024-05-02T19:00,2024-05-02,19,,,468,evening
2024-05-02T20:00,2024-05-02,20,,,380,
2024-05-02T21:00,2024-05-02,21,,,293,
2024-05-02T22:00,2024-05-02,22,,,317,
2024-05-02T23:00,2024-05-02,23,,,673,
2024-05-03T00:00,2024-05-03,0,,,789,
2024-05-03T01:00,2024-05-03,1,,,898,
2024-05-03T02:00,2024-05-03,2,,,699,
2024-05-03T03:00,2024-05-03,3,,,457,
2024-05-03T04:00,2024-05-03,4,,,371,
2024-05-03T05:00,2024-05-03,5,,,371,
2024-05-03T06:00,2024-05-03,6,,,340,
