date,plant,fuel,producer,units,installed_mw,present_mw,actual_day,actual_evening,forecast_day,forecast_evening,effective_day,effective_evening,remarks
2025-07-26,Bibiyana-III 400 MW CCPP,Gas,PDB,285*1+134*1,419.0,400.0,316.0,388.0,385.0,385.0,357.0,357.0,FGMO Activated
2025-07-26,Chandpur 115(Doreen),HFO,IPP,4*18.5+2*22.5,119.0,115.0,16.0,48.0,115.0,115.0,95.0,95.0,Engine Problem
2025-07-26,Chandpur 150 MW CCPP,Gas,PDB,1*106+1*57,163.0,163.0,50.0,50.0,163.0,163.0,51.0,51.0,-
2025-07-26,Chandpur 200MW (Desh energy),HFO,IPP,12*18.4,220.8,200.0,17.0,128.0,200.0,200.0,180.0,180.0,FGMO
2025-07-26,Chapainawabganj 100 MW Peaking PP,HFO,PDB,12*8.924,107.088,104.0,0.0,8.0,96.0,96.0,95.0,95.0,-
2025-07-26,Chattogram 108 MW PP (ECPV),HFO,IPP,16*7,112.0,108.0,12.0,0.0,108.0,108.0,108.0,108.0,-
2025-07-26,Chattogram TPP,Gas,PDB,1*210+1*210,420.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,"Unit #1 Under Maintenance, Unit#2 Gas Shortage."
2025-07-26,Chowmuhani 113 MW,HFO,IPP,12*9.78+2*3.1,123.56,113.0,38.0,46.0,113.0,113.0,65.0,65.0,Liquid fuel Shortage
2025-07-26,Cox's Bazar Wind,Wind,PDB,22*3,66.0,60.0,65.0,28.0,40.0,35.0,40.0,35.0,-
2025-07-26,Cumilla 25 MW PP (Summit),Gas,"SIPP,REB",3*3.67+2*6.97,24.95,25.0,19.0,18.0,24.5,24.5,19.0,19.0,-
2025-07-26,Dohazari -Kalaish 100 MW Peaking,HFO,PDB,6*17,102.0,102.0,0.0,33.0,65.0,65.0,50.0,50.0,Engine Problem
2025-07-26,Energypac Power Venture Thakurgaon Ltd.,HFO,IPP,,,115.0,35.0,114.0,115.0,115.0,115.0,115.0,-
2025-07-26,Faridpur 50 MW Peaking PP,HFO,PDB,8*6.89,55.12,54.0,0.0,0.0,44.0,44.0,42.0,42.0,Engine Problem
2025-07-26,Fenchugonj CCPP Phase-1,Gas,PDB,2*32+1*33,97.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-07-26,Fenchugonj CCPP Phase-2,Gas,PDB,2*35+1*35,105.0,90.0,58.0,57.0,70.0,70.0,60.0,60.0,GT#3 is not on FGMO Mode due to problem of Flame
2025-07-26,Feni Lanka Power,HFO,IPP,7*18.415+1*9.78,138.685,114.0,0.0,0.0,114.0,114.0,114.0,114.0,FGMO
2025-07-26,Gagnagar 102 MW PP (Digital Power),HFO,IPP,12*8.924,107.088,102.0,0.0,0.0,7.0,7.0,7.0,48.0,Liquid fuel shortage
2025-07-26,Gazipur 100 MW PP,HFO,RPCL,6*17.5,105.0,105.0,0.0,0.0,88.0,88.0,105.0,105.0,
2025-07-26,Gazipur 52 MW PP,HFO,RPCL,6*8.9,53.4,52.194,0.0,8.0,52.19,52.19,16.0,32.0,-
2025-07-26,Ghorasal 365 MW CCPP Unit-7,Gas,PDB,1*243+1*122,365.0,365.0,0.0,0.0,260.0,260.0,0.0,0.0,Gas shortage
2025-07-26,Ghorasal Repowered CCPP Unit-3,Gas,PDB,1*260,260.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,GT is under maintenance
2025-07-26,Ghorasal Repowered CCPP Unit-4,Gas,PDB,1*210,210.0,240.0,0.0,0.0,230.0,230.0,0.0,0.0,Gas shortage
2025-07-26,Ghorasal TPP Unit-5,Gas,PDB,1*210,210.0,190.0,0.0,0.0,174.8,174.8,0.0,0.0,"Allocation limit by Titas, instructed by DS(Gen)"
2025-07-26,Ghorashal 108 MW PP (Regent),Gas,IPP,34*3.35,113.9,97.7,0.0,0.0,0.0,0.0,0.0,0.0,Fault at Electrical Interconnection Facility(EIF)
2025-07-26,Gopalganj 100 MW Peaking PP,HFO,PDB,16*6.98,111.68,109.0,0.0,0.0,50.0,50.0,50.0,50.0,Engine Problem
2025-07-26,HVDC(Nepal),Import,Import,1*40,40.0,40.0,38.0,38.0,40.0,40.0,40.0,40.0,-
2025-07-26,Haripur 360 MW CCPP (HPL),Gas,IPP,1*235+1*125,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Contract Expired
2025-07-26,Haripur 412 MW CCPP,Gas,EGCB,1*273+1*139,412.0,400.75,0.0,0.0,0.0,0.0,0.0,0.0,GT TI works going on
2025-07-26,Haripur GTPP,Gas,"SBU,PDB",32*2,64.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,machine problem
2025-07-26,Hathazari 100 MW peaking PP,HFO,PDB,11*8.9,97.9,98.0,7.0,0.0,56.0,72.0,48.0,72.0,Machine problem
2025-07-26,Import (Tripura),Import,Import,,,160.0,24.0,44.0,160.0,160.0,160.0,160.0,-
2025-07-26,Intraco Solar 30 MW,Solar,IPP,1*30,30.0,30.0,11.0,0.0,20.0,0.0,20.0,0.0,-
2025-07-26,JERA Meghnaghat Power Limited,Gas,IPP,250*2+268,500.0,0.0,724.0,727.0,0.0,0.0,0.0,0.0,-
2025-07-26,Jamalpur 115 MW PP (United),HFO,IPP,9.78*12,117.36,115.0,8.0,0.0,115.0,115.0,100.0,100.0,Engine Problem
2025-07-26,Jangalia 52 MW PP (Lakdanavi),HFO,IPP,6*8.92,53.52,52.2,0.0,0.0,52.2,52.2,52.2,52.2,-
2025-07-26,Jodiac Power,HFO,IPP,3*18.55+1*3.6,59.25,54.36,0.0,0.0,54.36,54.36,54.36,54.36,-
2025-07-26,Juldah 100 MW PP Unit-3 (Acorn),HFO,IPP,8*13.5,108.0,100.0,12.0,0.0,100.0,100.0,100.0,100.0,-
2025-07-26,Juldah unit-2 (Acorn),HFO,IPP,8*13.6,108.8,100.0,25.0,0.0,100.0,100.0,100.0,100.0,-
2025-07-26,Kamalaghat 54 MW PP(Banco Energy),HFO,IPP,3*18,54.0,53.97,32.0,0.0,53.97,53.97,48.0,48.0,FGMO
2025-07-26,Kanchan Purbachal Power Generation Ltd.,HFO,IPP,18.4*3,55.2,55.0,17.0,35.0,55.0,55.0,35.0,35.0,Engine Problem
2025-07-26,Kaptai 7 MW Solar PP,Solar,PDB,,,6.0,1.84,0.0,2.48,0.0,2.48,0.0,-
2025-07-26,"Karnaphuli Hydro PP Unit-1,2,3,4, 5",Hydro,PDB,2*40+3*50,230.0,230.0,220.0,221.0,210.0,210.0,210.0,210.0,-
2025-07-26,Karnaphuli Power Ltd.,HFO,IPP,18.415*6+6.5,110.49,110.0,0.0,0.0,110.0,110.0,110.0,110.0,-
2025-07-26,Katakhali 50 MW Peaking PP,HFO,PDB,6*8.7,52.2,50.0,0.0,0.0,40.0,40.0,40.0,40.0,One Engine is under maintenance
2025-07-26,Khulna 225 MW CCPP,HSD/Gas,NWPGCL,1X150+1X75,225.0,230.0,0.0,0.0,230.0,230.0,230.0,230.0,-
2025-07-26,Khulna 330 MW CCPP,HSD/Gas,PDB,1*220+1*110,330.0,336.0,0.0,0.0,336.0,336.0,336.0,336.0,-
2025-07-26,Kodda 149 MW PP Unit-1 (Summit),HFO,IPP,8*18.45+8.97,147.6,149.0,32.0,0.0,149.0,149.0,149.0,149.0,-
2025-07-26,Kodda 150 MW PP B-R,HFO,PDB-RPCL,9*17.06,153.54,149.36,0.0,0.0,149.36,149.36,138.0,138.0,Engine Problem
2025-07-26,Kodda 300 MW PP Unit-2 (Summit),HFO,IPP,18*17.06,307.08,300.0,0.0,0.0,300.0,300.0,277.0,277.0,Engine Problem
2025-07-26,Kushiara 163 MW CCPP (KP),Gas,IPP,1*109+1*54,163.0,163.0,130.0,156.0,163.0,163.0,147.0,147.0,FGMO
2025-07-26,Madanganj-55 MW PP(Summit),HFO,IPP,3*17+1*11.3,62.3,55.0,0.0,0.0,55.0,55.0,55.0,55.0,-
2025-07-26,Madhumati 100 MW PP,HFO,NWPGCL,6*18,108.0,105.0,0.0,0.0,105.0,105.0,105.0,105.0,-
2025-07-26,"Malancha, Ctg. EPZ (United)",Gas,IPP,5*8.73+3*9.34,71.67,42.0,35.0,35.0,2.0,25.0,2.0,25.0,-
2025-07-26,Manikganj 55 MW PP (Northern),HFO,IPP,19.3*3,57.9,55.0,0.0,0.0,55.0,55.0,55.0,55.0,-
2025-07-26,Manikgonj 162MW PP(MPGL),HFO,IPP,9*18,162.0,162.0,0.0,0.0,162.0,162.0,146.0,146.0,FGMO
2025-07-26,Matarbari 2*600 MW (CPGCBL),Coal,CPGCL,2*600,1200.0,1150.0,606.0,781.0,790.0,790.0,790.0,790.0,Machine Problem
2025-07-26,Meghnaghat 104 MW PP (OPCL),HFO,IPP,6*18.5,111.0,104.0,0.0,0.0,104.0,104.0,16.0,16.0,Liquid fuel shortage
2025-07-26,Meghnaghat 450 MW CCPP (MPL),Gas,IPP,2*150+1*150,450.0,450.0,300.0,450.0,450.0,450.0,450.0,450.0,-
2025-07-26,Meghnaghat CCPP(Summit),Gas,IPP,2*110+1*110,330.0,335.0,280.0,310.0,335.0,335.0,301.5,301.5,FGMO
2025-07-26,Meghnaghat CCPP(Summit)-2,Gas/HSD,IPP,1*409+1*202,611.0,583.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-07-26,Mirsharai 150 MW,HFO/Gas,IPP,18.5*9,166.5,159.86,0.0,0.0,159.86,159.86,159.86,159.86,-
2025-07-26,Mongla Orion 100 MW Solar PP,Solar,IPP,100,100.0,100.0,27.0,0.0,40.0,0.0,40.0,0.0,-
2025-07-26,Mymensingh 200 MW PP (United),HFO,IPP,9.78*21,205.38,200.0,85.0,200.0,200.0,200.0,160.0,160.0,Engine Problem
2025-07-26,Nababganj 55 MW PP (Southern power ),HFO,IPP,19.3*3,57.9,55.0,0.0,0.0,55.0,55.0,55.0,55.0,-
2025-07-26,Natore 52 MW PP (Rajlanka),HFO,IPP,6*8.92,53.52,52.2,0.0,0.0,52.2,52.2,52.2,52.2,-
2025-07-26,Pabna Solar 100 MW,Solar,IPP,,,100.0,21.0,0.0,90.0,0.0,90.0,0.0,-
2025-07-26,Patenga 50MW PP (Baraka),HFO,IPP,8*6.98,55.84,50.0,19.0,0.0,50.0,50.0,50.0,50.0,-
2025-07-26,Patuakhali 1320 MW (RNPL),Coal,RNPL,660*2,1320.0,0.0,300.0,334.0,0.0,0.0,0.0,0.0,-
2025-07-26,Payra 1320 MW,Coal,BCPCL,2*622,1244.0,1244.0,600.0,860.0,1244.0,1244.0,1244.0,1244.0,FGMO
2025-07-26,RPCL 210MW CCPP,Gas,RPCL,4*35+1*70,210.0,210.0,86.0,150.0,157.5,157.5,157.5,157.5,Low gas pressure
2025-07-26,Rampal 1320 MW (BIFPCL),Coal,PDB,660*2,1320.0,1234.2,736.0,1055.0,1234.2,1234.2,1234.2,1234.2,-
2025-07-26,Rangpur 113 MW PP (Confidence),HFO,IPP,9*6.984+7*7.015+3.15*2,118.261,113.0,34.0,105.0,113.0,113.0,113.0,113.0,-
2025-07-26,Rangpur 20 MW GTPP,HSD,PDB,1*20,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,-
2025-07-26,Raozan 25 MW PP,HFO,IPP,3*8.9,26.7,25.5,0.0,0.0,25.5,25.5,25.5,25.5,-
2025-07-26,Rupsha 105 MW PP (Orion rupsha),HFO,IPP,6*18.445,110.67,105.0,0.0,0.0,105.0,105.0,60.0,60.0,Liquid fuel shortage
2025-07-26,SS Power,Coal,IPP,2*660,1320.0,1224.0,700.0,1000.0,1224.0,1224.0,1224.0,1224.0,-
2025-07-26,Saidpur 20 MW GTPP,HSD,PDB,1*20,20.0,20.0,0.0,0.0,14.0,14.0,14.0,14.0,-
2025-07-26,Santahar 50 MW Peaking PP,HFO,PDB,6*8.7,52.2,50.0,0.0,0.0,30.0,30.0,30.0,30.0,Engine Problem
2025-07-26,Sarishabari 3 MW Solar Plant,Solar,IPP,,,2.71,1.0,0.0,2.1,0.0,2.1,0.0,-
2025-07-26,Shahjahanulla 25 MW PP,Gas,"SIPP,REB",3*9.34,28.02,25.0,8.0,8.0,25.0,25.0,8.0,8.0,-
2025-07-26,Shahjibazar 100 MW GTPP,Gas,PDB,1*100,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Machine Problem
2025-07-26,Shahjibazar 86MW PP (Shahjibazar),Gas,RPP,32*2.90,92.8,86.0,11.0,81.0,86.0,86.0,86.0,86.0,-
2025-07-26,Shahjibazar GTPP Unit- 8 & 9,Gas,PDB,2*35,70.0,66.0,30.0,30.0,30.0,30.0,30.0,30.0,Partial Shutdown due to maintenance
2025-07-26,Shajibazar 330 MW CCPP,Gas,PDB,3*110,330.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,Under Maintenance
2025-07-26,Siddhirganj 335 MW CCPP,Gas,EGCB,1*217+118,217.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-07-26,Siddhirgonj 2*120 MW GTPP,Gas,EGCB,2*105,210.0,210.0,75.0,196.0,208.13,208.13,196.0,196.0,-
2025-07-26,Siddhirgonj 210 MW TPP,Gas,PDB,1*210,210.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,Under Major Overhauling
2025-07-26,Sikalbaha 105 MW PP (Baraka Sikalbaha),HFO,IPP,6*17.5,105.0,105.0,0.0,0.0,105.0,105.0,105.0,105.0,
2025-07-26,Sikalbaha 225MW CCPP,Gas/HSD,PDB,1*150+1*75,225.0,225.0,219.0,218.0,213.0,213.0,213.0,213.0,-
2025-07-26,Sikalbaha Peaking GT,Gas/HSD,PDB,1*150,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-07-26,Sirajganj 68 MW Solar Park,Solar,IPP,,,68.0,34.08,0.0,61.0,0.0,61.0,0.0,-
2025-07-26,Sirajgonj 225MW CCPP Unit-1,Gas/HSD,NWPGCL,1*150+1*75,225.0,214.0,140.0,177.0,214.0,214.0,200.0,200.0,Gas shortage
2025-07-26,Sirajgonj 225MW CCPP Unit-2,Gas/HSD,NWPGCL,1*150+1*75,225.0,220.0,140.0,192.0,220.0,220.0,200.0,200.0,Gas shortage
2025-07-26,Sirajgonj 225MW CCPP Unit-3,Gas/HSD,NWPGCL,1*141,141.0,220.0,140.0,197.0,220.0,220.0,220.0,220.0,
2025-07-26,Sirajgonj 400 MW CCPP Unit-4,Gas/HSD,NWPGCL,1*282+1*132,414.0,413.79,280.0,407.0,413.79,413.79,372.41,372.41,FGMO
2025-07-26,Sirajgonj 6.55 MW Solar,Solar,NWPGCL,,,6.09,2.9,0.0,3.6,0.0,3.6,0.0,-
2025-07-26,Sonagazi 75 MW (AC) Solar Power Plant,Solar,EGCB,,,75.0,31.0,0.0,55.0,0.0,55.0,0.0,-
2025-07-26,Spectra Solar Plant Ltd.,Solar,IPP,,,35.0,21.0,0.0,0.0,0.0,0.0,0.0,-
2025-07-26,Sreepur 150 MW PP,HFO,PDB-RPCL,9*18,162.0,160.0,52.0,90.0,160.0,160.0,125.0,125.0,Engine Problem
2025-07-26,Summit Power Ashulia,Gas,IPP,,,33.75,19.0,19.0,33.0,33.0,23.0,23.0,Low gas pressure
2025-07-26,Summit Power Madhabdi,Gas,IPP,3*3.67+4*8.73,45.93,23.0,22.0,20.0,22.0,22.0,22.0,22.0,-
2025-07-26,Sutiakhali 50 MW Solar PP,Solar,IPP,,,50.0,32.03,0.0,34.35,0.0,34.35,0.0,-
2025-07-26,Sylhet 20 MW GTPP,Gas,PDB,1*20,20.0,20.0,18.0,17.0,18.0,18.0,18.0,18.0,-
2025-07-26,Sylhet 225 MW CCPP,Gas,PDB,1*142+1*89,231.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-07-26,Sympa Solar Power 8 MW,Solar,IPP,,,8.0,2.9,0.0,6.6,0.0,6.6,0.0,-
2025-07-26,Tangail Palli Power Gen 22 MW,HFO,IPP,4*6.7,26.8,22.0,12.0,0.0,22.0,22.0,12.0,12.0,"To be dispatched 12 MW, due to fuel shortages."
2025-07-26,Teesta Solar Limited,Solar,BCPCL,,,200.0,101.0,0.0,147.42,0.0,147.42,0.0,-
2025-07-26,Teknaf 20MW PP (Solartech),Solar,IPP,,,20.0,0.0,0.0,5.0,0.0,5.0,0.0,-
2025-07-26,Titas 50 MW Peaking PP,HFO,PDB,6*8.92,53.52,52.0,0.0,0.0,47.0,47.0,47.0,47.0,-
2025-07-26,Tongi 80 MW GTPP,Gas,PDB,1* 105,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,Under Maintenance of Exciter
2025-07-26,Unique Meghnaghat Power Limited (UMPL),Gas,IPP,,,584.0,0.0,0.0,584.0,584.0,584.0,584.0,Gas shortage
2025-07-26,United Payra Power Ltd.,HFO,IPP,8*18.5+1*9.5,157.5,150.0,0.0,0.0,150.0,150.0,150.0,150.0,-
2025-07-27,Adani Power Jharkhanda Ltd,Import,Import,2*673,1346.0,1435.88,883.66,1375.0,1435.88,1435.88,1435.88,1435.88,-
2025-07-27,Anlima Energy Ltd.,HFO,IPP,6*21.2,127.2,116.0,0.0,0.0,116.0,116.0,116.0,116.0,-
2025-07-27,Anwara 300 MW PP (United),HFO,IPP,17*17+24,289.0,300.0,0.0,15.0,300.0,300.0,300.0,300.0,-
2025-07-27,Ashuganj 150MW PP (Midland),HFO,IPP,23X7.015,161.345,150.0,92.0,80.0,150.0,150.0,150.0,150.0,-
2025-07-27,Ashuganj 195 MW PP (APSCL-United),Gas,IPP,20X9.73+1X16,210.6,195.0,172.0,16.0,195.0,195.0,195.0,195.0,-
2025-07-27,Ashuganj 420 MW CCPP(East),Gas,APSCL,284*1+116*1,400.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,machine problem
2025-07-27,Ashuganj 450 MW CCPP(North),Gas,APSCL,1*360,360.0,353.35,338.0,349.0,353.35,353.35,353.35,353.35,-
2025-07-27,Ashuganj 450 MW CCPP(South),Gas,APSCL,1*360,360.0,318.81,340.0,340.0,318.81,318.81,318.81,318.81,-
2025-07-27,Ashuganj 51 MW PP (Midland),Gas,IPP,6X9.34,56.04,51.0,43.0,51.0,51.0,51.0,51.0,51.0,-
2025-07-27,Ashuganj 55 MW PP (Precision),Gas,QRPP,15*4,60.0,55.0,46.0,51.0,55.0,55.0,55.0,55.0,-
2025-07-27,Ashuganj CCPP 225 MW,Gas,APSCL,1X142+1X75,217.0,221.0,210.0,197.0,221.0,221.0,205.0,205.0,FGMO
2025-07-27,Ashuganj TSK 50 MW PP,Gas,APSCL,14*3.96,55.44,46.701,33.0,34.0,46.7,46.7,46.7,46.7,-
2025-07-27,Baghabari 100 MW GTPP,Gas,PDB,1*100,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Machine Under Maintenance
2025-07-27,Baghabari 50 MW Peaking PP,HFO,PDB,6*8.9,53.4,52.0,0.0,39.0,47.0,47.0,47.0,47.0,-
2025-07-27,Baghabari 71 MW GTPP,Gas,PDB,1X71,71.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas shortage
2025-07-27,Bagura 113 MW PP (Confidence)-1,HFO,IPP,6*18.55,111.3,113.0,0.0,0.0,113.0,113.0,113.0,113.0,-
2025-07-27,Bagura 113 MW PP (Confidence)-2,HFO,IPP,6*18.55+7.2,111.3,113.0,0.0,0.0,113.0,113.0,113.0,113.0,-
2025-07-27,Barapukuria 275 MW TPP Unit-3,Coal,PDB,1*275,275.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,Under Maintenance
2025-07-27,Barapukuria TPP Unit-1 & 2,Coal,PDB,1*125+1*125,250.0,170.0,47.0,47.0,50.0,50.0,50.0,50.0,Partial Shutdown due to maintenance
2025-07-27,Barisal 1 MW Solar Plant,Solar,IPP,,,1.0,0.11,0.0,1.0,0.0,1.0,0.0,-
2025-07-27,Barisal 110 MW PP (Summit ),HFO,IPP,7X17.076,119.532,110.0,0.0,0.0,110.0,110.0,110.0,110.0,-
2025-07-27,Barisal 307 MW,Coal,BCPCL,307X1,307.0,307.0,278.0,278.0,307.0,307.0,307.0,307.0,-
2025-07-27,Bera 70 MW Peaking PP,HFO,PDB,9*8.29,74.61,71.0,0.0,0.0,32.0,32.0,32.0,32.0,Engine Problem
2025-07-27,Bhairob 54.5 MW,HFO,IPP,3*18.2,54.6,54.5,17.0,17.0,54.5,54.5,35.0,35.0,33kV Feeder Problem
2025-07-27,Bheramara (HVDC ),Import,Import,2X500,1000.0,1000.0,854.0,854.0,1000.0,1000.0,1000.0,1000.0,-
2025-07-27,Bheramara 410 MW CCPP,Gas,NWPGCL,1X278+1X132,410.0,410.0,332.0,264.0,410.0,410.0,410.0,410.0,Gas shortage
2025-07-27,Bheramara GTPP Unit-3,HSD,PDB,1X20,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Contract Expired
2025-07-27,Bhola 225 MW CCPP,Gas,PDB,2X63+1X68,194.0,194.0,117.0,120.0,130.0,130.0,130.0,130.0,Partial Shutdown of STG
2025-07-27,Bhola 33 MW PP (Venture),Gas,NENP,1X34.50,34.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Contract Expired
2025-07-27,Bhola Nutan Biddut BD LTD,Gas/HSD,IPP,2*75+1*75,225.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,MVAR Subjected to Grid Voltage
2025-07-27,Bibiana-II 341 MW CCPP (Summit),Gas,IPP,1*222+1*119,341.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,Plant Shutdown as per schedule HGPI work
2025-07-27,Bibiyana South 400 MW,Gas,PDB,1*400,400.0,383.0,320.0,320.0,320.0,320.0,320.0,320.0,-
2025-07-27,Bibiyana-III 400 MW CCPP,Gas,PDB,285*1+134*1,419.0,400.0,389.0,370.0,385.0,385.0,357.0,357.0,FGMO Activated
2025-07-27,Chandpur 115(Doreen),HFO,IPP,4*18.5+2*22.5,119.0,115.0,66.0,112.0,115.0,115.0,95.0,95.0,Engine Problem
2025-07-27,Chandpur 150 MW CCPP,Gas,PDB,1*106+1*57,163.0,163.0,50.0,50.0,163.0,163.0,163.0,163.0,-
2025-07-27,Chandpur 200MW (Desh energy),HFO,IPP,12*18.4,220.8,200.0,117.0,181.0,200.0,200.0,180.0,180.0,FGMO
2025-07-27,Chapainawabganj 100 MW Peaking PP,HFO,PDB,12*8.924,107.088,104.0,8.0,97.0,96.0,96.0,95.0,95.0,-
2025-07-27,Chattogram 108 MW PP (ECPV),HFO,IPP,16*7,112.0,108.0,0.0,30.0,108.0,108.0,108.0,108.0,-
2025-07-27,Chattogram TPP,Gas,PDB,1*210+1*210,420.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,"Unit #1 Under Maintenance, Unit#2 Gas Shortage."
2025-07-27,Chowmuhani 113 MW,HFO,IPP,12*9.78+2*3.1,123.56,113.0,52.0,35.0,113.0,113.0,65.0,65.0,Liquid fuel Shortage
2025-07-27,Cox's Bazar Wind,Wind,PDB,22*3,66.0,60.0,30.0,30.0,30.0,18.0,30.0,18.0,-
2025-07-27,Cumilla 25 MW PP (Summit),Gas,"SIPP,REB",3*3.67+2*6.97,24.95,25.0,16.0,19.0,24.5,24.5,24.5,24.5,-
2025-07-27,Dohazari -Kalaish 100 MW Peaking,HFO,PDB,6*17,102.0,102.0,0.0,33.0,65.0,65.0,50.0,50.0,Engine Problem
2025-07-27,Energypac Power Venture Thakurgaon Ltd.,HFO,IPP,,,115.0,112.0,114.0,115.0,115.0,115.0,115.0,-
2025-07-27,Faridpur 50 MW Peaking PP,HFO,PDB,8*6.89,55.12,54.0,0.0,0.0,44.0,44.0,42.0,42.0,Engine Problem
2025-07-27,Fenchugonj CCPP Phase-1,Gas,PDB,2*32+1*33,97.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-07-27,Fenchugonj CCPP Phase-2,Gas,PDB,2*35+1*35,105.0,90.0,58.0,60.0,60.0,60.0,60.0,60.0,-
2025-07-27,Feni Lanka Power,HFO,IPP,7*18.415+1*9.78,138.685,114.0,0.0,97.0,114.0,114.0,114.0,114.0,FGMO
2025-07-27,Gagnagar 102 MW PP (Digital Power),HFO,IPP,12*8.924,107.088,102.0,7.0,0.0,7.0,7.0,7.0,48.0,Liquid fuel shortage
2025-07-27,Gazipur 100 MW PP,HFO,RPCL,6*17.5,105.0,105.0,17.0,70.0,88.0,88.0,105.0,105.0,Partial Shutdown due to maintenance
2025-07-27,Gazipur 52 MW PP,HFO,RPCL,6*8.9,53.4,52.194,16.0,25.0,52.19,52.19,16.0,32.0,-
2025-07-27,Ghorasal 365 MW CCPP Unit-7,Gas,PDB,1*243+1*122,365.0,365.0,0.0,0.0,260.0,260.0,0.0,0.0,Gas shortage
2025-07-27,Ghorasal Repowered CCPP Unit-3,Gas,PDB,1*260,260.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,GT is under maintenance
2025-07-27,Ghorasal Repowered CCPP Unit-4,Gas,PDB,1*210,210.0,240.0,0.0,0.0,230.0,230.0,0.0,0.0,Gas shortage
2025-07-27,Ghorasal TPP Unit-5,Gas,PDB,1*210,210.0,190.0,0.0,0.0,190.0,190.0,0.0,0.0,"Allocation limit by Titas, instructed by DS(Gen)"
2025-07-27,Ghorashal 108 MW PP (Regent),Gas,IPP,34*3.35,113.9,97.7,0.0,0.0,0.0,0.0,0.0,0.0,Fault at Electrical Interconnection Facility(EIF)
2025-07-27,Gopalganj 100 MW Peaking PP,HFO,PDB,16*6.98,111.68,109.0,0.0,0.0,50.0,50.0,50.0,50.0,Engine Problem
2025-07-27,HVDC(Nepal),Import,Import,1*40,40.0,40.0,38.0,38.0,40.0,40.0,40.0,40.0,-
2025-07-27,Haripur 360 MW CCPP (HPL),Gas,IPP,1*235+1*125,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Contract Expired
2025-07-27,Haripur 412 MW CCPP,Gas,EGCB,1*273+1*139,412.0,400.75,0.0,0.0,0.0,0.0,0.0,0.0,GT TI works going on
2025-07-27,Haripur GTPP,Gas,"SBU,PDB",32*2,64.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,machine problem
2025-07-27,Hathazari 100 MW peaking PP,HFO,PDB,11*8.9,97.9,98.0,0.0,67.0,48.0,72.0,48.0,72.0,machine problem
2025-07-27,Import (Tripura),Import,Import,,,160.0,36.0,46.0,160.0,160.0,160.0,160.0,-
2025-07-27,Intraco Solar 30 MW,Solar,IPP,1*30,30.0,30.0,41.0,0.0,20.0,0.0,20.0,0.0,-
2025-07-27,JERA Meghnaghat Power Limited,Gas,IPP,250*2+268,500.0,0.0,727.0,726.0,0.0,0.0,0.0,0.0,-
2025-07-27,Jamalpur 115 MW PP (United),HFO,IPP,9.78*12,117.36,115.0,73.0,93.0,115.0,115.0,100.0,100.0,Engine Problem
2025-07-27,Jangalia 52 MW PP (Lakdanavi),HFO,IPP,6*8.92,53.52,52.2,0.0,52.2,52.2,52.2,52.2,52.2,-
2025-07-27,Jodiac Power,HFO,IPP,3*18.55+1*3.6,59.25,54.36,0.0,0.0,54.36,54.36,54.36,54.36,-
2025-07-27,Juldah 100 MW PP Unit-3 (Acorn),HFO,IPP,8*13.5,108.0,100.0,0.0,75.0,100.0,100.0,100.0,100.0,-
2025-07-27,Juldah unit-2 (Acorn),HFO,IPP,8*13.6,108.8,100.0,12.0,25.0,100.0,100.0,100.0,100.0,-
2025-07-27,Kamalaghat 54 MW PP(Banco Energy),HFO,IPP,3*18,54.0,53.97,51.0,45.0,53.97,53.97,48.0,48.0,FGMO
2025-07-27,Kanchan Purbachal Power Generation Ltd.,HFO,IPP,18.4*3,55.2,55.0,20.0,35.0,55.0,55.0,35.0,35.0,Engine Problem
