date,plant,producer,units,installed_mw,present_mw,peak_mw,energy_kwh,remarks
2025-01-28,Import (Tripura),Import,0,0.0,160.0,62.0,1309440.0,-
2025-01-28,Intraco Solar 30 MW,IPP,1*30,30.0,30.0,0.0,128822.0,-
2025-01-28,JERA Meghnaghat Power Limited,IPP,250*2+268,500.0,0.0,0.0,0.0,-
2025-01-28,Jamalpur 115 MW PP (United),IPP,9.78*12,117.36,115.0,19.0,315600.0,-
2025-01-28,Jamalpur 95 MW PP(Powerpac),IPP,0,0.0,95.0,0.0,0.0,-
2025-01-28,Jangalia 52 MW PP (Lakdanavi),IPP,6*8.92,53.52,52.2,0.0,0.0,-
2025-01-28,Jodiac Power,IPP,3*18.55+1*3.6,59.25,54.36,0.0,0.0,-
2025-01-28,Juldah 100 MW PP Unit-3 (Acorn),IPP,8*13.5,108.0,100.0,0.0,0.0,-
2025-01-28,Juldah unit-2 (Acorn),IPP,8*13.6,108.8,100.0,0.0,0.0,-
2025-01-28,Kamalaghat 54 MW PP(Banco Energy),IPP,3*18,54.0,53.97,17.0,324360.0,-
2025-01-28,Kanchan Purbachal Power Generation Ltd.,IPP,18.4*3,55.2,36.09,18.0,388080.0,Due to Alternator-03 shifting purpose
2025-01-28,Kaptai 7 MW Solar PP,PDB,0,0.0,7.0,0.0,18359.0,-
2025-01-28,"Karnaphuli Hydro PP Unit-1,2,3,4, 5",PDB,2*40+3*50,230.0,230.0,40.0,958060.0,-
2025-01-28,Karnaphuli Power Ltd.,IPP,18.415*6+6.5,110.49,110.0,0.0,0.0,-
2025-01-28,Katakhali 50 MW Peaking PP,PDB,6*8.7,52.2,45.49,0.0,0.0,Shutdown for Pond Cleaning.
2025-01-28,Katpotti 52 MW PP (Sinha),IPP,7*7.9,55.3,0.0,0.0,0.0,Liquid fuel shortage
2025-01-28,Keraniganj 100 MW PP (Powerpac),QRPP,8*13.45,107.6,75.24,0.0,0.0,-
2025-01-28,Khulna 225 MW CCPP,NWPGCL,1X150+1X75,225.0,230.0,0.0,0.0,-
2025-01-28,Khulna 330 MW CCPP,PDB,1*220+1*110,330.0,336.0,0.0,0.0,-
2025-01-28,Kodda 149 MW PP Unit-1 (Summit),IPP,8*18.45+8.97,147.6,149.0,127.0,2169216.0,-
2025-01-28,Kodda 150 MW PP B-R,PDB-RPCL,9*17.06,153.54,149.36,64.0,827040.0,-
2025-01-28,Kodda 300 MW PP Unit-2 (Summit),IPP,18*17.06,307.08,300.0,0.0,0.0,-
2025-01-28,Kushiara 163 MW CCPP (KP),IPP,1*109+1*54,163.0,163.0,163.0,3614973.0,-
2025-01-28,Madanganj-55 MW PP(Summit),IPP,3*17+1*11.3,62.3,55.0,0.0,0.0,-
2025-01-28,Madhumati 100 MW PP,NWPGCL,6*18,108.0,105.0,0.0,0.0,Liquid fuel shortage
2025-01-28,"Malancha, Ctg. EPZ (United)",IPP,5*8.73+3*9.34,71.67,42.0,17.0,545760.0,-
2025-01-28,Manikganj 55 MW PP (Northern),IPP,19.3*3,57.9,55.0,0.0,521332.0,-
2025-01-28,Manikgonj 162MW PP(MPGL),IPP,9*18,162.0,162.0,54.0,264960.0,-
2025-01-28,Maona 33 MW PP(Summit),IPP,4*8.73,34.92,33.0,25.0,512280.0,-
2025-01-28,Matarbari 2*600 MW (CPGCBL),CPGCL,2*600,1200.0,1200.0,575.0,12974545.46,U2 S/D 24/Jan/25 (Maintenance Work)
2025-01-28,Meghnaghat 104 MW PP (OPCL),IPP,6*18.5,111.0,104.0,0.0,63360.0,Liquid fuel shortage
2025-01-28,Meghnaghat 450 MW CCPP (MPL),IPP,2*150+1*150,450.0,450.0,350.0,7785000.0,-
2025-01-28,Meghnaghat CCPP(Summit),IPP,2*110+1*110,330.0,335.0,282.0,7020771.0,FGMO
2025-01-28,Meghnaghat CCPP(Summit)-2,IPP,0,0.0,583.0,0.0,0.0,Gas shortage
2025-01-28,Mirsharai 150 MW,IPP,18.5*9,166.5,159.86,0.0,0.0,-
2025-01-28,Mongla Orion 100 MW Solar PP,IPP,100,100.0,100.0,0.0,470880.0,-
2025-01-28,Mymensingh 200 MW PP (United),IPP,9.78*21,205.38,200.0,58.0,1065600.0,-
2025-01-28,Nababganj 55 MW PP (Southern power ),IPP,19.3*3,57.9,55.0,0.0,0.0,-
2025-01-28,Narshingdi 22 MW PP (Doreen),"SIPP,REB",8*2.90,23.2,22.0,0.0,0.0,-
2025-01-28,Natore 52 MW PP (Rajlanka),IPP,6*8.92,53.52,52.2,25.0,42715.0,-
2025-01-28,Pabna Solar 100 MW,IPP,0,0.0,100.0,0.0,550810.0,-
2025-01-28,Patenga 50MW PP (Baraka),IPP,8*6.98,55.84,50.0,32.0,205440.0,-
2025-01-28,Patuakhali 1320 MW (RNPL),RPCL,660*2,1320.0,1320.0,188.0,4392727.0,On test
2025-01-28,Payra 1320 MW,BCPCL,2*622,1244.0,1244.0,1180.0,23056000.0,FGMO
2025-01-28,RPCL 210MW CCPP,RPCL,4*35+1*70,210.0,210.0,0.0,0.0,Low gas pressure
2025-01-28,Rampal 1320 MW (BIFPCL),PDB,660*2,1320.0,1234.2,0.0,0.0,Force Majeure: Refer GM(Commercial/BIFPCL) Letter
2025-01-28,Rangpur 113 MW PP (Confidence),IPP,9*6.984+7*7.015+3.15*2,118.261,113.0,36.0,55344.0,-
2025-01-28,Rangpur 20 MW GTPP,PDB,1*20,20.0,20.0,0.0,0.0,-
2025-01-28,Raozan 25 MW PP,IPP,3*8.9,26.7,25.5,0.0,0.0,-
2025-01-28,Rupganj 33 MW PP(Summit),IPP,4*8.73,34.92,33.0,18.0,385300.0,-
2025-01-28,Rupsha 105 MW PP (Orion rupsha),IPP,6*18.445,110.67,105.0,0.0,0.0,Liquid fuel shortage
2025-01-28,SS Power,IPP,2*660,1320.0,1224.0,1224.0,23438179.0,-
2025-01-28,Saidpur 20 MW GTPP,PDB,1*20,20.0,20.0,0.0,0.0,-
2025-01-28,Santahar 50 MW Peaking PP,PDB,6*8.7,52.2,46.0,0.0,0.0,-
2025-01-28,Sarishabari 3 MW Solar Plant,IPP,0,0.0,2.71,0.0,10200.0,-
2025-01-28,Shahjahanulla 25 MW PP,"SIPP,REB",3*9.34,28.02,25.0,24.0,507792.0,Gas shortage
2025-01-28,Shahjibazar 100 MW GTPP,PDB,1*100,100.0,100.0,0.0,0.0,machine problem
2025-01-28,Shahjibazar 86MW PP (Shahjibazar),RPP,32*2.90,92.8,86.0,86.0,2044800.0,-
2025-01-28,Shahjibazar GTPP Unit- 8 & 9,PDB,2*35,70.0,66.57,30.0,716256.0,-
2025-01-28,Shajibazar 330 MW CCPP,PDB,3*110,330.0,330.0,0.0,0.0,Under Maintenance
2025-01-28,Siddhirganj 335 MW CCPP,EGCB,1*217+118,217.0,335.0,335.0,7464340.0,-
2025-01-28,Siddhirgonj 2*120 MW GTPP,EGCB,2*105,210.0,210.0,0.0,0.0,Gas shortage
2025-01-28,Siddhirgonj 210 MW TPP,PDB,1*210,210.0,93.0,0.0,0.0,Under Major Overhauling
2025-01-28,Sikalbaha 105 MW PP (Baraka Sikalbaha),IPP,6*17.5,105.0,105.0,0.0,0.0,Bill delay and high diff. of USD exchange rate
2025-01-28,Sikalbaha 225MW CCPP,PDB,1*150+1*75,225.0,225.0,147.0,3466851.0,-
2025-01-28,Sikalbaha Peaking GT,PDB,1*150,150.0,126.5,0.0,0.0,-
2025-01-28,Sirajganj 68 MW Solar Park,IPP,0,0.0,68.0,0.0,325504.0,-
2025-01-28,Sirajgonj 225MW CCPP Unit-1,NWPGCL,1*150+1*75,225.0,214.0,162.0,3707182.0,Gas shortage
2025-01-28,Sirajgonj 225MW CCPP Unit-2,NWPGCL,1*150+1*75,225.0,220.0,0.0,0.0,Plant is on standby as per NLDC requirement.
2025-01-28,Sirajgonj 225MW CCPP Unit-3,NWPGCL,1*141,141.0,220.0,0.0,0.0,Plant is in Standby as per NLDC request.
2025-01-28,Sirajgonj 400 MW CCPP Unit-4,NWPGCL,1*282+1*132,414.0,413.79,414.0,9534545.0,-
2025-01-28,Sirajgonj 6.55 MW Solar,NWPGCL,0,0.0,6.09,0.0,26880.0,-
2025-01-28,Sonagazi 75 MW (AC) Solar Power Plant,EGCB,0,0.0,75.0,0.0,321164.0,-
2025-01-28,Spectra Solar Plant Ltd.,IPP,0,0.0,35.0,0.0,176428.0,-
2025-01-28,Sreepur 150 MW PP,PDB-RPCL,9*18,162.0,0.0,0.0,0.0,-
2025-01-28,Summit Power Ashulia,IPP,0,0.0,33.75,18.0,420000.0,-
2025-01-28,Summit Power Madhabdi,IPP,3*3.67+4*8.73,45.93,23.0,21.0,506160.0,-
2025-01-28,Sutiakhali 50 MW Solar PP,IPP,0,0.0,50.0,0.0,206340.0,-
2025-01-28,Sylhet 20 MW GTPP,PDB,1*20,20.0,20.0,0.0,0.0,-
2025-01-28,Sylhet 225 MW CCPP,PDB,1*142+1*89,231.0,225.0,0.0,0.0,-
2025-01-28,Sympa Solar Power 8 MW,IPP,0,0.0,8.0,0.0,27654.69,-
2025-01-28,Tangail Palli Power Gen 22 MW,IPP,4*6.7,26.8,22.0,0.0,82560.0,Will be dispatch 6 Mw due to liquid fuel shortages
2025-01-28,Teesta Solar Limited,BCPCL,0,0.0,200.0,0.0,777600.0,-
2025-01-28,Teknaf 20MW PP (Solartech),IPP,0,0.0,20.0,0.0,104760.0,-
2025-01-28,Titas 50 MW Peaking PP,PDB,6*8.92,53.52,47.0,0.0,0.0,-
2025-01-28,Tongi 80 MW GTPP,PDB,1* 105,105.0,105.0,0.0,0.0,Under Maintenance of Exciter
2025-01-28,Ullapara 11 MW PP (Summit),"SIPP,REB",4*2.90,11.6,11.0,2.5,66888.0,-
2025-01-28,Unique Meghnaghat Power Limited (UMPL),IPP,0,0.0,584.0,0.0,0.0,Gas shortage
2025-01-28,United Payra Power Ltd.,IPP,8*18.5+1*9.5,157.5,150.0,17.0,138000.0,-
2025-01-29,Adani Power Jharkhanda Ltd,Import,2*673,1346.0,1347.54,756.24,14824728.0,-
2025-01-29,Amnura 50 MW PP(Sinha),QRPP,7*7.79,54.53,35.09,0.0,0.0,-
2025-01-29,Anlima Energy Ltd.,IPP,6*21.2,127.2,116.0,35.0,102873.0,-
2025-01-29,Anwara 300 MW PP (United),IPP,17*17+24,289.0,300.0,15.0,47673.0,-
2025-01-29,Ashuganj 150MW PP (Midland),IPP,23X7.015,161.345,150.0,20.0,36800.0,-
2025-01-29,Ashuganj 195 MW PP (APSCL-United),IPP,20X9.73+1X16,210.6,195.0,197.0,4533091.0,-
2025-01-29,Ashuganj 420 MW CCPP(East),APSCL,284*1+116*1,400.0,393.0,0.0,0.0,-
2025-01-29,Ashuganj 450 MW CCPP(North),APSCL,1*360,360.0,353.35,0.0,0.0,To Facilitate Major Inspection
2025-01-29,Ashuganj 450 MW CCPP(South),APSCL,1*360,360.0,356.56,0.0,0.0,-
2025-01-29,Ashuganj 51 MW PP (Midland),IPP,6X9.34,56.04,51.0,51.0,1212964.0,-
2025-01-29,Ashuganj 55 MW PP (Precision),QRPP,15*4,60.0,55.0,25.0,574080.0,-
2025-01-29,Ashuganj CCPP 225 MW,APSCL,1X142+1X75,217.0,221.43,183.0,4640000.0,FGMO
2025-01-29,Ashuganj TSK 50 MW PP,APSCL,14*3.96,55.44,46.94,29.0,703440.0,-
2025-01-29,Baghabari 100 MW GTPP,PDB,1*100,100.0,100.0,0.0,0.0,Machine Under Maintenance
2025-01-29,Baghabari 50 MW Peaking PP,PDB,6*8.9,53.4,47.0,0.0,0.0,-
2025-01-29,Baghabari 71 MW GTPP,PDB,1X71,71.0,71.0,0.0,0.0,Gas shortage
2025-01-29,Bagura 113 MW PP (Confidence)-2,IPP,6*18.55+7.2,111.3,113.0,0.0,0.0,-
2025-01-29,Barapukuria 275 MW TPP Unit-3,PDB,1*275,275.0,274.0,170.0,3973000.0,machine problem
2025-01-29,Barapukuria TPP Unit-1 & 2,PDB,1*125+1*125,250.0,170.0,70.0,1635927.0,Partial Shutdown due to maintenance
2025-01-29,Barisal 1 MW Solar Plant,IPP,0,0.0,1.0,0.0,3261.0,-
2025-01-29,Barisal 110 MW PP (Summit ),IPP,7X17.076,119.532,110.0,0.0,0.0,-
2025-01-29,Barisal 307 MW,BCPCL,307X1,307.0,307.0,307.0,5323000.0,-
2025-01-29,Bera 70 MW Peaking PP,PDB,9*8.29,74.61,66.0,0.0,0.0,-
2025-01-29,Bhairob 54.5 MW,IPP,3*18.2,54.6,54.5,0.0,29160.0,-
2025-01-29,Bheramara (HVDC ),Import,2X500,1000.0,1000.0,924.0,22304727.0,-
2025-01-29,Bheramara 410 MW CCPP,NWPGCL,1X278+1X132,410.0,410.0,210.0,5047200.0,Gas shortage
2025-01-29,Bheramara GTPP Unit-3,PDB,1X20,20.0,16.0,0.0,0.0,-
2025-01-29,Bhola 225 MW CCPP,PDB,2X63+1X68,194.0,193.1,140.0,2883000.0,Partial Shutdown of STG
2025-01-29,Bhola 33 MW PP (Venture),NENP,1X34.50,34.5,40.0,7.0,140704.0,Dead bus operation
2025-01-29,Bhola Nutan Biddut BD LTD,IPP,2*110,220.0,220.0,220.0,5186930.0,MVAR Subjected to Grid Voltage
2025-01-29,Bibiana-II 341 MW CCPP (Summit),IPP,1*222+1*119,341.0,341.0,280.0,7287000.0,FGMO
2025-01-29,Bibiyana South 400 MW,PDB,1*400,400.0,383.0,320.0,6560900.0,AUTHORITY INSTRUCTION
2025-01-29,Bibiyana-III 400 MW CCPP,PDB,285*1+134*1,419.0,400.0,381.0,8934000.0,"FGMO Available, but GT Load set maximum 260MW"
2025-01-29,Bosila 108MW PP(CLC),IPP,12*8.775+1*3.5,108.8,0.0,0.0,0.0,-
2025-01-29,Chandpur 115(Doreen),IPP,4*18.5+2*22.5,119.0,115.0,75.0,374400.0,-
2025-01-29,Chandpur 150 MW CCPP,PDB,1*106+1*57,163.0,163.0,50.0,1184630.0,-
2025-01-29,Chandpur 200MW (Desh energy),IPP,12*18.4,220.8,200.0,17.0,47040.0,-
2025-01-29,Chapainawabganj 100 MW Peaking PP,PDB,12*8.924,107.088,104.0,100.0,245296.0,-
2025-01-29,Chattogram 108 MW PP (ECPV),IPP,16*7,112.0,108.0,0.0,0.0,Liquid fuel shortage
2025-01-29,Chattogram TPP,PDB,1*210+1*210,420.0,360.0,0.0,0.0,Both units are under maintenance
2025-01-29,Chowmuhani 113 MW,IPP,12*9.78+2*3.1,123.56,113.0,54.0,325080.0,-
2025-01-29,Confidence Power Bogura Unit-1 113 MW,IPP,6*18.55,111.3,113.0,0.0,0.0,-
2025-01-29,Cox's Bazar Wind,PDB,0,0.0,60.0,6.0,117600.0,-
2025-01-29,Cumilla 25 MW PP (Summit),"SIPP,REB",3*3.67+2*6.97,24.95,25.0,17.0,364430.0,Machine Under Maintenance
2025-01-29,Dohazari -Kalaish 100 MW Peaking,PDB,6*17,102.0,98.0,0.0,0.0,-
2025-01-29,Energypac Power Venture Thakurgaon Ltd.,IPP,0,0.0,115.0,0.0,39707.0,-
2025-01-29,Faridpur 50 MW Peaking PP,PDB,8*6.89,55.12,50.0,0.0,0.0,-
2025-01-29,Fenchuganj 44MW (Energyprima),NENP,12*3.3+5*2,49.6,47.998,36.0,785304.0,-
2025-01-29,Fenchugonj CCPP Phase-1,PDB,2*32+1*33,97.0,80.0,42.0,993000.0,-
2025-01-29,Fenchugonj CCPP Phase-2,PDB,2*35+1*35,105.0,90.0,0.0,0.0,-
2025-01-29,Feni 11 MW PP (Doreen),"SIPP,REB",4*2.90,11.6,11.0,0.0,0.0,-
2025-01-29,Feni Lanka Power,IPP,7*18.415+1*9.78,138.685,114.0,0.0,0.0,-
2025-01-29,Gagnagar 102 MW PP (Digital Power),IPP,12*8.924,107.088,102.0,0.0,0.0,-
2025-01-29,Gazipur 100 MW PP,RPCL,6*17.5,105.0,105.0,70.0,959040.0,Partial Shutdown due to maintenance
2025-01-29,Gazipur 52 MW PP,RPCL,6*8.9,53.4,52.19,8.0,348480.0,-
2025-01-29,Ghorasal 365 MW CCPP Unit-7,PDB,1*243+1*122,365.0,365.0,0.0,0.0,HGPI Maintenance Work is going on.
2025-01-29,Ghorasal Repowered CCPP Unit-3,PDB,1*260,260.0,260.0,0.0,0.0,GT is under maintenance
2025-01-29,Ghorasal Repowered CCPP Unit-4,PDB,1*210,210.0,174.8,0.0,0.0,Post HGPI under maintance due to Gas shortage
2025-01-29,Ghorasal TPP Unit-5,PDB,1*210,210.0,174.8,0.0,0.0,-
2025-01-29,Ghorashal 108 MW PP (Regent),IPP,34*3.35,113.9,97.7,3.0,81545.45,Gas shortage
2025-01-29,Gopalganj 100 MW Peaking PP,PDB,16*6.98,111.68,100.0,0.0,0.0,-
2025-01-29,HVDC(Nepal),Import,1*40,40.0,0.0,0.0,0.0,-
2025-01-29,Haripur 360 MW CCPP (HPL),IPP,1*235+1*125,360.0,0.0,0.0,0.0,-
2025-01-29,Haripur 412 MW CCPP,EGCB,1*273+1*139,412.0,400.37,350.0,9468000.0,-
2025-01-29,Haripur GTPP,"SBU,PDB",32*2,64.0,40.0,0.0,0.0,-
2025-01-29,Hathazari 100 MW peaking PP,PDB,11*8.9,97.9,94.0,0.0,0.0,temp problem
2025-01-29,Hobiganj 11MW PP Cofidence-E,"SIPP,REB",4*2.90,11.6,11.0,2.0,26640.0,machine problem
2025-01-29,Import (Tripura),Import,0,0.0,160.0,58.0,1301760.0,-
2025-01-29,Intraco Solar 30 MW,IPP,1*30,30.0,30.0,0.0,125895.0,-
2025-01-29,JERA Meghnaghat Power Limited,IPP,250*2+268,500.0,0.0,0.0,0.0,-
2025-01-29,Jamalpur 115 MW PP (United),IPP,9.78*12,117.36,115.0,9.0,218400.0,-
2025-01-29,Jamalpur 95 MW PP(Powerpac),IPP,0,0.0,95.0,0.0,0.0,-
2025-01-29,Jangalia 52 MW PP (Lakdanavi),IPP,6*8.92,53.52,52.2,0.0,0.0,-
2025-01-29,Jodiac Power,IPP,3*18.55+1*3.6,59.25,54.36,0.0,0.0,-
2025-01-29,Juldah 100 MW PP Unit-3 (Acorn),IPP,8*13.5,108.0,100.0,0.0,14400.0,-
2025-01-29,Juldah unit-2 (Acorn),IPP,8*13.6,108.8,100.0,0.0,14400.0,-
2025-01-29,Kamalaghat 54 MW PP(Banco Energy),IPP,3*18,54.0,53.97,17.0,52920.0,-
2025-01-29,Kanchan Purbachal Power Generation Ltd.,IPP,18.4*3,55.2,36.09,0.0,111240.0,Due to Alternator-03 shifting purpose
2025-01-29,Kaptai 7 MW Solar PP,PDB,0,0.0,7.0,0.0,19203.0,-
2025-01-29,"Karnaphuli Hydro PP Unit-1,2,3,4, 5",PDB,2*40+3*50,230.0,230.0,40.0,964000.0,-
2025-01-29,Karnaphuli Power Ltd.,IPP,18.415*6+6.5,110.49,110.0,17.0,29273.0,-
2025-01-29,Katakhali 50 MW Peaking PP,PDB,6*8.7,52.2,45.49,0.0,0.0,Shutdown for Pond Cleaning.
2025-01-29,Katpotti 52 MW PP (Sinha),IPP,7*7.9,55.3,0.0,0.0,0.0,Liquid fuel shortage
2025-01-29,Keraniganj 100 MW PP (Powerpac),QRPP,8*13.45,107.6,75.24,0.0,0.0,-
2025-01-29,Khulna 225 MW CCPP,NWPGCL,1X150+1X75,225.0,230.0,0.0,0.0,-
2025-01-29,Khulna 330 MW CCPP,PDB,1*220+1*110,330.0,336.0,0.0,0.0,-
2025-01-29,Kodda 149 MW PP Unit-1 (Summit),IPP,8*18.45+8.97,147.6,149.0,106.0,2089152.0,-
2025-01-29,Kodda 150 MW PP B-R,PDB-RPCL,9*17.06,153.54,149.36,82.0,713760.0,-
2025-01-29,Kodda 300 MW PP Unit-2 (Summit),IPP,18*17.06,307.08,300.0,0.0,0.0,-
2025-01-29,Kushiara 163 MW CCPP (KP),IPP,1*109+1*54,163.0,163.0,163.0,3456900.0,-
2025-01-29,Madanganj-55 MW PP(Summit),IPP,3*17+1*11.3,62.3,55.0,1.0,20640.0,-
2025-01-29,Madhumati 100 MW PP,NWPGCL,6*18,108.0,105.0,0.0,0.0,Liquid fuel shortage
2025-01-29,"Malancha, Ctg. EPZ (United)",IPP,5*8.73+3*9.34,71.67,42.0,30.0,544800.0,-
2025-01-29,Manikganj 55 MW PP (Northern),IPP,19.3*3,57.9,55.0,55.0,762458.0,-
2025-01-29,Manikgonj 162MW PP(MPGL),IPP,9*18,162.0,162.0,90.0,326880.0,-
2025-01-29,Maona 33 MW PP(Summit),IPP,4*8.73,34.92,33.0,23.0,529200.0,-
2025-01-29,Matarbari 2*600 MW (CPGCBL),CPGCL,2*600,1200.0,1200.0,575.0,12770909.09,U2 S/D 24/Jan/25 (Maintenance Work)
2025-01-29,Meghnaghat 104 MW PP (OPCL),IPP,6*18.5,111.0,104.0,0.0,0.0,Liquid fuel shortage
2025-01-29,Meghnaghat 450 MW CCPP (MPL),IPP,2*150+1*150,450.0,450.0,225.0,7155500.0,-
2025-01-29,Meghnaghat CCPP(Summit),IPP,2*110+1*110,330.0,335.0,292.0,6907695.0,FGMO
2025-01-29,Meghnaghat CCPP(Summit)-2,IPP,0,0.0,583.0,0.0,0.0,Gas shortage
2025-01-29,Mirsharai 150 MW,IPP,18.5*9,166.5,159.86,0.0,20073.0,-
2025-01-29,Mongla Orion 100 MW Solar PP,IPP,100,100.0,100.0,0.0,455040.0,-
2025-01-29,Mymensingh 200 MW PP (United),IPP,9.78*21,205.38,200.0,67.0,1154400.0,-
2025-01-29,Nababganj 55 MW PP (Southern power ),IPP,19.3*3,57.9,55.0,17.0,72073.0,-
2025-01-29,Narshingdi 22 MW PP (Doreen),"SIPP,REB",8*2.90,23.2,22.0,0.0,0.0,-
2025-01-29,Natore 52 MW PP (Rajlanka),IPP,6*8.92,53.52,52.2,16.0,35107.0,-
2025-01-29,Pabna Solar 100 MW,IPP,0,0.0,100.0,0.0,521448.0,-
2025-01-29,Patenga 50MW PP (Baraka),IPP,8*6.98,55.84,50.0,19.0,100320.0,-
2025-01-29,Patuakhali 1320 MW (RNPL),RPCL,660*2,1320.0,1320.0,294.5,5672727.0,On test
2025-01-29,Payra 1320 MW,BCPCL,2*622,1244.0,1244.0,1170.0,24568727.27,FGMO
2025-01-29,RPCL 210MW CCPP,RPCL,4*35+1*70,210.0,210.0,0.0,0.0,Low gas pressure
2025-01-29,Rampal 1320 MW (BIFPCL),PDB,660*2,1320.0,1234.2,0.0,0.0,Force Majeure: Refer GM(Commercial/BIFPCL) Letter
2025-01-29,Rangpur 113 MW PP (Confidence),IPP,9*6.984+7*7.015+3.15*2,118.261,113.0,0.0,48489.0,-
2025-01-29,Rangpur 20 MW GTPP,PDB,1*20,20.0,20.0,0.0,0.0,-
2025-01-29,Raozan 25 MW PP,IPP,3*8.9,26.7,25.5,0.0,0.0,-
2025-01-29,Rupganj 33 MW PP(Summit),IPP,4*8.73,34.92,33.0,19.0,471300.0,-
2025-01-29,Rupsha 105 MW PP (Orion rupsha),IPP,6*18.445,110.67,105.0,0.0,0.0,Liquid fuel shortage
2025-01-29,SS Power,IPP,2*660,1320.0,1224.0,1224.0,23116361.0,-
2025-01-29,Saidpur 20 MW GTPP,PDB,1*20,20.0,20.0,0.0,0.0,-
2025-01-29,Santahar 50 MW Peaking PP,PDB,6*8.7,52.2,46.0,0.0,0.0,-
2025-01-29,Sarishabari 3 MW Solar Plant,IPP,0,0.0,2.71,0.0,9900.0,-
2025-01-29,Shahjahanulla 25 MW PP,"SIPP,REB",3*9.34,28.02,25.0,24.0,561072.0,-
2025-01-29,Shahjibazar 100 MW GTPP,PDB,1*100,100.0,100.0,0.0,0.0,machine problem
2025-01-29,Shahjibazar 86MW PP (Shahjibazar),RPP,32*2.90,92.8,86.0,86.0,1945920.0,-
2025-01-29,Shahjibazar GTPP Unit- 8 & 9,PDB,2*35,70.0,66.57,30.0,719424.0,-
2025-01-29,Shajibazar 330 MW CCPP,PDB,3*110,330.0,330.0,0.0,0.0,Under Maintenance
2025-01-29,Siddhirganj 335 MW CCPP,EGCB,1*217+118,217.0,335.0,270.0,6852748.0,-
2025-01-29,Siddhirgonj 2*120 MW GTPP,EGCB,2*105,210.0,210.0,0.0,0.0,Gas shortage
2025-01-29,Siddhirgonj 210 MW TPP,PDB,1*210,210.0,93.0,0.0,0.0,Under Major Overhauling
2025-01-29,Sikalbaha 105 MW PP (Baraka Sikalbaha),IPP,6*17.5,105.0,105.0,17.0,53527.0,Bill delay and high diff. of USD exchange rate
2025-01-29,Sikalbaha 225MW CCPP,PDB,1*150+1*75,225.0,225.0,134.0,3287781.0,-
2025-01-29,Sikalbaha Peaking GT,PDB,1*150,150.0,126.5,0.0,0.0,-
2025-01-29,Sirajganj 68 MW Solar Park,IPP,0,0.0,68.0,0.0,293248.0,-
2025-01-29,Sirajgonj 225MW CCPP Unit-1,NWPGCL,1*150+1*75,225.0,214.0,157.0,3795391.0,Gas shortage
2025-01-29,Sirajgonj 225MW CCPP Unit-2,NWPGCL,1*150+1*75,225.0,220.0,0.0,0.0,Plant is on standby as per NLDC requirement.
2025-01-29,Sirajgonj 225MW CCPP Unit-3,NWPGCL,1*141,141.0,220.0,0.0,241318.0,Gas shortage
2025-01-29,Sirajgonj 400 MW CCPP Unit-4,NWPGCL,1*282+1*132,414.0,413.79,414.0,9487709.0,-
2025-01-29,Sirajgonj 6.55 MW Solar,NWPGCL,0,0.0,6.09,0.0,24960.0,-
2025-01-29,Sonagazi 75 MW (AC) Solar Power Plant,EGCB,0,0.0,75.0,0.0,345836.0,-
2025-01-29,Spectra Solar Plant Ltd.,IPP,0,0.0,35.0,0.0,162231.0,-
2025-01-29,Sreepur 150 MW PP,PDB-RPCL,9*18,162.0,0.0,0.0,0.0,-
2025-01-29,Summit Power Ashulia,IPP,0,0.0,33.75,19.0,397800.0,-
2025-01-29,Summit Power Madhabdi,IPP,3*3.67+4*8.73,45.93,23.0,22.0,509760.0,-
2025-01-29,Sutiakhali 50 MW Solar PP,IPP,0,0.0,50.0,0.0,240310.0,-
2025-01-29,Sylhet 20 MW GTPP,PDB,1*20,20.0,20.0,0.0,0.0,-
2025-01-29,Sylhet 225 MW CCPP,PDB,1*142+1*89,231.0,225.0,0.0,0.0,-
2025-01-29,Sympa Solar Power 8 MW,IPP,0,0.0,8.0,0.0,25750.56,-
2025-01-29,Tangail Palli Power Gen 22 MW,IPP,4*6.7,26.8,22.0,0.0,45600.0,Will be dispatch 6 Mw due to liquid fuel shortages
2025-01-29,Teesta Solar Limited,BCPCL,0,0.0,200.0,0.0,766080.0,-
2025-01-29,Teknaf 20MW PP (Solartech),IPP,0,0.0,20.0,0.0,117315.0,-
2025-01-29,Titas 50 MW Peaking PP,PDB,6*8.92,53.52,47.0,0.0,0.0,machine problem
2025-01-29,Tongi 80 MW GTPP,PDB,1* 105,105.0,105.0,0.0,0.0,Under Maintenance of Exciter
2025-01-29,Ullapara 11 MW PP (Summit),"SIPP,REB",4*2.90,11.6,11.0,2.5,45792.0,-
2025-01-29,Unique Meghnaghat Power Limited (UMPL),IPP,0,0.0,584.0,0.0,0.0,Gas shortage
2025-01-29,United Payra Power Ltd.,IPP,8*18.5+1*9.5,157.5,150.0,100.0,414000.0,-
2025-01-30,Adani Power Jharkhanda Ltd,Import,2*673,1346.0,1347.54,745.0,14765455.0,-
2025-01-30,Amnura 50 MW PP(Sinha),QRPP,7*7.79,54.53,35.09,0.0,0.0,-
2025-01-30,Anlima Energy Ltd.,IPP,6*21.2,127.2,116.0,0.0,317400.0,-
2025-01-30,Anwara 300 MW PP (United),IPP,17*17+24,289.0,300.0,15.0,12545.0,-
2025-01-30,Ashuganj 150MW PP (Midland),IPP,23X7.015,161.345,150.0,78.0,309454.0,-
