date,plant,producer,units,installed_mw,present_mw,peak_mw,energy_kwh,remarks
2026-02-04,Haripur GTPP,"SBU,PDB",32*2,64.0,20.0,0.0,0.0,-
2026-02-04,Hathazari 100 MW peaking PP,PDB,11*8.9,97.9,98.0,0.0,0.0,Liquid fuel shortage
2026-02-04,Import (Tripura),Import,0,0.0,160.0,102.0,2242560.0,-
2026-02-04,Intraco Solar 30 MW,IPP,1*30,30.0,30.0,0.0,174100.0,-
2026-02-04,JERA Meghnaghat Power Limited,IPP,250*2+268,500.0,718.0,475.0,11939950.0,-
2026-02-04,Jamalpur 115 MW PP (United),IPP,9.78*12,117.36,115.0,59.0,1034400.0,-
2026-02-04,Jangalia 52 MW PP (Lakdanavi),IPP,6*8.92,53.52,52.2,0.0,0.0,-
2026-02-04,Jodiac Power,IPP,3*18.55+1*3.6,59.25,54.363,0.0,0.0,Liquid fuel shortage
2026-02-04,Juldah 100 MW PP Unit-3 (Acorn),IPP,8*13.5,108.0,100.0,0.0,0.0,Liquid fuel shortage
2026-02-04,Juldah unit-2 (Acorn),IPP,8*13.6,108.8,100.0,0.0,0.0,Liquid fuel shortage
2026-02-04,Kamalaghat 54 MW PP(Banco Energy),IPP,3*18,54.0,53.97,15.9,80640.0,FGMO
2026-02-04,Kanchan Purbachal Power Generation Ltd.,IPP,18.4*3,55.2,55.0,0.0,83880.0,Liquid fuel shortage
2026-02-04,Kaptai 7 MW Solar PP,PDB,0,0.0,6.0,0.0,17398.0,-
2026-02-04,"Karnaphuli Hydro PP Unit-1,2,3,4, 5",PDB,2*40+3*50,230.0,230.0,40.0,936000.0,-
2026-02-04,Karnaphuli Power Ltd.,IPP,18.415*6+6.5,110.49,110.0,34.0,121272.0,FGMO
2026-02-04,Katakhali 50 MW Peaking PP,PDB,6*8.7,52.2,50.0,0.0,0.0,Two engines are under maintenance
2026-02-04,Khulna 225 MW CCPP,NWPGCL,1X150+1X75,225.0,230.0,0.0,0.0,-
2026-02-04,Khulna 330 MW CCPP,PDB,1*220+1*110,330.0,336.0,0.0,0.0,GT Available
2026-02-04,Kodda 149 MW PP Unit-1 (Summit),IPP,8*18.45+8.97,147.6,149.0,70.0,287856.0,-
2026-02-04,Kodda 150 MW PP BRPL,PDB-RPCL,9*17.06,153.54,149.36,15.0,17280.0,-
2026-02-04,Kodda 300 MW PP Unit-2 (Summit),IPP,18*17.06,307.08,300.0,15.0,25593.0,-
2026-02-04,Kushiara 163 MW CCPP (KP),IPP,1*109+1*54,163.0,163.0,152.0,3573572.73,FGMO
2026-02-04,Madanganj-55 MW PP(Summit),IPP,3*17+1*11.3,62.3,55.0,0.0,65294.0,Liquid fuel shortage
2026-02-04,Madhumati 100 MW PP,NWPGCL,6*18,108.0,105.0,0.0,0.0,Liquid fuel shortage
2026-02-04,"Malancha, Ctg. EPZ (United)",IPP,5*8.73+3*9.34,71.67,42.0,42.0,709440.0,-
2026-02-04,Manikganj 55 MW PP (Northern),IPP,19.3*3,57.9,55.0,17.0,105948.0,Liquid fuel shortage
2026-02-04,Manikgonj 162MW PP(MPGL),IPP,9*18,162.0,162.0,49.0,162720.0,FGMO
2026-02-04,Matarbari 2*600 MW (CPGCBL),CPGCL,2*600,1200.0,1150.0,670.0,15643636.36,ps availability is less
2026-02-04,Meghnaghat 104 MW PP (OPCL),IPP,6*18.5,111.0,104.0,0.0,0.0,Liquid fuel shortage
2026-02-04,Meghnaghat 450 MW CCPP (MPL),IPP,2*150+1*150,450.0,450.0,0.0,0.0,Gas shortage
2026-02-04,Meghnaghat CCPP(Summit),IPP,2*110+1*110,330.0,335.0,0.0,0.0,-
2026-02-04,Meghnaghat CCPP(Summit)-2,IPP,1*409+1*202,611.0,583.0,0.0,0.0,FGMO
2026-02-04,Mirsharai 150 MW BRPL,IPP,18.5*9,166.5,163.0,0.0,0.0,FGMO
2026-02-04,Mongla Orion 100 MW Solar PP,IPP,100,100.0,100.0,0.0,427680.0,-
2026-02-04,Moulvibazar 10 MW Solar Power Plant,IPP,1*10,10.0,0.0,0.0,51248.0,-
2026-02-04,Mymensingh 200 MW PP (United),IPP,9.78*21,205.38,200.0,19.0,283200.0,"Avil100%,NEO cut for BPDB late pay PPA Sec.13.2(j)"
2026-02-04,Nababganj 55 MW PP (Southern power ),IPP,19.3*3,57.9,55.0,17.0,84930.0,Liquid fuel shortage
2026-02-04,Natore 52 MW PP (Rajlanka),IPP,6*8.92,53.52,52.2,0.0,0.0,-
2026-02-04,Pabna 64 MW Solar Plant,PDB,11*6.6,72.6,64.55,0.0,250128.0,Contract Expired
2026-02-04,Pabna Solar 100 MW,IPP,0,0.0,100.0,0.0,598250.0,-
2026-02-04,Patenga 50MW PP (Baraka),IPP,8*6.98,55.84,50.0,0.0,83040.0,-
2026-02-04,Patuakhali 1320 MW (RNPL),RNPL,660*2,1320.0,622.0,0.0,0.0,Under Maintenance
2026-02-04,Payra 1320 MW,BCPCL,2*622,1244.0,1085.32,990.0,17429818.18,FGMO
2026-02-04,RPCL 210MW CCPP,RPCL,4*35+1*70,210.0,210.0,143.0,2520000.0,Low gas pressure
2026-02-04,Rampal 1320 MW (BIFPCL),PDB,660*2,1320.0,1148.28,608.0,11018160.0,U#1 Under Shutdown
2026-02-04,Rangpur 113 MW PP (Confidence),IPP,9*6.984+7*7.015+3.15*2,118.261,113.0,34.0,164198.0,-
2026-02-04,Rangpur 20 MW GTPP,PDB,1*20,20.0,20.0,0.0,0.0,-
2026-02-04,Raozan 25 MW PP,IPP,3*8.9,26.7,25.5,0.0,0.0,-
2026-02-04,Rupsha 105 MW PP (Orion rupsha),IPP,6*18.445,110.67,105.0,0.0,0.0,Liquid fuel shortage
2026-02-04,SS Power,IPP,2*660,1320.0,1224.0,1149.0,23743634.0,-
2026-02-04,Saidpur 150 MW Simple Cycle Power Plant,PDB,1*150,150.0,162.443,0.0,0.0,-
2026-02-04,Saidpur 20 MW GTPP,PDB,1*20,20.0,20.0,0.0,11000.0,-
2026-02-04,Santahar 50 MW Peaking PP,PDB,6*8.7,52.2,50.0,0.0,0.0,Engine Problem
2026-02-04,Sarishabari 3 MW Solar Plant,IPP,0,0.0,2.71,0.0,11700.0,-
2026-02-04,Shahjahanulla 25 MW PP,"SIPP,REB",3*9.34,28.02,25.0,17.0,308880.0,-
2026-02-04,Shahjibazar 100 MW GTPP,PDB,1*100,100.0,100.0,0.0,0.0,machine problem
2026-02-04,Shahjibazar 86MW PP (Shahjibazar),RPP,32*2.90,92.8,86.0,83.0,1305600.0,-
2026-02-04,Shahjibazar GTPP Unit- 8 & 9,PDB,2*35,70.0,66.0,0.0,352032.0,Partial Shutdown due to maintenance
2026-02-04,Shajibazar 330 MW CCPP,PDB,3*110,330.0,330.0,0.0,0.0,Under Maintenance
2026-02-04,Siddhirganj 335 MW CCPP,EGCB,1*217+118,217.0,335.0,335.0,7421267.0,Gas shortage
2026-02-04,Siddhirgonj 2*120 MW GTPP,EGCB,2*105,210.0,208.137,0.0,0.0,Gas shortage
2026-02-04,Siddhirgonj 210 MW TPP,PDB,1*210,210.0,115.0,0.0,0.0,Under Major Overhauling
2026-02-04,Sikalbaha 105 MW PP (Baraka Sikalbaha),IPP,6*17.5,105.0,105.0,34.0,154727.0,Bill delay
2026-02-04,Sikalbaha 225MW CCPP,PDB,1*150+1*75,225.0,225.0,173.0,4050268.0,Plant availability less
2026-02-04,Sikalbaha Peaking GT,PDB,1*150,150.0,150.0,0.0,0.0,-
2026-02-04,Sirajganj 2 MW Wind Power Plant,PDB,0.25*8,2.0,2.0,0.0,0.0,Contract Expired
2026-02-04,Sirajganj 68 MW Solar Park,IPP,0,0.0,68.0,0.0,307504.0,-
2026-02-04,Sirajgonj 225MW CCPP Unit-1,NWPGCL,1*150+1*75,225.0,214.0,166.0,3976909.0,Gas shortage
2026-02-04,Sirajgonj 225MW CCPP Unit-2,NWPGCL,1*150+1*75,225.0,220.0,0.0,0.0,Plant is on standby as per NLDC instruction
2026-02-04,Sirajgonj 225MW CCPP Unit-3,NWPGCL,1*141,141.0,220.0,0.0,0.0,Standby as per instruction of NLDC
2026-02-04,Sirajgonj 400 MW CCPP Unit-4,NWPGCL,1*282+1*132,414.0,413.792,399.0,9223418.0,FGMO
2026-02-04,Sirajgonj 6.55 MW Solar,NWPGCL,0,0.0,6.09,0.0,23760.0,-
2026-02-04,Sonagazi 75 MW (AC) Solar Power Plant,EGCB,0,0.0,75.0,0.0,302136.0,-
2026-02-04,Spectra Solar Plant Ltd.,IPP,0,0.0,35.0,0.0,124808.0,-
2026-02-04,Sreepur 150 MW PP BRPL,PDB-RPCL,9*18,162.0,160.0,70.0,736800.0,Liquid fuel shortage
2026-02-04,Summit Power Ashulia,IPP,0,0.0,33.75,12.0,292200.0,-
2026-02-04,Summit Power Madhabdi,IPP,3*3.67+4*8.73,45.93,23.0,22.0,448200.0,-
2026-02-04,Sutiakhali 50 MW Solar PP,IPP,0,0.0,50.0,0.0,256910.0,-
2026-02-04,Sylhet 20 MW GTPP,PDB,1*20,20.0,20.0,15.0,322000.0,-
2026-02-04,Sylhet 225 MW CCPP,PDB,1*142+1*89,231.0,231.0,75.0,1823530.0,Plant availability less
2026-02-04,Sympa Solar Power 8 MW,IPP,0,0.0,8.0,0.0,34050.48,-
2026-02-04,Tangail Palli Power Gen 22 MW,IPP,4*6.7,26.8,22.0,6.0,30240.0,"To be dispatched 06 MW, due to fuel shortages."
2026-02-04,Teesta Solar Limited,BCPCL,0,0.0,200.0,0.0,931680.0,-
2026-02-04,Teknaf 20MW PP (Solartech),IPP,0,0.0,20.0,0.0,93960.0,-
2026-02-04,Titas 50 MW Peaking PP,PDB,6*8.92,53.52,52.0,0.0,0.0,machine problem
2026-02-04,Tongi 80 MW GTPP,PDB,1* 105,105.0,105.0,0.0,0.0,Under Maintenance of Exciter
2026-02-04,Unique Meghnaghat Power Limited (UMPL),IPP,0,0.0,584.0,0.0,0.0,Schedule Outage Ongoing
2026-02-04,United Payra Power Ltd.,IPP,8*18.5+1*9.5,157.5,150.0,0.0,0.0,Avail.100%;NEO cut for BPDB late pay.PPASec13.2(j)
2026-02-05,Adani Power Jharkhanda Ltd,Import,2*673,1346.0,1435.88,756.0,16144123.0,U#1 Under AOH
2026-02-05,Anlima Energy Ltd.,IPP,6*21.2,127.2,116.0,46.0,195709.0,FGMO
2026-02-05,Anwara 300 MW PP (United),IPP,17*17+24,289.0,300.0,16.0,95345.0,Avail.100%;NEO cut for BPDB late pay.PPASec13.2(j)
2026-02-05,Ashuganj 150MW PP (Midland),IPP,23X7.015,161.345,150.0,50.0,436581.0,-
2026-02-05,Ashuganj 195 MW PP (APSCL-United),IPP,20X9.73+1X16,210.6,195.0,8.0,669091.0,-
2026-02-05,Ashuganj 420 MW CCPP(East),APSCL,284*1+116*1,400.0,393.0,393.0,8247500.0,-
2026-02-05,Ashuganj 450 MW CCPP(North),APSCL,1*360,360.0,353.35,290.0,8013200.0,FGMO Available
2026-02-05,Ashuganj 450 MW CCPP(South),APSCL,1*360,360.0,318.81,0.0,0.0,Under Maintenance
2026-02-05,Ashuganj 51 MW PP (Midland),IPP,6X9.34,56.04,51.0,51.0,1015100.0,-
2026-02-05,Ashuganj 55 MW PP (Precision),QRPP,15*4,60.0,55.0,5.0,56160.0,Gas shortage
2026-02-05,Ashuganj CCPP 225 MW,APSCL,1X142+1X75,217.0,221.0,192.0,4908000.0,FGMO
2026-02-05,Ashuganj TSK 50 MW PP,APSCL,14*3.96,55.44,46.701,5.0,102888.0,Gas shortage
2026-02-05,Baghabari 100 MW GTPP,PDB,1*100,100.0,100.0,0.0,0.0,Machine Under Maintenance
2026-02-05,Baghabari 50 MW Peaking PP,PDB,6*8.9,53.4,52.0,0.0,0.0,Liquid fuel shortage
2026-02-05,Baghabari 71 MW GTPP,PDB,1X71,71.0,70.0,0.0,0.0,Gas shortage
2026-02-05,Bagura 113 MW PP (Confidence)-1,IPP,6*18.55,111.3,113.0,50.0,204000.0,-
2026-02-05,Bagura 113 MW PP (Confidence)-2,IPP,6*18.55+7.2,111.3,113.0,45.0,222720.0,-
2026-02-05,Barapukuria 275 MW TPP Unit-3,PDB,1*275,275.0,274.0,0.0,0.0,Under Maintenance
2026-02-05,Barapukuria TPP Unit-1 & 2,PDB,1*125+1*125,250.0,170.0,0.0,0.0,Machine Problem
2026-02-05,Barisal 1 MW Solar Plant,IPP,0,0.0,1.0,0.0,3693.0,-
2026-02-05,Barisal 110 MW PP (Summit ),IPP,7X17.076,119.532,110.0,15.0,30432.0,FGMO
2026-02-05,Barisal 307 MW,BCPCL,307X1,307.0,307.0,307.0,5629000.0,FGMO
2026-02-05,Bera 70 MW Peaking PP,PDB,9*8.29,74.61,71.0,0.0,0.0,Machine Problem
2026-02-05,Bhairob 54.5 MW,IPP,3*18.2,54.6,54.5,17.0,129600.0,Liquid fuel shortage
2026-02-05,Bheramara (HVDC ),Import,2X500,1000.0,1000.0,898.0,21708363.0,-
2026-02-05,Bheramara 410 MW CCPP,NWPGCL,1X278+1X132,410.0,410.0,406.0,8257536.0,Gas shortage
2026-02-05,Bheramara GTPP Unit-3,PDB,1X20,20.0,16.0,0.0,0.0,Contract Expired
2026-02-05,Bhola 225 MW CCPP,PDB,2X63+1X68,194.0,194.0,128.0,3052000.0,Partial Shutdown of STG
2026-02-05,Bhola 33 MW PP (Venture),NENP,1X34.50,34.5,10.0,0.0,0.0,Contract Expired
2026-02-05,Bhola Nutan Biddut BD LTD,IPP,2*75+1*75,225.0,220.0,220.0,5453570.0,MVAR Subjected to Grid Voltage
2026-02-05,Bibiana-II 341 MW CCPP (Summit),IPP,1*222+1*119,341.0,341.0,320.0,7557000.0,FGMO
2026-02-05,Bibiyana South 400 MW,PDB,1*400,400.0,383.0,0.0,0.0,Plant shutdown due to maintenance work
2026-02-05,Bibiyana-III 400 MW CCPP,PDB,285*1+134*1,419.0,400.0,0.0,0.0,Under Maintenance
2026-02-05,Chandpur 115(Doreen),IPP,4*18.5+2*22.5,119.0,115.0,67.0,555840.0,FGMO
2026-02-05,Chandpur 150 MW CCPP,PDB,1*106+1*57,163.0,163.0,104.0,2115190.0,Gas shortage
2026-02-05,Chandpur 200MW (Desh energy),IPP,12*18.4,220.8,200.0,73.0,797280.0,FGMO
2026-02-05,Chapainawabganj 100 MW Peaking PP,PDB,12*8.924,107.088,104.0,0.0,0.0,Liquid fuel shortage
2026-02-05,Chattogram 108 MW PP (ECPV),IPP,16*7,112.0,108.0,0.0,0.0,-
2026-02-05,Chattogram TPP,PDB,1*210+1*210,420.0,360.0,0.0,0.0,"Unit #1 Under Maintenance, Unit#2 Gas Shortage"
2026-02-05,Chowmuhani 113 MW,IPP,12*9.78+2*3.1,123.56,113.0,0.0,0.0,Liquid fuel Shortage
2026-02-05,Cox's Bazar Wind,PDB,22*3,66.0,60.0,37.0,603840.0,-
2026-02-05,Cumilla 25 MW PP (Summit),"SIPP,REB",3*3.67+2*6.97,24.95,25.0,20.0,402660.0,-
2026-02-05,Dohazari -Kalaish 100 MW Peaking,PDB,6*17,102.0,102.0,34.0,49981.0,Engine Problem
2026-02-05,Energypac Power Venture Thakurgaon Ltd.,IPP,0,0.0,115.0,70.0,451952.0,-
2026-02-05,Faridpur 50 MW Peaking PP,PDB,8*6.89,55.12,54.0,0.0,0.0,Engine Problem
2026-02-05,Fenchugonj CCPP Phase-1,PDB,2*32+1*33,97.0,90.0,42.0,987000.0,Machine Problem
2026-02-05,Fenchugonj CCPP Phase-2,PDB,2*35+1*35,105.0,90.0,53.0,1323960.0,Machine Problem
2026-02-05,Feni Lanka Power,IPP,7*18.415+1*9.78,138.685,114.0,0.0,0.0,FGMO
2026-02-05,Gagnagar 102 MW PP (Digital Power),IPP,12*8.924,107.088,102.0,0.0,0.0,Liquid fuel shortage
2026-02-05,Gazipur 100 MW PP,RPCL,6*17.5,105.0,105.0,50.0,304320.0,-
2026-02-05,Gazipur 52 MW PP,RPCL,6*8.9,53.4,52.194,8.0,116640.0,-
2026-02-05,Ghorasal 365 MW CCPP Unit-7,PDB,1*243+1*122,365.0,365.0,0.0,0.0,Gas shortage
2026-02-05,Ghorasal Repowered CCPP Unit-3,PDB,1*260,260.0,260.0,0.0,0.0,GT is under maintenance
2026-02-05,Ghorasal Repowered CCPP Unit-4,PDB,1*210,210.0,240.0,0.0,0.0,Gas shortage
2026-02-05,Ghorasal TPP Unit-5,PDB,1*210,210.0,190.0,0.0,0.0,Gas shortage
2026-02-05,Ghorashal 108 MW PP (Regent),IPP,34*3.35,113.9,97.7,0.0,0.0,Gas shortage
2026-02-05,Gopalganj 100 MW Peaking PP,PDB,16*6.98,111.68,109.0,0.0,0.0,Engine Problem
2026-02-05,HVDC(Nepal),Import,1*40,40.0,40.0,0.0,0.0,-
2026-02-05,Haripur 360 MW CCPP (HPL),IPP,1*235+1*125,360.0,0.0,0.0,0.0,Contract Expired
2026-02-05,Haripur 412 MW CCPP,EGCB,1*273+1*139,412.0,412.0,318.0,7808400.0,Gas shortage
2026-02-05,Haripur GTPP,"SBU,PDB",32*2,64.0,20.0,0.0,0.0,-
2026-02-05,Hathazari 100 MW peaking PP,PDB,11*8.9,97.9,98.0,8.0,47712.0,Liquid fuel shortage
2026-02-05,Import (Tripura),Import,0,0.0,160.0,110.0,2494080.0,-
2026-02-05,Intraco Solar 30 MW,IPP,1*30,30.0,30.0,0.0,201952.0,-
2026-02-05,JERA Meghnaghat Power Limited,IPP,250*2+268,500.0,718.0,612.0,12498706.0,-
2026-02-05,Jamalpur 115 MW PP (United),IPP,9.78*12,117.36,115.0,59.0,979200.0,-
2026-02-05,Jangalia 52 MW PP (Lakdanavi),IPP,6*8.92,53.52,52.2,8.0,19435.0,-
2026-02-05,Jodiac Power,IPP,3*18.55+1*3.6,59.25,54.363,17.0,47906.0,Liquid fuel shortage
2026-02-05,Juldah 100 MW PP Unit-3 (Acorn),IPP,8*13.5,108.0,100.0,12.0,51840.0,Liquid fuel shortage
2026-02-05,Juldah unit-2 (Acorn),IPP,8*13.6,108.8,100.0,12.0,63360.0,Liquid fuel shortage
2026-02-05,Kamalaghat 54 MW PP(Banco Energy),IPP,3*18,54.0,53.97,25.8,308520.0,FGMO
2026-02-05,Kanchan Purbachal Power Generation Ltd.,IPP,18.4*3,55.2,55.0,29.0,176040.0,-
2026-02-05,Kaptai 7 MW Solar PP,PDB,0,0.0,6.0,0.0,18461.0,-
2026-02-05,"Karnaphuli Hydro PP Unit-1,2,3,4, 5",PDB,2*40+3*50,230.0,230.0,40.0,952000.0,-
2026-02-05,Karnaphuli Power Ltd.,IPP,18.415*6+6.5,110.49,110.0,34.0,540288.0,FGMO
2026-02-05,Katakhali 50 MW Peaking PP,PDB,6*8.7,52.2,50.0,29.0,33689.0,Two engines are under maintenance
2026-02-05,Khulna 225 MW CCPP,NWPGCL,1X150+1X75,225.0,230.0,0.0,0.0,-
2026-02-05,Khulna 330 MW CCPP,PDB,1*220+1*110,330.0,336.0,0.0,0.0,-
2026-02-05,Kodda 149 MW PP Unit-1 (Summit),IPP,8*18.45+8.97,147.6,149.0,78.0,678816.0,-
2026-02-05,Kodda 150 MW PP BRPL,PDB-RPCL,9*17.06,153.54,149.36,31.0,229920.0,-
2026-02-05,Kodda 300 MW PP Unit-2 (Summit),IPP,18*17.06,307.08,300.0,110.0,528916.0,-
2026-02-05,Kushiara 163 MW CCPP (KP),IPP,1*109+1*54,163.0,163.0,159.0,3582981.81,FGMO
2026-02-05,Madanganj-55 MW PP(Summit),IPP,3*17+1*11.3,62.3,55.0,30.0,210261.0,-
2026-02-05,Madhumati 100 MW PP,NWPGCL,6*18,108.0,105.0,0.0,0.0,Liquid fuel shortage
2026-02-05,"Malancha, Ctg. EPZ (United)",IPP,5*8.73+3*9.34,71.67,42.0,24.0,348960.0,-
2026-02-05,Manikganj 55 MW PP (Northern),IPP,19.3*3,57.9,55.0,35.0,362457.0,Liquid fuel shortage
2026-02-05,Manikgonj 162MW PP(MPGL),IPP,9*18,162.0,162.0,85.0,695520.0,FGMO
2026-02-05,Matarbari 2*600 MW (CPGCBL),CPGCL,2*600,1200.0,1150.0,675.0,15854545.46,ps availability is less
2026-02-05,Meghnaghat 104 MW PP (OPCL),IPP,6*18.5,111.0,104.0,0.0,0.0,Liquid fuel shortage
2026-02-05,Meghnaghat 450 MW CCPP (MPL),IPP,2*150+1*150,450.0,450.0,0.0,0.0,Gas shortage
2026-02-05,Meghnaghat CCPP(Summit),IPP,2*110+1*110,330.0,335.0,0.0,0.0,-
2026-02-05,Meghnaghat CCPP(Summit)-2,IPP,1*409+1*202,611.0,583.0,0.0,0.0,FGMO
2026-02-05,Mirsharai 150 MW BRPL,IPP,18.5*9,166.5,163.0,15.0,26764.0,FGMO
2026-02-05,Mongla Orion 100 MW Solar PP,IPP,100,100.0,100.0,0.0,575280.0,-
2026-02-05,Moulvibazar 10 MW Solar Power Plant,IPP,1*10,10.0,0.0,0.0,69066.0,-
2026-02-05,Mymensingh 200 MW PP (United),IPP,9.78*21,205.38,200.0,19.0,312000.0,"Avil100%,NEO cut for BPDB late pay PPA Sec.13.2(j)"
2026-02-05,Nababganj 55 MW PP (Southern power ),IPP,19.3*3,57.9,55.0,30.0,187390.0,-
2026-02-05,Natore 52 MW PP (Rajlanka),IPP,6*8.92,53.52,52.2,0.0,0.0,-
2026-02-05,Pabna 64 MW Solar Plant,PDB,11*6.6,72.6,64.55,0.0,351332.0,Contract Expired
2026-02-05,Pabna Solar 100 MW,IPP,0,0.0,100.0,0.0,747610.0,-
2026-02-05,Patenga 50MW PP (Baraka),IPP,8*6.98,55.84,50.0,25.0,266400.0,-
2026-02-05,Patuakhali 1320 MW (RNPL),RNPL,660*2,1320.0,622.0,0.0,0.0,Under Maintenance
2026-02-05,Payra 1320 MW,BCPCL,2*622,1244.0,1085.32,1070.0,22203636.36,FGMO
2026-02-05,RPCL 210MW CCPP,RPCL,4*35+1*70,210.0,210.0,123.0,3169920.0,Low gas pressure
2026-02-05,Rampal 1320 MW (BIFPCL),PDB,660*2,1320.0,1148.28,607.0,12312760.0,U1 under maintenance
2026-02-05,Rangpur 113 MW PP (Confidence),IPP,9*6.984+7*7.015+3.15*2,118.261,113.0,60.0,581500.0,-
2026-02-05,Rangpur 20 MW GTPP,PDB,1*20,20.0,20.0,0.0,0.0,-
2026-02-05,Raozan 25 MW PP,IPP,3*8.9,26.7,25.5,0.0,0.0,-
2026-02-05,Rupsha 105 MW PP (Orion rupsha),IPP,6*18.445,110.67,105.0,0.0,0.0,Liquid fuel shortage
2026-02-05,SS Power,IPP,2*660,1320.0,1224.0,1145.0,23978179.0,-
2026-02-05,Saidpur 150 MW Simple Cycle Power Plant,PDB,1*150,150.0,162.443,0.0,0.0,-
2026-02-05,Saidpur 20 MW GTPP,PDB,1*20,20.0,20.0,0.0,0.0,-
2026-02-05,Santahar 50 MW Peaking PP,PDB,6*8.7,52.2,50.0,17.0,46748.0,machine problem
2026-02-05,Sarishabari 3 MW Solar Plant,IPP,0,0.0,2.71,0.0,15250.0,-
2026-02-05,Shahjahanulla 25 MW PP,"SIPP,REB",3*9.34,28.02,25.0,21.0,421032.0,-
2026-02-05,Shahjibazar 100 MW GTPP,PDB,1*100,100.0,100.0,0.0,0.0,machine problem
2026-02-05,Shahjibazar 86MW PP (Shahjibazar),RPP,32*2.90,92.8,86.0,83.0,1490880.0,-
2026-02-05,Shahjibazar GTPP Unit- 8 & 9,PDB,2*35,70.0,66.0,30.0,599808.0,Partial Shutdown due to maintenance
2026-02-05,Shajibazar 330 MW CCPP,PDB,3*110,330.0,330.0,0.0,0.0,Under Maintenance
2026-02-05,Siddhirganj 335 MW CCPP,EGCB,1*217+118,217.0,335.0,335.0,7826903.0,Gas shortage
2026-02-05,Siddhirgonj 2*120 MW GTPP,EGCB,2*105,210.0,208.137,0.0,0.0,Gas shortage
2026-02-05,Siddhirgonj 210 MW TPP,PDB,1*210,210.0,115.0,0.0,0.0,Under Major Overhauling
2026-02-05,Sikalbaha 105 MW PP (Baraka Sikalbaha),IPP,6*17.5,105.0,105.0,55.0,557854.0,Bill delay
2026-02-05,Sikalbaha 225MW CCPP,PDB,1*150+1*75,225.0,225.0,167.0,3961023.0,Plant availability less
2026-02-05,Sikalbaha Peaking GT,PDB,1*150,150.0,150.0,0.0,0.0,-
2026-02-05,Sirajganj 2 MW Wind Power Plant,PDB,0.25*8,2.0,2.0,0.0,0.0,Contract Expired
2026-02-05,Sirajganj 68 MW Solar Park,IPP,0,0.0,68.0,0.0,411744.0,-
2026-02-05,Sirajgonj 225MW CCPP Unit-1,NWPGCL,1*150+1*75,225.0,214.0,191.0,4403455.0,FGMO
2026-02-05,Sirajgonj 225MW CCPP Unit-2,NWPGCL,1*150+1*75,225.0,220.0,0.0,0.0,Standby @NLDC's instruction due to gas shortage
2026-02-05,Sirajgonj 225MW CCPP Unit-3,NWPGCL,1*141,141.0,220.0,0.0,0.0,Standby as per instruction of NLDC
2026-02-05,Sirajgonj 400 MW CCPP Unit-4,NWPGCL,1*282+1*132,414.0,413.792,398.0,9417454.0,FGMO
2026-02-05,Sirajgonj 6.55 MW Solar,NWPGCL,0,0.0,6.09,0.0,36720.0,-
2026-02-05,Sonagazi 75 MW (AC) Solar Power Plant,EGCB,0,0.0,75.0,0.0,474845.0,-
2026-02-05,Spectra Solar Plant Ltd.,IPP,0,0.0,35.0,0.0,216670.0,-
2026-02-05,Sreepur 150 MW PP BRPL,PDB-RPCL,9*18,162.0,160.0,90.0,818400.0,Liquid fuel shortage
2026-02-05,Summit Power Ashulia,IPP,0,0.0,33.75,21.0,482500.0,-
2026-02-05,Summit Power Madhabdi,IPP,3*3.67+4*8.73,45.93,23.0,22.0,518760.0,-
2026-02-05,Sutiakhali 50 MW Solar PP,IPP,0,0.0,50.0,0.0,314840.0,-
2026-02-05,Sylhet 20 MW GTPP,PDB,1*20,20.0,20.0,15.0,440000.0,-
2026-02-05,Sylhet 225 MW CCPP,PDB,1*142+1*89,231.0,231.0,0.0,457520.0,Plant availability less
2026-02-05,Sympa Solar Power 8 MW,IPP,0,0.0,8.0,0.0,34803.12,-
2026-02-05,Tangail Palli Power Gen 22 MW,IPP,4*6.7,26.8,22.0,6.0,69840.0,"To be dispatched 06 MW, due to fuel shortages."
2026-02-05,Teesta Solar Limited,BCPCL,0,0.0,200.0,0.0,1222560.0,-
2026-02-05,Teknaf 20MW PP (Solartech),IPP,0,0.0,20.0,0.0,132975.0,-
2026-02-05,Titas 50 MW Peaking PP,PDB,6*8.92,53.52,52.0,32.0,130736.0,machine problem
2026-02-05,Tongi 80 MW GTPP,PDB,1* 105,105.0,105.0,0.0,0.0,Under Maintenance of Exciter
2026-02-05,Unique Meghnaghat Power Limited (UMPL),IPP,0,0.0,584.0,0.0,0.0,Schedule Outage Ongoing
2026-02-05,United Payra Power Ltd.,IPP,8*18.5+1*9.5,157.5,150.0,37.0,183600.0,Avail.100%;NEO cut for BPDB late pay.PPASec13.2(j)
2026-02-06,Adani Power Jharkhanda Ltd,Import,2*673,1346.0,1435.88,764.12,14967829.0,U#1 Under AOH
2026-02-06,Anlima Energy Ltd.,IPP,6*21.2,127.2,116.0,0.0,0.0,FGMO
2026-02-06,Anwara 300 MW PP (United),IPP,17*17+24,289.0,300.0,30.0,92836.0,Avail.100%;NEO cut for BPDB late pay.PPASec13.2(j)
2026-02-06,Ashuganj 150MW PP (Midland),IPP,23X7.015,161.345,150.0,70.0,239200.0,-
2026-02-06,Ashuganj 195 MW PP (APSCL-United),IPP,20X9.73+1X16,210.6,195.0,0.0,0.0,-
2026-02-06,Ashuganj 420 MW CCPP(East),APSCL,284*1+116*1,400.0,393.0,291.0,7804000.0,-
