datetime,date,time,east,west,total,gas_public,gas_pvt,hvdc,nepal,tripura,adani,hydro,coal,solar,hfo_public,hfo_pvt,hsd_public,hsd_pvt,wind,shortage
2024-12-31 05:00,2024-12-31,05:00,3728.0,3373.5,7101.5,2677.0,1287.5,639.0,0.0,44.0,418.0,26.0,1989.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0
2024-12-31 05:30,2024-12-31,05:30,3848.0,3445.5,7293.5,2796.0,1344.5,639.0,0.0,42.0,418.0,26.0,2002.5,0.0,0.0,0.0,0.0,0.0,25.5,0.0
2024-12-31 06:00,2024-12-31,06:00,3968.0,3517.5,7485.5,2915.0,1401.5,639.0,0.0,40.0,418.0,26.0,2016.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
2024-12-31 06:30,2024-12-31,06:30,4105.915,3592.615,7698.53,2933.0,1500.0,686.0,0.0,40.0,418.5,26.0,2055.0,4.03,1.5,5.0,0.0,0.0,29.5,0.0
2024-12-31 07:00,2024-12-31,07:00,4243.83,3667.73,7911.56,2951.0,1598.5,733.0,0.0,40.0,419.0,26.0,2094.0,8.06,3.0,10.0,0.0,0.0,29.0,0.0
2024-12-31 07:30,2024-12-31,07:30,4432.48,3904.105,8336.585,3023.5,1635.5,827.5,0.0,41.0,418.0,26.0,2232.0,44.585,15.5,43.0,0.0,0.0,30.0,0.0
2024-12-31 08:00,2024-12-31,08:00,4621.13,4140.48,8761.61,3096.0,1672.5,922.0,0.0,42.0,417.0,26.0,2370.0,81.11,28.0,76.0,0.0,0.0,31.0,0.0
2024-12-31 08:30,2024-12-31,08:30,4718.76,4355.99,9074.75,3090.5,1655.0,922.5,0.0,43.0,447.0,26.0,2610.5,128.25,35.5,91.0,0.0,0.0,25.5,0.0
2024-12-31 09:00,2024-12-31,09:00,4816.39,4571.5,9387.89,3085.0,1637.5,923.0,0.0,44.0,477.0,26.0,2851.0,175.39,43.0,106.0,0.0,0.0,20.0,0.0
2024-12-31 09:30,2024-12-31,09:30,4780.9,4500.265,9281.165,3010.5,1601.0,922.5,0.0,47.0,494.5,26.0,2788.5,224.665,50.5,98.0,0.0,0.0,18.0,0.0
2024-12-31 10:00,2024-12-31,10:00,4745.41,4429.03,9174.44,2936.0,1564.5,922.0,0.0,50.0,512.0,26.0,2726.0,273.94,58.0,90.0,0.0,0.0,16.0,0.0
2024-12-31 10:30,2024-12-31,10:30,4905.31,4384.335,9289.645,3010.5,1632.25,922.5,0.0,49.0,499.0,26.0,2679.0,312.895,58.0,86.0,0.0,0.0,14.5,0.0
2024-12-31 11:00,2024-12-31,11:00,5065.21,4339.64,9404.85,3085.0,1700.0,923.0,0.0,48.0,486.0,26.0,2632.0,351.85,58.0,82.0,0.0,0.0,13.0,0.0
2024-12-31 11:30,2024-12-31,11:30,5128.84,4531.875,9660.715,3190.0,1719.25,923.0,0.0,49.0,485.0,26.0,2736.5,389.965,65.0,61.5,0.0,0.0,15.5,0.0
2024-12-31 12:00,2024-12-31,12:00,5192.47,4724.11,9916.58,3295.0,1738.5,923.0,0.0,50.0,484.0,26.0,2841.0,428.08,72.0,41.0,0.0,0.0,18.0,0.0
2024-12-31 12:30,2024-12-31,12:30,5243.685,4797.365,10041.05,3298.0,1777.0,922.0,0.0,56.0,498.0,26.0,2874.0,442.05,88.0,41.0,0.0,0.0,19.0,0.0
2024-12-31 13:00,2024-12-31,13:00,5294.9,4870.62,10165.52,3301.0,1815.5,921.0,0.0,62.0,512.0,26.0,2907.0,456.02,104.0,41.0,0.0,0.0,20.0,0.0
2024-12-31 13:30,2024-12-31,13:30,5144.255,4775.305,9919.56,3244.5,1744.5,921.5,0.0,61.0,512.5,26.0,2840.5,423.06,86.0,37.0,0.0,0.0,23.0,0.0
2024-12-31 14:00,2024-12-31,14:00,4993.61,4679.99,9673.6,3188.0,1673.5,922.0,0.0,60.0,513.0,26.0,2774.0,390.1,68.0,33.0,0.0,0.0,26.0,0.0
2024-12-31 14:30,2024-12-31,14:30,4915.095,4568.59,9483.685,3172.5,1635.0,922.5,0.0,61.0,513.5,26.0,2691.0,332.685,68.0,33.0,0.0,0.0,28.5,0.0
2024-12-31 15:00,2024-12-31,15:00,4836.58,4457.19,9293.77,3157.0,1596.5,923.0,0.0,62.0,514.0,26.0,2608.0,275.27,68.0,33.0,0.0,0.0,31.0,0.0
2024-12-31 15:30,2024-12-31,15:30,4849.19,4308.42,9157.61,3176.5,1616.75,923.0,0.0,57.0,514.5,26.0,2513.0,199.36,68.0,33.0,0.0,0.0,30.5,0.0
2024-12-31 16:00,2024-12-31,16:00,4861.8,4159.65,9021.45,3196.0,1637.0,923.0,0.0,52.0,515.0,26.0,2418.0,123.45,68.0,33.0,0.0,0.0,30.0,0.0
2024-12-31 16:30,2024-12-31,16:30,4959.41,4195.245,9154.655,3133.0,1649.25,923.0,0.0,54.0,512.0,26.0,2591.5,70.405,79.5,93.0,0.0,0.0,23.0,0.0
2024-12-31 17:00,2024-12-31,17:00,5057.02,4230.84,9287.86,3070.0,1661.5,923.0,0.0,56.0,509.0,26.0,2765.0,17.36,91.0,153.0,0.0,0.0,16.0,0.0
2024-12-31 17:30,2024-12-31,17:30,5262.51,4571.67,9834.18,3139.5,1684.5,923.0,0.0,58.0,570.0,26.0,3042.5,8.68,121.5,241.5,0.0,0.0,19.0,0.0
2024-12-31 18:00,2024-12-31,18:00,5468.0,4912.5,10380.5,3209.0,1707.5,923.0,0.0,60.0,631.0,26.0,3320.0,0.0,152.0,330.0,0.0,0.0,22.0,0.0
2024-12-31 18:30,2024-12-31,18:30,5377.5,4946.0,10323.5,3250.0,1686.0,922.5,0.0,62.0,694.5,36.0,3256.0,0.0,135.5,263.5,0.0,0.0,17.5,0.0
2024-12-31 19:00,2024-12-31,19:00,5287.0,4979.5,10266.5,3291.0,1664.5,922.0,0.0,64.0,758.0,46.0,3192.0,0.0,119.0,197.0,0.0,0.0,13.0,0.0
2024-12-31 19:30,2024-12-31,19:30,5338.5,4978.5,10317.0,3365.0,1745.0,922.0,0.0,54.0,757.0,46.0,3146.0,0.0,101.0,167.0,0.0,0.0,14.0,0.0
2024-12-31 20:00,2024-12-31,20:00,5257.5,4971.5,10229.0,3237.0,1804.0,922.0,0.0,56.0,758.0,46.0,3144.0,0.0,101.0,147.0,0.0,0.0,14.0,0.0
2024-12-31 20:30,2024-12-31,20:30,5144.25,4951.515,10095.765,3199.0,1772.25,922.0,0.0,55.0,758.515,46.0,3127.0,0.0,92.0,113.0,0.0,0.0,11.0,0.0
2024-12-31 21:00,2024-12-31,21:00,5031.0,4931.53,9962.53,3161.0,1740.5,922.0,0.0,54.0,759.03,46.0,3110.0,0.0,83.0,79.0,0.0,0.0,8.0,0.0
2024-12-31 21:30,2024-12-31,21:30,4959.0,4809.795,9768.795,3158.5,1736.0,921.5,0.0,54.0,733.795,46.0,2978.5,0.0,66.5,65.0,0.0,0.0,9.0,0.0
2024-12-31 22:00,2024-12-31,22:00,4887.0,4688.06,9575.06,3156.0,1731.5,921.0,0.0,54.0,708.56,46.0,2847.0,0.0,50.0,51.0,0.0,0.0,10.0,0.0
2024-12-31 22:30,2024-12-31,22:30,4772.5,4576.31,9348.81,3134.0,1703.5,915.0,0.0,53.0,678.31,46.0,2738.5,0.0,33.5,33.5,0.0,0.0,13.5,0.0
2024-12-31 23:00,2024-12-31,23:00,4658.0,4464.56,9122.56,3112.0,1675.5,909.0,0.0,52.0,648.06,46.0,2630.0,0.0,17.0,16.0,0.0,0.0,17.0,0.0
